"champ";"statut";"annee";"periode";"date du resultat";"ipe";cage;nbh;nbf;nb;pcth;pctf;pct;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/09/01 16:55:09";="020000063";6;1886;3034;4920;8.2759225942;13.604771086;10.911510313;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 18:26:44";="590000188";1;16;11;27;0.0835334656;0.0364721485;0.0547511863;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:26:44";="590000188";2;741;511;1252;3.8686436254;1.6942970822;2.5388327858;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:26:44";="590000188";3;315;375;690;1.6445651039;1.2433687003;1.3991969826;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:26:44";="590000188";4;8293;18254;26547;43.296439386;60.523872679;53.832583039;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:26:44";="590000188";5;9221;10158;19379;48.141380391;33.680371353;39.297156994;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:26:44";="590000188";6;568;851;1419;2.9654380286;2.8216180371;2.877479012;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/04 15:54:01";="620103432";0;229;211;440;4.5087615672;3.0771474406;3.6863270777;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:54:01";="620103432";1;95;69;164;1.8704469384;1.006270964;1.3739946381;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:54:01";="620103432";2;239;255;494;4.7056507186;3.7188274756;4.1387399464;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:54:01";="620103432";3;206;195;401;4.055916519;2.843809246;3.3595844504;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:54:01";="620103432";4;1850;3228;5078;36.42449301;47.07598075;42.543565684;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:54:01";="620103432";5;2011;2033;4044;39.594408348;29.648534344;33.880697051;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:54:01";="620103432";6;449;866;1315;8.8403228982;12.62942978;11.017091153;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/05 09:23:29";="590782637";0;386;350;736;6.8671054972;4.8841752721;5.7558457809;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:23:29";="590782637";1;176;151;327;3.1311154599;2.1071727603;2.5572847423;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:23:29";="590782637";2;522;403;925;9.2866038072;5.6237789562;7.2339094393;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:23:29";="590782637";3;325;394;719;5.7818893435;5.4981858778;5.622898256;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:23:29";="590782637";4;2219;3660;5879;39.476961395;51.07451856;45.976382263;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:23:29";="590782637";5;1591;1567;3158;28.30457214;21.867150433;24.696957848;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:23:29";="590782637";6;402;641;1043;7.1517523572;8.9450181412;8.1567216704;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 12:09:13";="590781803";0;368;362;730;6.0826446281;5.0076082446;5.4974019128;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:09:13";="590781803";1;122;119;241;2.0165289256;1.6461474616;1.8148957;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:09:13";="590781803";2;427;273;700;7.0578512397;3.7764559413;5.2714812862;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:09:13";="590781803";3;328;321;649;5.4214876033;4.4404481948;4.8874162211;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:09:13";="590781803";4;2563;3425;5988;42.363636364;47.378613916;45.09375706;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:09:13";="590781803";5;1792;1856;3648;29.619834711;25.674367132;27.471948189;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:09:13";="590781803";6;450;873;1323;7.4380165289;12.076359109;9.963099631;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 17:40:39";="590780227";0;569;576;1145;9.6801633209;6.8069014417;7.9846582985;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:40:39";="590780227";1;103;112;215;1.7522966996;1.3235641692;1.4993026499;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:40:39";="590780227";2;272;234;506;4.627424294;2.7653037107;3.5285913529;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:40:39";="590780227";3;335;376;711;5.6992174209;4.4433939967;4.9581589958;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:40:39";="590780227";4;2456;4615;7071;41.78291936;54.537934294;49.309623431;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:40:39";="590780227";5;1740;1684;3424;29.60190541;19.900732687;23.877266388;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:40:39";="590780227";6;403;865;1268;6.8560734944;10.2221697;8.8423988842;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:44:20";="800000044";0;741;728;1469;1.8444765271;1.8481848185;1.8463124026;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:44:20";="800000044";1;505;353;858;1.2570319112;0.8961665397;1.0783771555;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:44:20";="800000044";2;2279;1455;3734;5.672823219;3.6938309216;4.6930772711;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:44:20";="800000044";3;1533;1750;3283;3.8159008314;4.4427519675;4.1262379971;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:44:20";="800000044";4;16118;18697;34815;40.12047593;47.466362021;43.757226887;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:44:20";="800000044";5;17430;14124;31554;43.386269727;35.856816451;39.658639586;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:44:20";="800000044";6;1568;2283;3851;3.9030218549;5.795887281;4.8401287014;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/07 20:00:46";="590781902";0;478;446;924;5.4404734805;4.4053733702;4.8863035431;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:00:46";="590781902";1;82;87;169;0.933302982;0.8593441328;0.8937070333;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:00:46";="590781902";2;283;233;516;3.2210334623;2.3014618728;2.7287149656;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:00:46";="590781902";3;246;352;598;2.7999089461;3.4768866061;3.162347964;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:00:46";="590781902";4;4281;5765;10046;48.725244707;56.943895693;53.125330513;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:00:46";="590781902";5;2920;2329;5249;33.234691555;23.004741209;27.757800106;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:00:46";="590781902";6;496;912;1408;5.6453448668;9.0082971158;7.4457958752;2023.7;X590781902;07SEP23;20:00:41
