"champ";"statut";"annee";"periode";"date du resultat";"ipe";mod_ent;tum1;eff;nbchir;chirurg0;nbmutrf;nbdom;nbdc;nb0j;nbj;agem;type;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/30 14:38:54";="620101360";TRMUT;SI;7;1;0;1;6;0;0;48;65.142857143;TRMUT;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:54";="620101360";TRMUT;UHCD;1;0;0;0;1;0;0;9;61;TRMUT;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:54";="620101360";TRMUT;ZAUM;177;7;0;91;80;6;4;1082;68.754523644;TRMUT;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:54";="620101360";URG;CA;19;11;11;0;19;0;19;0;41.894736842;URG;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:54";="620101360";URG;REA;76;1;0;22;38;16;0;1119;63.065789474;URG;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:54";="620101360";URG;SC;76;2;0;12;55;9;0;754;61;URG;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:54";="620101360";URG;SI;181;16;0;31;140;10;2;1252;70.591160221;URG;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:54";="620101360";URG;UHCD;3094;87;8;652;2317;125;239;12688;57.512756462;URG;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:54";="620101360";URG;ZAUM;2376;507;150;250;2053;73;35;14056;54.991147779;URG;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:55:34";="590781662";DOM;SC;5;0;0;1;4;0;0;42;74.8;DOM;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:34";="590781662";DOM;UHCD;15;0;0;2;13;0;3;73;49.333333333;DOM;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:34";="590781662";DOM;ZAUM;467;307;266;8;459;0;305;447;47.532732979;DOM;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:34";="590781662";TRMUT;SC;23;1;0;9;11;3;1;184;68.47826087;TRMUT;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:34";="590781662";TRMUT;UHCD;2;0;0;1;0;1;1;1;46;TRMUT;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:34";="590781662";TRMUT;ZAUM;24;4;1;10;13;1;2;191;71.833333333;TRMUT;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:34";="590781662";URG;SC;120;4;1;35;76;9;1;1078;64.358333333;URG;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:34";="590781662";URG;UHCD;896;13;2;285;592;19;233;3050;53.246556996;URG;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:34";="590781662";URG;ZAUM;804;173;71;170;598;36;27;6796;68.144278607;URG;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 15:04:20";="590781621";DOM;HP;1311;0;0;0;1311;0;1309;2;52.902364607;DOM;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:20";="590781621";DOM;SC;15;1;0;2;13;0;7;44;53.866666667;DOM;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:20";="590781621";DOM;UHCD;844;1;0;215;585;44;311;3469;64.919927936;DOM;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:20";="590781621";DOM;ZAUM;156;2;2;29;127;0;12;1859;49.320512821;DOM;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:20";="590781621";TRMUT;SC;13;0;0;9;3;1;0;82;67.538461538;TRMUT;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:20";="590781621";TRMUT;ZAUM;35;0;0;10;23;2;0;412;72.342857143;TRMUT;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:20";="590781621";URG;SC;4;0;0;1;3;0;1;24;60.25;URG;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:20";="590781621";URG;UHCD;1377;4;3;361;964;52;602;3561;63.71611703;URG;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:20";="590781621";URG;ZAUM;8;0;0;2;6;0;0;69;67.375;URG;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:19:11";="590052056";DOM;CA;5040;1803;1803;0;5040;0;5039;1;43.27261035;DOM;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:11";="590052056";DOM;HP;518;0;0;1;517;0;518;0;62.511583012;DOM;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:11";="590052056";DOM;SC;3;0;0;0;3;0;0;14;61;DOM;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:11";="590052056";DOM;ZAUM;1610;766;547;24;1560;26;9;4960;54.928656513;DOM;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:11";="590052056";TRMUT;SC;2;0;0;1;1;0;0;19;65;TRMUT;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:11";="590052056";TRMUT;ZAUM;44;8;4;2;35;7;1;539;65.27615193;TRMUT;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:11";="590052056";URG;ZAUM;2;1;0;0;2;0;0;4;68;URG;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 16:33:42";="590781795";DOM;HP;250;0;0;0;250;0;250;0;54.772;DOM;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:33:42";="590781795";DOM;ZAUM;329;0;0;106;202;21;5;4565;72.841945289;DOM;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:33:42";="590781795";TRMUT;ZAUM;236;0;0;105;112;19;3;3115;82.338983051;TRMUT;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:33:42";="590781795";URG;ZAUM;52;0;0;21;30;1;0;693;77.980769231;URG;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/31 09:36:40";="620100677";DOM;HP;2571;0;0;0;2571;0;2570;1;39.641773629;DOM;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:36:40";="620100677";DOM;ZAUM;474;0;0;53;418;3;6;5365;44.251054852;DOM;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:36:40";="620100677";TRMUT;ZAUM;184;0;0;52;119;13;0;2836;84.038043478;TRMUT;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:36:40";="620100677";URG;ZAUM;6;0;0;2;2;2;0;89;87.5;URG;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 10:37:10";="590781415";DOM;CA;3265;1831;1831;1;3264;0;3265;0;57.57611026;DOM;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:10";="590781415";DOM;HP;977;0;0;0;977;0;976;3;33.782557732;DOM;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:10";="590781415";DOM;REA;2;0;0;0;1;1;0;3;71;DOM;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:10";="590781415";DOM;SC;7;3;2;0;7;0;1;14;8.8571428571;DOM;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:10";="590781415";DOM;SI;28;7;4;1;26;1;1;149;59.785714286;DOM;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:10";="590781415";DOM;UHCD;27;0;0;1;25;1;16;15;41.888888889;DOM;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:10";="590781415";DOM;ZAUM;5389;1943;1219;226;5127;36;1575;13980;56.252393384;DOM;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:10";="590781415";TRMUT;CA;2;0;0;1;1;0;2;0;68;TRMUT;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:10";="590781415";TRMUT;REA;20;2;0;8;7;5;1;255;58.4;TRMUT;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:10";="590781415";TRMUT;SC;10;2;0;4;6;0;0;145;50.033424658;TRMUT;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:10";="590781415";TRMUT;SI;68;2;0;24;39;5;1;661;71.323529412;TRMUT;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:10";="590781415";TRMUT;UHCD;1;0;0;1;0;0;0;1;85;TRMUT;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:10";="590781415";TRMUT;ZAUM;224;31;5;52;163;9;3;2289;61.825831703;TRMUT;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:10";="590781415";URG;CA;16;9;9;1;15;0;16;0;40.75;URG;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:10";="590781415";URG;REA;220;11;4;29;126;65;2;2287;62.522727273;URG;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:10";="590781415";URG;SC;219;9;4;18;193;8;2;1455;32.685694627;URG;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:10";="590781415";URG;SI;588;51;8;103;468;17;14;4542;69.282312925;URG;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:10";="590781415";URG;UHCD;3175;45;6;445;2584;146;689;9672;61.535181965;URG;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:10";="590781415";URG;ZAUM;4485;823;239;346;3994;145;93;25505;51.523465433;URG;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:09";="620103440";DOM;CA;3505;2218;2218;0;3505;0;3505;0;54.263338088;DOM;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:09";="620103440";DOM;HP;3039;104;104;0;3039;0;3039;0;48.313261843;DOM;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:09";="620103440";DOM;REA;9;0;0;1;6;2;0;63;53.777777778;DOM;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:09";="620103440";DOM;SC;9;1;0;1;8;0;2;36;16.574733638;DOM;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:09";="620103440";DOM;SI;76;4;4;9;65;2;3;352;62.631578947;DOM;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:09";="620103440";DOM;UHCD;6;0;0;0;5;1;1;67;72.166666667;DOM;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:09";="620103440";DOM;ZAUM;4562;1799;558;189;4289;84;172;19456;60.78962003;DOM;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:09";="620103440";TRMUT;CA;46;1;1;46;0;0;46;0;70.02173913;TRMUT;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:09";="620103440";TRMUT;REA;5;0;0;2;0;3;0;132;60.8;TRMUT;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:09";="620103440";TRMUT;SC;9;1;0;2;7;0;0;49;22.237747336;TRMUT;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:09";="620103440";TRMUT;SI;136;11;7;40;93;3;9;631;65.544117647;TRMUT;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:09";="620103440";TRMUT;UHCD;3;0;0;2;1;0;1;23;72;TRMUT;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:09";="620103440";TRMUT;ZAUM;266;36;18;85;153;28;20;2136;65.789823875;TRMUT;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:09";="620103440";URG;CA;3;1;1;0;3;0;3;0;39;URG;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:09";="620103440";URG;HP;4;0;0;0;4;0;4;0;42.5;URG;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:09";="620103440";URG;REA;89;8;5;10;48;31;6;928;58.898876404;URG;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:09";="620103440";URG;SC;296;13;6;20;269;7;8;1325;17.127008515;URG;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:09";="620103440";URG;SI;486;28;2;64;395;27;21;3322;67.510288066;URG;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:09";="620103440";URG;UHCD;3939;71;24;644;3132;163;1523;10398;57.631697079;URG;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:09";="620103440";URG;ZAUM;3843;715;257;297;3403;143;72;24481;53.069076314;URG;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 11:13:15";="800000085";DOM;UHCD;250;0;0;61;181;8;83;606;59.888;DOM;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:15";="800000085";DOM;ZAUM;270;0;0;89;171;10;47;2324;60.874074074;DOM;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:15";="800000085";TRMUT;UHCD;2;0;0;2;0;0;1;8;52;TRMUT;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:15";="800000085";TRMUT;ZAUM;67;0;0;33;21;13;0;784;71.71641791;TRMUT;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:15";="800000085";URG;UHCD;460;0;0;108;324;28;148;1504;65.793478261;URG;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:15";="800000085";URG;ZAUM;275;0;0;75;177;23;3;2965;77.865454545;URG;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:45:47";="590780193";DOM;CA;15696;5461;5446;44;15651;1;15460;597;45.510160516;DOM;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:45:47";="590780193";DOM;HP;20581;1535;1526;78;20497;6;20230;2235;47.614005736;DOM;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:45:47";="590780193";DOM;REA;175;57;37;28;139;8;7;1308;26.901369863;DOM;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:45:47";="590780193";DOM;SC;652;168;39;48;598;6;50;5375;32.832443903;DOM;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:45:47";="590780193";DOM;SI;752;221;123;338;343;71;85;6693;52.317218012;DOM;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:45:47";="590780193";DOM;UHCD;203;27;12;82;120;1;59;470;53.466536204;DOM;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:45:47";="590780193";DOM;ZAUM;24346;9585;3293;1553;22611;182;2788;104118;50.459313954;DOM;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:45:47";="590780193";TRMUT;CA;260;4;4;245;15;0;258;2;60.185205479;TRMUT;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:45:47";="590780193";TRMUT;HP;202;13;1;48;153;1;80;964;57.710809711;TRMUT;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:45:47";="590780193";TRMUT;REA;386;75;19;204;142;40;6;5110;27.115891831;TRMUT;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:45:47";="590780193";TRMUT;SC;394;53;10;83;301;10;14;3789;24.841130659;TRMUT;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:45:47";="590780193";TRMUT;SI;1989;273;102;1298;500;191;577;13982;61.210950639;TRMUT;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:45:47";="590780193";TRMUT;UHCD;26;6;5;16;9;1;9;147;40.423076923;TRMUT;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:45:47";="590780193";TRMUT;ZAUM;5640;585;73;1138;4271;231;76;50366;51.859612358;TRMUT;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:45:47";="590780193";URG;CA;1219;692;690;1;1218;0;1213;8;38.365777024;URG;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:45:47";="590780193";URG;HP;533;8;5;11;520;2;317;586;53.789868668;URG;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:45:47";="590780193";URG;REA;45;13;4;18;17;10;4;1255;35.161278539;URG;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:45:47";="590780193";URG;SC;60;7;1;11;49;0;4;374;24.748356164;URG;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:45:47";="590780193";URG;SI;2475;455;247;968;1314;193;346;14200;49.367272727;URG;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:45:47";="590780193";URG;UHCD;11751;1793;899;5643;5981;127;3951;26561;43.597179371;URG;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:45:47";="590780193";URG;ZAUM;2580;450;177;1157;1362;61;44;11143;59.26177976;URG;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 12:24:44";="020004404";DOM;CA;2397;1306;1305;0;2397;0;2396;1;52.242386316;DOM;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:24:44";="020004404";DOM;HP;114;0;0;0;114;0;113;8;66.877192982;DOM;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:24:44";="020004404";DOM;REA;1;0;0;0;1;0;0;11;76;DOM;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:24:44";="020004404";DOM;SC;3;0;0;0;3;0;0;17;63.666666667;DOM;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:24:44";="020004404";DOM;SI;15;12;1;1;14;0;0;56;71.133333333;DOM;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:24:44";="020004404";DOM;ZAUM;581;238;195;41;531;9;40;1979;62.299205432;DOM;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:24:44";="020004404";TRMUT;CA;4;3;3;4;0;0;4;0;79.75;TRMUT;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:24:44";="020004404";TRMUT;HP;1;0;0;1;0;0;1;0;89;TRMUT;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:24:44";="020004404";TRMUT;REA;8;0;0;5;0;3;0;281;70.125;TRMUT;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:24:44";="020004404";TRMUT;SC;9;1;1;4;5;0;0;120;71.666666667;TRMUT;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:24:44";="020004404";TRMUT;SI;3;0;0;1;2;0;0;26;69.333333333;TRMUT;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:24:44";="020004404";TRMUT;UHCD;24;0;0;16;6;2;2;212;75.541666667;TRMUT;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:24:44";="020004404";TRMUT;ZAUM;170;21;13;44;116;10;4;1351;72.035294118;TRMUT;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:24:44";="020004404";URG;CA;26;11;11;0;26;0;26;0;51;URG;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:24:44";="020004404";URG;HP;1;0;0;0;1;0;1;0;79;URG;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:24:44";="020004404";URG;REA;49;7;4;17;25;7;1;853;61.040816327;URG;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:24:44";="020004404";URG;SC;51;1;0;18;30;3;0;714;65.235294118;URG;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:24:44";="020004404";URG;SI;55;7;0;18;36;1;0;384;73.127272727;URG;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:24:44";="020004404";URG;UHCD;2764;121;26;313;2362;89;882;11806;61.212735166;URG;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:24:44";="020004404";URG;ZAUM;1393;154;71;190;1144;59;35;10118;54.700541848;URG;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 14:25:19";="590781605";DOM;CA;3271;1256;1256;1;3270;0;3206;122;54.587893611;DOM;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:19";="590781605";DOM;HP;656;1;0;0;656;0;645;103;57.171821751;DOM;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:19";="590781605";DOM;REA;1;0;0;0;0;1;0;4;72;DOM;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:19";="590781605";DOM;SC;2;0;0;0;2;0;0;24;5.5;DOM;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:19";="590781605";DOM;SI;13;0;0;0;13;0;0;90;57.769230769;DOM;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:19";="590781605";DOM;UHCD;8;0;0;1;7;0;4;4;53.5;DOM;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:19";="590781605";DOM;ZAUM;1394;736;329;143;1233;18;53;6126;62.178178495;DOM;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:19";="590781605";TRMUT;CA;8;1;1;8;0;0;7;6;63;TRMUT;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:19";="590781605";TRMUT;HP;1;0;0;0;0;1;0;15;89;TRMUT;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:19";="590781605";TRMUT;REA;26;2;1;12;7;7;2;408;63.153846154;TRMUT;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:19";="590781605";TRMUT;SC;17;2;0;10;6;1;0;295;60.352941176;TRMUT;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:19";="590781605";TRMUT;SI;14;0;0;1;11;2;0;146;72.071428571;TRMUT;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:19";="590781605";TRMUT;UHCD;38;3;1;20;13;5;10;273;60.921052632;TRMUT;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:19";="590781605";TRMUT;ZAUM;145;29;4;53;81;11;3;1563;67.462068966;TRMUT;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:19";="590781605";URG;CA;31;23;22;1;30;0;29;6;39.548387097;URG;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:19";="590781605";URG;HP;3;0;0;0;3;0;0;22;57;URG;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:19";="590781605";URG;REA;11;0;0;3;3;5;1;148;65.272727273;URG;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:19";="590781605";URG;SC;77;1;1;10;67;0;7;232;9.956306707;URG;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:19";="590781605";URG;SI;11;0;0;0;11;0;0;83;55.909090909;URG;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:19";="590781605";URG;UHCD;4685;433;95;894;3520;271;651;32107;64.364647885;URG;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:19";="590781605";URG;ZAUM;906;163;54;67;828;11;45;3535;25.919855454;URG;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:29:00";="590781811";DOM;ZAUM;85;0;0;33;52;0;1;1420;37.811764706;DOM;2023.7;X590781811;31AUG23;14:28:53
"mco";"dgf";"2023";"7";"2023/08/31 14:29:00";="590781811";TRMUT;ZAUM;53;0;0;50;3;0;0;153;47.830188679;TRMUT;2023.7;X590781811;31AUG23;14:28:53
