"champ";"statut";"annee";"periode";"date du resultat";"ipe";mod_ent;tum1;eff;nbchir;chirurg0;nbmutrf;nbdom;nbdc;nb0j;nbj;agem;type;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/09/01 13:07:35";="800000028";DOM;CA;1429;773;771;6;1423;0;1384;66;57.848845346;DOM;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:07:35";="800000028";DOM;HP;1324;5;2;7;1315;2;1281;325;56.921181145;DOM;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:07:35";="800000028";DOM;REA;8;3;3;2;6;0;0;106;56;DOM;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:07:35";="800000028";DOM;SC;4;0;0;1;3;0;0;46;66.25;DOM;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:07:35";="800000028";DOM;SI;12;0;0;4;7;1;2;72;66.5;DOM;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:07:35";="800000028";DOM;UHCD;29;1;0;8;20;1;5;255;62.551724138;DOM;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:07:35";="800000028";DOM;ZAUM;1461;639;138;73;1365;23;73;6923;62.818272341;DOM;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:07:35";="800000028";TRMUT;CA;11;0;0;10;1;0;11;0;67.181818182;TRMUT;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:07:35";="800000028";TRMUT;REA;7;0;0;3;2;2;0;50;69;TRMUT;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:07:35";="800000028";TRMUT;SC;5;0;0;3;2;0;0;52;57.8;TRMUT;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:07:35";="800000028";TRMUT;SI;24;0;0;3;21;0;0;142;69.25;TRMUT;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:07:35";="800000028";TRMUT;UHCD;1;0;0;1;0;0;0;9;79;TRMUT;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:07:35";="800000028";TRMUT;ZAUM;118;6;0;48;63;7;0;1395;63.170443464;TRMUT;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:07:35";="800000028";URG;CA;35;21;21;0;35;0;33;4;56.857142857;URG;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:07:35";="800000028";URG;HP;27;0;0;0;27;0;27;0;45.074074074;URG;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:07:35";="800000028";URG;REA;107;9;4;25;58;24;4;942;61.598130841;URG;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:07:35";="800000028";URG;SC;129;6;3;31;90;8;3;1219;56.682170543;URG;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:07:35";="800000028";URG;SI;175;15;0;43;123;9;11;1246;69.897142857;URG;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:07:35";="800000028";URG;UHCD;1219;14;1;273;886;60;254;3001;57.825763314;URG;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:07:35";="800000028";URG;ZAUM;5002;596;180;537;4270;195;67;35926;61.961350802;URG;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 14:02:22";="590783239";DOM;CA;2516;1521;1520;2;2514;0;2454;108;51.538155803;DOM;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:02:22";="590783239";DOM;HP;1543;5;2;6;1532;5;1483;627;58.96500324;DOM;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:02:22";="590783239";DOM;REA;6;0;0;2;3;1;0;44;60.333333333;DOM;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:02:22";="590783239";DOM;SC;18;4;3;0;16;2;1;213;49.055555556;DOM;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:02:22";="590783239";DOM;SI;19;0;0;4;14;1;3;143;74.052631579;DOM;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:02:22";="590783239";DOM;UHCD;26;2;0;1;21;4;4;157;70.692307692;DOM;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:02:22";="590783239";DOM;ZAUM;2783;799;321;150;2555;78;94;12226;60.6014688;DOM;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:02:22";="590783239";TRMUT;HP;1;0;0;1;0;0;0;1;75;TRMUT;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:02:22";="590783239";TRMUT;REA;22;1;1;10;5;7;0;306;66.636363636;TRMUT;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:02:22";="590783239";TRMUT;SC;13;0;0;8;4;1;0;208;54.816227608;TRMUT;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:02:22";="590783239";TRMUT;SI;16;0;0;1;14;1;1;71;60.5;TRMUT;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:02:22";="590783239";TRMUT;UHCD;7;1;0;3;1;3;0;36;68;TRMUT;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:02:22";="590783239";TRMUT;ZAUM;188;11;3;66;100;22;0;1866;65.946895949;TRMUT;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:02:22";="590783239";URG;CA;1;1;1;0;1;0;0;1;72;URG;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:02:22";="590783239";URG;HP;2;1;0;0;2;0;1;5;81;URG;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:02:22";="590783239";URG;REA;99;4;4;24;40;35;7;1392;63.626262626;URG;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:02:22";="590783239";URG;SC;243;10;3;39;185;19;7;1766;38.072326512;URG;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:02:22";="590783239";URG;SI;238;13;1;36;194;8;2;1586;67.617647059;URG;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:02:22";="590783239";URG;UHCD;3038;37;3;433;2463;142;434;10873;57.225849739;URG;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:02:22";="590783239";URG;ZAUM;3784;571;117;445;3135;204;71;25568;55.058226418;URG;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 16:12:46";="590785374";DOM;HP;1416;0;0;4;1410;2;728;745;56.394067797;DOM;2023.7;X590785374;01SEP23;16:12:38
"mco";"dgf";"2023";"7";"2023/09/01 16:12:46";="590785374";DOM;ZAUM;1158;0;0;120;982;56;13;5964;63.65716753;DOM;2023.7;X590785374;01SEP23;16:12:38
"mco";"dgf";"2023";"7";"2023/09/01 16:12:46";="590785374";TRMUT;HP;1;0;0;0;1;0;1;0;73;TRMUT;2023.7;X590785374;01SEP23;16:12:38
"mco";"dgf";"2023";"7";"2023/09/01 16:12:46";="590785374";TRMUT;ZAUM;288;0;0;52;220;16;2;2107;65.885416667;TRMUT;2023.7;X590785374;01SEP23;16:12:38
"mco";"dgf";"2023";"7";"2023/09/01 16:12:46";="590785374";URG;ZAUM;1;0;0;0;1;0;0;23;79;URG;2023.7;X590785374;01SEP23;16:12:38
"mco";"dgf";"2023";"7";"2023/09/01 16:55:13";="020000063";DOM;CA;3796;3120;3119;0;3796;0;3792;5;54.133034773;DOM;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:55:13";="020000063";DOM;HP;2668;174;174;1;2667;0;2666;3;56.977495841;DOM;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:55:13";="020000063";DOM;REA;9;1;0;4;3;2;0;96;55.888888889;DOM;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:55:13";="020000063";DOM;SC;5;0;0;0;4;1;0;50;62.2;DOM;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:55:13";="020000063";DOM;SI;113;14;1;19;87;7;3;608;62.584070796;DOM;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:55:13";="020000063";DOM;UHCD;5;0;0;0;4;1;0;22;64;DOM;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:55:13";="020000063";DOM;ZAUM;4468;1571;1259;177;4236;55;198;16533;63.040696705;DOM;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:55:13";="020000063";TRMUT;CA;3;2;2;0;3;0;3;0;33;TRMUT;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:55:13";="020000063";TRMUT;HP;5;0;0;4;1;0;5;0;67.4;TRMUT;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:55:13";="020000063";TRMUT;REA;42;4;3;20;11;11;1;720;67.738095238;TRMUT;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:55:13";="020000063";TRMUT;SC;8;0;0;4;4;0;0;107;65.375;TRMUT;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:55:13";="020000063";TRMUT;SI;193;33;3;80;113;0;4;1280;70.165803109;TRMUT;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:55:13";="020000063";TRMUT;UHCD;57;6;1;25;28;4;16;194;64.210526316;TRMUT;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:55:13";="020000063";TRMUT;ZAUM;575;174;100;183;360;32;17;4545;62.250877904;TRMUT;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:55:13";="020000063";URG;CA;45;37;37;0;45;0;45;0;46.844444444;URG;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:55:13";="020000063";URG;REA;51;3;1;16;14;21;0;721;62.392156863;URG;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:55:13";="020000063";URG;SC;25;0;0;4;20;1;0;267;53.8;URG;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:55:13";="020000063";URG;SI;340;32;1;51;273;16;1;2759;69.644117647;URG;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:55:13";="020000063";URG;UHCD;2879;113;34;652;2026;201;567;12686;66.053838138;URG;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:55:13";="020000063";URG;ZAUM;3972;758;438;365;3437;170;157;22607;48.431411662;URG;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 18:26:48";="590000188";DOM;CA;2021;992;992;2;2018;1;1946;173;56.608114795;DOM;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:26:48";="590000188";DOM;HP;1508;3;1;19;1479;10;1411;433;49.604847208;DOM;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:26:48";="590000188";DOM;SC;10;3;2;1;9;0;5;15;55.3;DOM;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:26:48";="590000188";DOM;ZAUM;3266;1022;935;116;3067;83;612;11929;56.705895528;DOM;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:26:48";="590000188";TRMUT;CA;7;1;1;3;4;0;6;1;53.142857143;TRMUT;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:26:48";="590000188";TRMUT;HP;10;0;0;5;5;0;8;27;47.9;TRMUT;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:26:48";="590000188";TRMUT;SC;5;1;0;0;4;1;0;77;59.2;TRMUT;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:26:48";="590000188";TRMUT;ZAUM;181;16;5;52;106;23;7;1645;53.326042534;TRMUT;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:26:48";="590000188";URG;ZAUM;52;1;0;11;32;9;1;347;54.615384615;URG;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/04 15:54:03";="620103432";DOM;CA;907;338;338;3;904;0;907;0;55.660418964;DOM;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:54:03";="620103432";DOM;HP;304;16;16;0;304;0;304;0;42.901315789;DOM;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:54:03";="620103432";DOM;REA;7;0;0;1;1;5;0;71;60.857142857;DOM;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:54:03";="620103432";DOM;SC;1;0;0;1;0;0;0;1;35;DOM;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:54:03";="620103432";DOM;UHCD;61;2;0;8;46;7;4;255;82.213114754;DOM;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:54:03";="620103432";DOM;ZAUM;539;200;32;35;487;17;12;2291;64.897959184;DOM;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:54:03";="620103432";TRMUT;CA;12;7;7;12;0;0;12;0;66.25;TRMUT;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:54:03";="620103432";TRMUT;HP;1;0;0;1;0;0;1;0;66;TRMUT;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:54:03";="620103432";TRMUT;REA;5;1;1;1;2;2;0;36;59.2;TRMUT;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:54:03";="620103432";TRMUT;SC;1;0;0;0;1;0;0;5;60;TRMUT;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:54:03";="620103432";TRMUT;UHCD;12;0;0;10;0;2;1;45;74.5;TRMUT;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:54:03";="620103432";TRMUT;ZAUM;58;3;2;34;21;3;1;499;70.41624941;TRMUT;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:54:03";="620103432";URG;CA;1003;348;348;7;996;0;1003;0;56.460618146;URG;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:54:03";="620103432";URG;HP;410;13;13;3;407;0;410;0;43.57804878;URG;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:54:03";="620103432";URG;REA;100;13;8;27;46;27;7;1028;61.28;URG;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:54:03";="620103432";URG;SC;32;4;3;9;22;1;0;250;58.75;URG;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:54:03";="620103432";URG;UHCD;2106;18;4;551;1465;90;489;5576;65.393162393;URG;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:54:03";="620103432";URG;ZAUM;3415;679;173;460;2859;96;133;17628;54.088958864;URG;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/05 09:23:31";="590782637";DOM;CA;2034;1354;1353;10;2024;0;2033;1;45.252704031;DOM;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:23:31";="590782637";DOM;HP;1262;65;65;1;1260;1;1166;123;45.436044113;DOM;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:23:31";="590782637";DOM;REA;13;0;0;3;5;5;0;142;65.307692308;DOM;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:23:31";="590782637";DOM;UHCD;10;0;0;0;8;2;0;25;61.5;DOM;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:23:31";="590782637";DOM;ZAUM;826;501;134;65;754;7;31;4422;59.887820492;DOM;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:23:31";="590782637";TRMUT;CA;40;23;23;31;9;0;40;0;73.675;TRMUT;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:23:31";="590782637";TRMUT;HP;9;0;0;1;8;0;8;1;66.111111111;TRMUT;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:23:31";="590782637";TRMUT;REA;13;0;0;4;3;6;0;240;72.076923077;TRMUT;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:23:31";="590782637";TRMUT;SC;4;1;0;3;1;0;0;94;67;TRMUT;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:23:31";="590782637";TRMUT;UHCD;5;1;0;4;1;0;1;7;58;TRMUT;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:23:31";="590782637";TRMUT;ZAUM;191;68;25;34;154;3;11;1217;53.353654163;TRMUT;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:23:31";="590782637";URG;CA;1;1;1;0;1;0;1;0;14;URG;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:23:31";="590782637";URG;HP;1;0;0;0;1;0;1;0;25;URG;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:23:31";="590782637";URG;REA;5;0;0;0;3;2;0;85;62.4;URG;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:23:31";="590782637";URG;UHCD;4550;523;201;1020;3398;132;1531;20086;57.443279843;URG;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:23:31";="590782637";URG;ZAUM;830;49;22;43;786;1;67;1655;7.1103581449;URG;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 12:09:16";="590781803";DOM;CA;763;468;468;0;763;0;763;0;44.138925295;DOM;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:09:16";="590781803";DOM;HP;1255;136;136;0;1255;0;1254;1;42.038530808;DOM;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:09:16";="590781803";DOM;REA;46;3;2;15;23;8;0;777;61.434782609;DOM;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:09:16";="590781803";DOM;SC;92;4;3;7;83;2;1;523;25.425938058;DOM;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:09:16";="590781803";DOM;SI;101;4;0;32;65;4;2;783;72.554455446;DOM;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:09:16";="590781803";DOM;UHCD;1256;6;2;288;938;30;524;2680;64.515923567;DOM;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:09:16";="590781803";DOM;ZAUM;1565;484;247;150;1370;45;145;8803;56.511695041;DOM;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:09:16";="590781803";TRMUT;HP;2;0;0;2;0;0;2;0;72;TRMUT;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:09:16";="590781803";TRMUT;REA;25;0;0;19;2;4;2;425;60.68;TRMUT;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:09:16";="590781803";TRMUT;SC;15;0;0;2;11;2;0;169;50.612237443;TRMUT;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:09:16";="590781803";TRMUT;SI;12;2;0;4;8;0;0;117;68;TRMUT;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:09:16";="590781803";TRMUT;UHCD;10;0;0;10;0;0;7;3;71.5;TRMUT;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:09:16";="590781803";TRMUT;ZAUM;118;16;4;51;62;5;1;1163;68.209867657;TRMUT;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:09:16";="590781803";URG;CA;10;10;10;0;10;0;10;0;37.6;URG;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:09:16";="590781803";URG;REA;103;14;4;28;46;29;0;1647;64.495145631;URG;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:09:16";="590781803";URG;SC;240;15;12;19;211;10;8;1337;21.955936073;URG;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:09:16";="590781803";URG;SI;286;4;0;71;204;11;7;2418;66.608391608;URG;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:09:16";="590781803";URG;UHCD;2876;37;5;603;2208;65;1385;6067;60.071682512;URG;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:09:16";="590781803";URG;ZAUM;1987;357;93;270;1656;61;39;13982;50.563382534;URG;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 17:40:42";="590780227";DOM;SC;1;0;0;0;0;1;0;14;80;DOM;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:40:42";="590780227";DOM;SI;2;1;1;0;1;1;0;26;79.5;DOM;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:40:42";="590780227";DOM;UHCD;13;1;0;1;10;2;2;54;83.615384615;DOM;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:40:42";="590780227";DOM;ZAUM;5270;2039;1935;106;5149;15;3645;5596;50.848241013;DOM;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:40:42";="590780227";TRMUT;SC;15;1;0;8;5;2;0;248;70.666666667;TRMUT;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:40:42";="590780227";TRMUT;SI;16;0;0;5;6;5;1;187;70.875;TRMUT;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:40:42";="590780227";TRMUT;UHCD;5;0;0;3;0;2;0;43;76.4;TRMUT;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:40:42";="590780227";TRMUT;ZAUM;180;21;10;67;102;11;8;1495;69.240121766;TRMUT;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:40:42";="590780227";URG;SC;37;1;1;9;28;0;0;453;67.648648649;URG;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:40:42";="590780227";URG;SI;198;36;28;50;130;18;0;1782;67.555555556;URG;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:40:42";="590780227";URG;UHCD;1525;77;16;236;1234;55;160;6962;62.959344262;URG;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:40:42";="590780227";URG;ZAUM;2766;446;192;246;2453;67;128;16774;51.189525451;URG;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:44:24";="800000044";;REA;1;0;0;0;0;1;1;0;37;;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:44:24";="800000044";DOM;CA;5669;4872;4868;60;5609;0;5503;357;53.416967067;DOM;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:44:24";="800000044";DOM;HP;7334;354;345;22;7303;9;7127;1497;47.072566877;DOM;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:44:24";="800000044";DOM;REA;16;5;3;5;6;5;1;286;52.25;DOM;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:44:24";="800000044";DOM;SC;19;4;2;4;12;3;1;239;58.799134823;DOM;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:44:24";="800000044";DOM;SI;221;28;9;16;197;8;5;3379;53.990950226;DOM;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:44:24";="800000044";DOM;UHCD;47;4;1;8;34;5;11;457;55.289653162;DOM;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:44:24";="800000044";DOM;ZAUM;11969;5628;2772;562;11315;92;1089;43769;54.172231461;DOM;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:44:24";="800000044";TRMUT;CA;24;11;11;18;6;0;22;2;72.375;TRMUT;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:44:24";="800000044";TRMUT;HP;140;0;0;135;5;0;126;47;59.737886497;TRMUT;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:44:24";="800000044";TRMUT;REA;244;51;28;110;70;64;3;3926;54.691960476;TRMUT;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:44:24";="800000044";TRMUT;SC;116;22;9;63;43;10;0;1150;42.123264053;TRMUT;2023.7;X800000044;05SEP23;17:44:11
