"champ";"statut";"annee";"periode";"date du resultat";"ipe";code;pu;nb;mnt_br;mnt_remb;nb_fides;mnt_br_fides;mnt_remb_fides;spec_fx;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/30 15:23:01";="590052056";SF;2.8;7264;20339.2;20129.368;7264;20339.2;20129.368;0;2023.7;X590052056;30AUG23;15:22:42
"mco";"dgf";"2023";"7";"2023/08/30 15:23:01";="590052056";SF  F;2.8;853;3795.4;3711.4;853;3795.4;3711.4;0;2023.7;X590052056;30AUG23;15:22:42
"mco";"dgf";"2023";"7";"2023/08/30 15:23:01";="590052056";TC;23;18;414;400.2;18;414;400.2;0;2023.7;X590052056;30AUG23;15:22:42
"mco";"dgf";"2023";"7";"2023/08/30 15:23:01";="590052056";TMF;-24;146;-3504;-3504;2;-48;-48;0;2023.7;X590052056;30AUG23;15:22:42
"mco";"dgf";"2023";"7";"2023/08/30 15:54:22";="620100685";AMC;2.15;174;374.1;374.1;174;374.1;374.1;0;2023.7;X620100685;30AUG23;15:53:57
"mco";"dgf";"2023";"7";"2023/08/30 15:54:22";="620100685";AMI;3.15;25792.63;81246.7845;70980.177508;25792.63;81246.7845;70980.177508;0;2023.7;X620100685;30AUG23;15:53:57
"mco";"dgf";"2023";"7";"2023/08/30 15:54:22";="620100685";AMI F;3.15;192;2075.34;1880.754476;192;2075.34;1880.754476;0;2023.7;X620100685;30AUG23;15:53:57
"mco";"dgf";"2023";"7";"2023/08/30 15:54:22";="620100685";AMI N;3.15;48.13;508.51;460.442;48.13;508.51;460.442;0;2023.7;X620100685;30AUG23;15:53:57
"mco";"dgf";"2023";"7";"2023/08/30 15:54:22";="620100685";AMO;2.5;3215.4;8038.5;7435.8;3215.4;8038.5;7435.8;0;2023.7;X620100685;30AUG23;15:53:57
"mco";"dgf";"2023";"7";"2023/08/30 15:54:22";="620100685";AMS;2.15;722.1;1552.515;1552.515;722.1;1552.515;1552.515;0;2023.7;X620100685;30AUG23;15:53:57
"mco";"dgf";"2023";"7";"2023/08/30 15:54:22";="620100685";AMY;2.6;19980;51948;39869.778;19980;51948;39869.778;0;2023.7;X620100685;30AUG23;15:53:57
"mco";"dgf";"2023";"7";"2023/08/30 15:54:22";="620100685";APC;55;21257;1169135;993590.1965;21257;1169135;993590.1965;0;2023.7;X620100685;30AUG23;15:53:57
"mco";"dgf";"2023";"7";"2023/08/30 15:54:22";="620100685";APU;69;220;15180;12370.6305;220;15180;12370.6305;0;2023.7;X620100685;30AUG23;15:53:57
"mco";"dgf";"2023";"7";"2023/08/30 15:54:22";="620100685";APY;62.5;1937;121062.5;111374.90625;1937;121062.5;111374.90625;0;2023.7;X620100685;30AUG23;15:53:57
"mco";"dgf";"2023";"7";"2023/08/30 15:54:22";="620100685";B;0.26;3767564;979566.64;876915.43248;3564807;926849.82;830187.29648;0;2023.7;X620100685;30AUG23;15:53:57
"mco";"dgf";"2023";"7";"2023/08/30 15:54:22";="620100685";B;0.27;781567;211023.09;191578.04432;738694;199447.38;181118.82636;0;2023.7;X620100685;30AUG23;15:53:57
"mco";"dgf";"2023";"7";"2023/08/30 15:54:22";="620100685";C;23;5345;122935;105053.696;5334.3;122688.9;104821.396;0;2023.7;X620100685;30AUG23;15:53:57
"mco";"dgf";"2023";"7";"2023/08/30 15:54:22";="620100685";C   F;23;9.8;421.82;410.98009;8.8;377.82;375.78009;0;2023.7;X620100685;30AUG23;15:53:57
"mco";"dgf";"2023";"7";"2023/08/30 15:54:22";="620100685";C   N;23;16.9;983.7;966.3;16.9;983.7;966.3;0;2023.7;X620100685;30AUG23;15:53:57
"mco";"dgf";"2023";"7";"2023/08/30 15:54:22";="620100685";CCE;60;176;10560;8910.36;176;10560;8910.36;0;2023.7;X620100685;30AUG23;15:53:57
"mco";"dgf";"2023";"7";"2023/08/30 15:54:22";="620100685";CCP;46;66;3036;3024.5;66;3036;3024.5;0;2023.7;X620100685;30AUG23;15:53:57
"mco";"dgf";"2023";"7";"2023/08/30 15:54:22";="620100685";CCX;46;4;184;128.8;4;184;128.8;0;2023.7;X620100685;30AUG23;15:53:57
"mco";"dgf";"2023";"7";"2023/08/30 15:54:22";="620100685";CDE;46;5;230;188.6;5;230;188.6;0;2023.7;X620100685;30AUG23;15:53:57
"mco";"dgf";"2023";"7";"2023/08/30 15:54:22";="620100685";CNP;42.5;3998;169915;139766.03975;3998;169915;139766.03975;0;2023.7;X620100685;30AUG23;15:53:57
"mco";"dgf";"2023";"7";"2023/08/30 15:54:22";="620100685";CS;23;29094;669162;565158.9279;28261;650003;549123.3279;0;2023.7;X620100685;30AUG23;15:53:57
"mco";"dgf";"2023";"7";"2023/08/30 15:54:22";="620100685";CS  F;23;246;10346.76;8748.48;49;2060.94;1808.58;0;2023.7;X620100685;30AUG23;15:53:57
"mco";"dgf";"2023";"7";"2023/08/30 15:54:22";="620100685";CS  N;23;239;11206.05;9556.655;169;7860.7;6735.925;0;2023.7;X620100685;30AUG23;15:53:57
"mco";"dgf";"2023";"7";"2023/08/30 15:54:22";="620100685";CSC;47.73;795;37945.35;35167.802883;793;37849.89;35081.888883;0;2023.7;X620100685;30AUG23;15:53:57
"mco";"dgf";"2023";"7";"2023/08/30 15:54:22";="620100685";FEF;63.41;95;6023.95;6023.95;1;63.41;63.41;0;2023.7;X620100685;30AUG23;15:53:57
"mco";"dgf";"2023";"7";"2023/08/30 15:54:22";="620100685";FFE;52.76;25;1319;1319;0;0;0;0;2023.7;X620100685;30AUG23;15:53:57
"mco";"dgf";"2023";"7";"2023/08/30 15:54:22";="620100685";FSD;40;115;4600;4076.932;114;4560;4036.932;0;2023.7;X620100685;30AUG23;15:53:57
"mco";"dgf";"2023";"7";"2023/08/30 15:54:22";="620100685";G;25;1761;44025;38292.8125;1755;43875;38162.8125;0;2023.7;X620100685;30AUG23;15:53:57
"mco";"dgf";"2023";"7";"2023/08/30 15:54:22";="620100685";G   F;25;15;660.9;505.407854;13;572.78;434.911854;0;2023.7;X620100685;30AUG23;15:53:57
"mco";"dgf";"2023";"7";"2023/08/30 15:54:22";="620100685";G   N;25;5;300;252;1;60;60;0;2023.7;X620100685;30AUG23;15:53:57
"mco";"dgf";"2023";"7";"2023/08/30 15:54:22";="620100685";MCC;3.27;808;2642.16;2448.903;803;2625.81;2434.515;0;2023.7;X620100685;30AUG23;15:53:57
"mco";"dgf";"2023";"7";"2023/08/30 15:54:22";="620100685";MCG;5;547;2735;2516.7405;547;2735;2516.7405;0;2023.7;X620100685;30AUG23;15:53:57
"mco";"dgf";"2023";"7";"2023/08/30 15:54:22";="620100685";MCS;5;26056;130280;111485.25;26050;130250;111455.25;0;2023.7;X620100685;30AUG23;15:53:57
"mco";"dgf";"2023";"7";"2023/08/30 15:54:22";="620100685";MM;18.3;5;91.5;84.18;5;91.5;84.18;3;2023.7;X620100685;30AUG23;15:53:57
"mco";"dgf";"2023";"7";"2023/08/30 15:54:22";="620100685";MM;40;116;4640;4608;114;4560;4536;2;2023.7;X620100685;30AUG23;15:53:57
"mco";"dgf";"2023";"7";"2023/08/30 15:54:22";="620100685";MOP;5;4112;20560;20560;4104;20520;20520;0;2023.7;X620100685;30AUG23;15:53:57
"mco";"dgf";"2023";"7";"2023/08/30 15:54:22";="620100685";MPC;2;29867;59734;50428.02;28767;57534;48585.62;0;2023.7;X620100685;30AUG23;15:53:57
"mco";"dgf";"2023";"7";"2023/08/30 15:54:22";="620100685";MPC;2.7;3998;10794.6;8878.98888;3998;10794.6;8878.98888;0;2023.7;X620100685;30AUG23;15:53:57
"mco";"dgf";"2023";"7";"2023/08/30 15:54:22";="620100685";MSF;2;4711;9422;8027.8;4710;9420;8025.8;0;2023.7;X620100685;30AUG23;15:53:57
"mco";"dgf";"2023";"7";"2023/08/30 15:54:22";="620100685";PAI;10;1002.4;10024;10024;1002.4;10024;10024;0;2023.7;X620100685;30AUG23;15:53:57
"mco";"dgf";"2023";"7";"2023/08/30 15:54:22";="620100685";PAI;32.7;146.38;4786.626;4763.082;146.38;4786.626;4763.082;0;2023.7;X620100685;30AUG23;15:53:57
"mco";"dgf";"2023";"7";"2023/08/30 15:54:22";="620100685";SF;2.8;44092.45;123458.86;115116.386;43917.45;122968.86;114640.386;0;2023.7;X620100685;30AUG23;15:53:57
"mco";"dgf";"2023";"7";"2023/08/30 15:54:22";="620100685";SF  F;2.8;3446.25;15403.5;15258.6;3433.75;15347.5;15202.6;0;2023.7;X620100685;30AUG23;15:53:57
"mco";"dgf";"2023";"7";"2023/08/30 15:54:22";="620100685";SF  N;2.8;3692;20417.6;20036.1;3642;20137.6;19770.1;0;2023.7;X620100685;30AUG23;15:53:57
"mco";"dgf";"2023";"7";"2023/08/30 15:54:22";="620100685";SFI;2.18;801.25;1746.725;1701.926;801.25;1746.725;1701.926;0;2023.7;X620100685;30AUG23;15:53:57
"mco";"dgf";"2023";"7";"2023/08/30 15:54:22";="620100685";TC;23;200;4600;3625.3014;200;4600;3625.3014;0;2023.7;X620100685;30AUG23;15:53:57
"mco";"dgf";"2023";"7";"2023/08/30 15:54:22";="620100685";TE2;20;61;1220;1220;61;1220;1220;0;2023.7;X620100685;30AUG23;15:53:57
"mco";"dgf";"2023";"7";"2023/08/30 15:54:22";="620100685";TMF;-24;920;-22080;-22080;779;-18696;-18696;0;2023.7;X620100685;30AUG23;15:53:57
"mco";"dgf";"2023";"7";"2023/08/30 15:54:22";="620100685";TSM;65;1027;66755;66754.974;1027;66755;66754.974;0;2023.7;X620100685;30AUG23;15:53:57
"mco";"dgf";"2023";"7";"2023/08/30 15:54:22";="620100685";TSM;110;193;21230;21230;193;21230;21230;0;2023.7;X620100685;30AUG23;15:53:57
"mco";"dgf";"2023";"7";"2023/08/30 15:54:22";="620100685";VDE;500;76;38000;38000;75;37500;37500;0;2023.7;X620100685;30AUG23;15:53:57
"mco";"dgf";"2023";"7";"2023/08/30 16:30:24";="620103440";AMC;2.15;2500.5;5376.075;4544.025;2500.5;5376.075;4544.025;0;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:24";="620103440";AMI;3.15;40735.35;128316.3525;108310.30844;40735.35;128316.3525;108310.30844;0;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:24";="620103440";AMI F;3.15;6.5;54.48;37.98;6.5;54.48;37.98;0;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:24";="620103440";AMI N;3.15;108;697.14;590.28;108;697.14;590.28;0;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:24";="620103440";AMO;2.5;32;80;64;32;80;64;0;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:24";="620103440";AMY;2.6;58865.75;153050.95;128099.764;58840.25;152984.65;128042.304;0;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:24";="620103440";APC;55;9115;501325;431543.75;9109;500995;431213.75;0;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:24";="620103440";B;0.26;3557353;924911.78;805175.683;3411075;886879.5;771853.901;0;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:24";="620103440";B;0.27;642909;173585.43;152858.35458;619092;167154.84;147082.94658;0;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:24";="620103440";BDC;30;16;480;480;16;480;480;0;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:24";="620103440";BR2;42;6;252;252;6;252;252;0;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:24";="620103440";BR4;54;6;324;324;6;324;324;0;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:24";="620103440";C;23;4876;112148;95822.6;4850;111550;95256.8;0;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:24";="620103440";C   F;23;55;2420;2327.6;47;2068;2002;0;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:24";="620103440";C   N;23;91;5278;4999.6;78;4524;4350;0;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:24";="620103440";CCP;46;10;460;460;10;460;460;0;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:24";="620103440";CCX;46;236;10856;10469.6;236;10856;10469.6;0;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:24";="620103440";CDE;46;842;38732;32673.8;842;38732;32673.8;0;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:24";="620103440";CNP;42.5;2405;102212.5;93210.68975;2405;102212.5;93210.68975;0;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:24";="620103440";CNP N;42.5;1;77.5;77.5;1;77.5;77.5;0;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:24";="620103440";CS;19.06;1;19.06;11.436;1;19.06;11.436;0;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:24";="620103440";CS;23;50286;1156578;994889.2466;49642;1141766;982280.6466;0;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:24";="620103440";CS;23.48;1;23.48;14.088;1;23.48;14.088;0;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:24";="620103440";CS  F;23;108;4542.48;3835.872;37;1556.22;1329.096;0;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:24";="620103440";CS  N;23;131;6337.2;5235.33;20;992.55;767.01;0;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:24";="620103440";CSC;47.73;100;4773;4360.1355;100;4773;4360.1355;0;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:24";="620103440";FDA;234.75;2;469.5;469.5;2;469.5;469.5;2;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:24";="620103440";FDA;253.25;3;759.75;759.75;3;759.75;759.75;3;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:24";="620103440";FDA;264;2;528;528;2;528;528;2;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:24";="620103440";FDA;280.25;1;280.25;280.25;1;280.25;280.25;1;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:24";="620103440";FDA;281.75;1;281.75;281.75;1;281.75;281.75;1;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:24";="620103440";FDA;292.5;1;292.5;292.5;1;292.5;292.5;1;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:24";="620103440";FDA;317.25;2;634.5;634.5;2;634.5;634.5;2;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:24";="620103440";FDA;340.25;1;340.25;340.25;1;340.25;340.25;1;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:24";="620103440";FDA;362.5;3;1087.5;1087.5;3;1087.5;1087.5;3;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:24";="620103440";FDA;481.25;2;962.5;962.5;2;962.5;962.5;2;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:24";="620103440";FDA;489.25;2;978.5;978.5;2;978.5;978.5;2;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:24";="620103440";FDA;510.75;2;1021.5;1021.5;2;1021.5;1021.5;2;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:24";="620103440";FDA;513.5;2;1027;1027;2;1027;1027;2;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:24";="620103440";FDA;545.25;6;3271.5;3271.5;6;3271.5;3271.5;6;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:24";="620103440";FDA;634.5;4;2538;2538;4;2538;2538;4;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:24";="620103440";FDA;1090.5;8;8724;8724;8;8724;8724;8;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:24";="620103440";FDC;30;6;180;180;6;180;180;6;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:24";="620103440";FDC;40;8;320;320;8;320;320;8;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:24";="620103440";FDC;130;1;130;130;1;130;130;1;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:24";="620103440";FDC;280;1;280;280;1;280;280;1;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:24";="620103440";FDC;310;5;1550;1550;5;1550;1550;5;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:24";="620103440";FDC;956.26;1;956.26;956.26;1;956.26;956.26;1;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:24";="620103440";FDR;22.8;1;22.8;22.8;1;22.8;22.8;1;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:24";="620103440";FDR;24;2;48;48;2;48;48;2;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:24";="620103440";FDR;53.5;1;53.5;53.5;1;53.5;53.5;1;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:24";="620103440";FDR;63.5;1;63.5;63.5;1;63.5;63.5;1;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:24";="620103440";FDR;77.75;1;77.75;77.75;1;77.75;77.75;1;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:24";="620103440";FSD;40;751;30040;24970;749;29960;24898;0;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:24";="620103440";G;25;2038;50950;44922.5;2032;50800;44797.5;0;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:24";="620103440";G   F;25;1;44.06;35.248;0;0;0;0;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:24";="620103440";G   N;25;7;420;390;5;300;282;0;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:24";="620103440";GS;25;1090;27250;24415.63;1090;27250;24415.63;251;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:24";="620103440";KMB;1.92;10.5;20.16;15.84;10.5;20.16;15.84;0;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:24";="620103440";KMB;2.52;22.5;56.7;46.494;22.5;56.7;46.494;0;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:24";="620103440";MCC;3.27;99;323.73;296.4255;99;323.73;296.4255;0;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:24";="620103440";MCG;5;3194;15970;14164.257;3194;15970;14164.257;269;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:24";="620103440";MCS;5;51938;259690;224477.954;51938;259690;224477.954;0;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:24";="620103440";MEG;5;1;5;3.5;1;5;3.5;0;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:24";="620103440";MM;18.3;1;18.3;18.3;1;18.3;18.3;0;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:24";="620103440";MM;40;65;2600;2492;51;2040;1980;0;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:24";="620103440";MOP;5;5604;28020;28014;5585;27925;27919;15;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:24";="620103440";MPC;2;50665;101330;87276.1712;49843;99686;85881.3712;0;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:24";="620103440";MPC;2.7;2444;6598.8;6017.91012;2444;6598.8;6017.91012;0;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:24";="620103440";MSF;2;3600;7200;6240.3;3553;7106;6153.9;0;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:24";="620103440";PAI;10;45;450;450;45;450;450;0;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:24";="620103440";SF;2.8;15110;42308;39639.068;14620.5;40937.4;38317.188;0;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:24";="620103440";SF  F;2.8;756.5;3315.2;3215.912;695;3038;2949.632;0;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:24";="620103440";SF  N;2.8;913.6;5078.08;4866.82;746.6;4155.48;3988.74;0;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:24";="620103440";SFI;2.18;1644.5;3585.01;3355.4015;1518;3309.24;3127.5915;0;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:24";="620103440";SFI F;2.18;63.5;481.33;413.486;23.5;173.15;156.488;0;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:24";="620103440";SFI N;2.18;63.5;577.63;490.495;24;217.02;187.539;0;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:24";="620103440";SP;3;768;2304;1787.4;768;2304;1787.4;0;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:24";="620103440";TB;2.52;338.3;852.516;715.491;324.8;818.496;687.519;0;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:24";="620103440";TC;23;298;6854;6440;298;6854;6440;0;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:24";="620103440";TC;39;36;1404;1275.3;36;1404;1275.3;0;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:24";="620103440";TCG;25;78;1950;1713.75;78;1950;1713.75;19;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:24";="620103440";TMF;-24;644;-15456;-15456;595;-14280;-14280;0;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:24";="620103440";TSA;60;33.5;2010;2010;33.5;2010;2010;0;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:24";="620103440";TSM;73;23;1679;1679;23;1679;1679;0;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:24";="620103440";TSM;110;33.5;3685;3685;33.5;3685;3685;0;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:24";="620103440";VDE;500;12;6000;6000;12;6000;6000;0;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 17:55:27";="600100721";AMI;3.15;17073.65;53781.9975;43683.477075;17073.65;53781.9975;43683.477075;0;2023.7;X600100721;30AUG23;17:55:00
"mco";"dgf";"2023";"7";"2023/08/30 17:55:27";="600100721";AMI F;11.65;90.5;1054.33;653.57;90.5;1054.33;653.57;0;2023.7;X600100721;30AUG23;17:55:00
"mco";"dgf";"2023";"7";"2023/08/30 17:55:27";="600100721";AMI N;12.3;21.5;264.45;225.09;21.5;264.45;225.09;0;2023.7;X600100721;30AUG23;17:55:00
"mco";"dgf";"2023";"7";"2023/08/30 17:55:27";="600100721";AMY;2.6;3033.2;7886.32;6048.432;3033.2;7886.32;6048.432;0;2023.7;X600100721;30AUG23;17:55:00
"mco";"dgf";"2023";"7";"2023/08/30 17:55:27";="600100721";APC;55;11842;651310;523363.4835;11842;651310;523363.4835;0;2023.7;X600100721;30AUG23;17:55:00
"mco";"dgf";"2023";"7";"2023/08/30 17:55:27";="600100721";APU;69;644;44436;41317.2;644;44436;41317.2;0;2023.7;X600100721;30AUG23;17:55:00
"mco";"dgf";"2023";"7";"2023/08/30 17:55:27";="600100721";APY;62.5;1491;93187.5;84259.375;1491;93187.5;84259.375;0;2023.7;X600100721;30AUG23;17:55:00
"mco";"dgf";"2023";"7";"2023/08/30 17:55:27";="600100721";B;0.26;1826624;474922.24;399151.298;1620659;421371.34;350914.382;0;2023.7;X600100721;30AUG23;17:55:00
"mco";"dgf";"2023";"7";"2023/08/30 17:55:27";="600100721";B;0.27;339245;91596.15;78100.79022;288760;77965.2;65662.21422;0;2023.7;X600100721;30AUG23;17:55:00
"mco";"dgf";"2023";"7";"2023/08/30 17:55:27";="600100721";C;23;6062;139426;119978.35;5637;129651;110387.35;0;2023.7;X600100721;30AUG23;17:55:00
"mco";"dgf";"2023";"7";"2023/08/30 17:55:27";="600100721";C   F;23;94;4136;4065.6;0;0;0;0;2023.7;X600100721;30AUG23;17:55:00
"mco";"dgf";"2023";"7";"2023/08/30 17:55:27";="600100721";C   F;44;23;1012;972.4;23;1012;972.4;0;2023.7;X600100721;30AUG23;17:55:00
"mco";"dgf";"2023";"7";"2023/08/30 17:55:27";="600100721";C   N;23;134;7772;7679.2;0;0;0;0;2023.7;X600100721;30AUG23;17:55:00
"mco";"dgf";"2023";"7";"2023/08/30 17:55:27";="600100721";C   N;58;16;928;875.8;16;928;875.8;0;2023.7;X600100721;30AUG23;17:55:00
"mco";"dgf";"2023";"7";"2023/08/30 17:55:27";="600100721";CCE;60;115;6900;6486;115;6900;6486;0;2023.7;X600100721;30AUG23;17:55:00
"mco";"dgf";"2023";"7";"2023/08/30 17:55:27";="600100721";CCP;46;82;3772;3772;82;3772;3772;0;2023.7;X600100721;30AUG23;17:55:00
"mco";"dgf";"2023";"7";"2023/08/30 17:55:27";="600100721";CCX;46;84;3864;3507.5;84;3864;3507.5;0;2023.7;X600100721;30AUG23;17:55:00
