"champ";"statut";"annee";"periode";"date du resultat";"ipe";ghm;ghs;nb;mnt_br;mnt_tot_am;taux_app;mtm;mnt_fj;mpf;rac;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/09/01 12:16:37";="620100057";06C12J;1973;1;1768.608465;1728.9264245;99.57;189.65;0;19.75;209.4;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:16:37";="620100057";06C25J;2024;1;2105.63184;2061.2552228;99.53;202.01;0;19.81;221.82;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:16:37";="620100057";06M09T;2162;1;738.809205;652.71636774;93.04;232.59;26.8;3.06;262.45;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:16:37";="620100057";07M021;2514;2;4114.341524;3671.9085812;92.405;1486.68;94.4;9.18;1590.26;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:16:37";="620100057";07M02T;5409;1;420.083976;364.62532163;87.47;197.07;0;0.25;197.32;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:16:37";="620100057";07M072;2530;1;4611.452001;4229.2528311;95.05;1492.02;121.6;1.65;1615.27;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:16:37";="620100057";08C341;2817;1;3236.306424;3126.892139;99.12;422;38;20.48;480.48;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:16:37";="620100057";08C491;2889;1;6176.593566;6000.5205879;99.35;1171.3;77.6;15.37;1264.27;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:16:37";="620100057";08C492;2890;1;6795.753009;6547.3607339;99.56;1434.25;156.8;14.33;1605.38;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:16:37";="620100057";08C60J;2947;2;4127.325072;4028.7963049;99.2;449.52;0;36.78;486.3;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:16:37";="620100057";08M262;3112;1;3635.3421;3129.9357829;87.58;1291.44;31.2;0.41;1323.05;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:16:37";="620100057";10M083;3928;1;7603.207248;7195.7202701;96.89;2230.72;119;0.46;2350.18;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:16:37";="620100057";12M03T;4764;1;1153.147145;1111.4400568;97.26;229.6;0;2.26;231.86;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:16:37";="620100057";16M09T;6116;1;407.208684;374.93138038;92.73;187.14;0;0.03;187.17;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:16:37";="620100057";19M021;5778;1;302.282457;246.96630245;87.88;193.93;16.8;0.02;210.75;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:16:37";="620100057";19M07T;5780;1;367.937698;326.81019006;93.25;205.54;13.8;0.09;219.43;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:16:37";="620100057";19M123;7091;1;13101.76491;11536.691853;89.15;4144.25;61.6;0.17;4206.02;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:16:37";="620100057";20Z051;5797;1;368.014491;315.97457546;86.47;197.48;0;0.02;197.5;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:16:37";="620100057";21M10T;5850;6;2043.075201;1684.2659406;87.875;1178.31;98.4;0.06;1276.77;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:16:37";="620100057";21M14T;5854;3;1171.017207;981.19225519;86.563333333;583.56;25;0.38;608.94;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:16:37";="620100057";23M19Z;7916;1;381.084483;355.00856941;93.83;215.73;0;0.06;215.79;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:16:37";="620100057";23M20T;7989;1;765.236004;683.12342333;93.31;215.91;25.6;0.32;241.83;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:16:37";="620100057";28Z07Z;9606;1;448.699641;444.12295553;99.68;203.97;0;0.01;203.98;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:16:37";="620100057";Total;;39;73898.786776;68231.276388;92.853333333;20091.16;1063.6;205.87;21360.63;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:23:15";="600101984";01M251;290;1;1689.907869;1535.7438031;94;571.11;40.8;0.85;612.76;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:23:15";="600101984";02C05J;424;2;2933.33118;2865.0923544;99.41;456.34;0;30.52;486.86;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:23:15";="600101984";03C161;669;1;1971.05905;1852.6038707;97.07;587.11;33.2;14.11;634.42;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:23:15";="600101984";03K02J;819;2;2767.85145;2661.8809212;97.74;478.84;0;24.48;503.32;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:23:15";="600101984";03K03J;820;1;781.122459;751.02020055;97.8;243.79;0;7.57;251.36;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:23:15";="600101984";05K10J;1706;1;1661.653032;1639.3263771;99.61;195.58;0;4.26;199.84;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:23:15";="600101984";06C121;1969;1;1651.74448;1574.5910839;99.35;351.96;38.4;16.53;406.89;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:23:15";="600101984";06C14J;1982;2;2784.740237;2616.5184791;95.67;462.87;0;28.88;491.75;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:23:15";="600101984";06K02Z;2119;2;2006.263818;1917.2040894;99.69;385.16;39.2;29.64;454;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:23:15";="600101984";06K04J;2121;2;1657.563648;1606.0217068;99.48;405.96;0;31.38;437.34;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:23:15";="600101984";06M191;5388;1;1027.293748;862.40769099;87.34;177.81;28.2;0.35;206.36;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:23:15";="600101984";08C58J;2937;1;3252.433431;3199.9166313;99.63;142.59;0;17.8;160.39;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:23:15";="600101984";08C622;2953;1;4172.677438;4051.2835369;99.39;985.85;58.2;8.71;1052.76;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:23:15";="600101984";11M07T;4307;1;1205.7669;1106.6907398;94.98;254.08;29.6;0.93;284.61;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:23:15";="600101984";12C071;4531;1;1424.06784;1303.2183159;96.73;352.05;49.2;15.44;416.69;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:23:15";="600101984";21K02J;7563;1;1032.539391;978.93823989;96.51;249.56;0;10.59;260.15;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:23:15";="600101984";21M02T;7614;1;1128.299133;919.22881713;82.49;224.66;4.8;0.19;229.65;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:23:15";="600101984";28Z17Z;9616;5;1941.953772;1880.7804686;97.538;1000.54;0;0.05;1000.59;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:23:15";="600101984";Total;;27;35090.268876;33322.467327;96.91;7525.86;321.6;242.28;8089.74;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 13:08:45";="800000028";01M222;277;1;2524.232412;2121.3400007;87.92;1047.34;82;0.43;1129.77;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:08:45";="800000028";06C12J;1973;1;1768.608465;1728.9264245;99.57;189.65;0;19.75;209.4;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:08:45";="800000028";Total;;2;4292.840877;3850.2664251;93.745;1236.99;82;20.18;1339.17;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 14:03:43";="590783239";01M221;5104;1;504.567843;415.0588305;84.84;211.79;10;0.02;221.81;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:03:43";="590783239";03M021;5167;1;347.948445;286.85344858;88.62;201.34;19.2;0.14;220.68;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:03:43";="590783239";04M121;1175;1;2061.801261;1727.1817769;85.63;873.39;24;1.98;899.37;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:03:43";="590783239";05C171;1489;1;1555.038926;1454.3093943;98.79;289.68;56.4;14.76;360.84;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:03:43";="590783239";06C14J;1982;1;1344.795965;1264.7027945;95.79;220.14;0;14.46;234.6;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:03:43";="590783239";06C25J;2024;1;2105.63184;2061.2552228;99.53;202.01;0;19.81;221.82;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:03:43";="590783239";06K02Z;2119;1;936.846319;873.03752958;99.7;178.86;39.2;15.26;233.32;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:03:43";="590783239";06K04J;2121;1;828.781824;803.01085341;99.48;202.98;0;15.69;218.67;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:03:43";="590783239";06M091;2158;1;1608.047748;1462.4474044;95.45;659.62;57.6;4.09;721.31;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:03:43";="590783239";06M09T;2162;1;738.809205;652.71636774;93.04;232.59;26.8;3.06;262.45;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:03:43";="590783239";08C392;2842;1;3473.850142;3334.6860852;99.38;922.48;77.6;15.86;1015.94;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:03:43";="590783239";08C44J;2870;1;1417.44028;1355.6394913;97.49;228.39;0;16.55;244.94;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:03:43";="590783239";08C45J;2875;1;1553.795529;1513.7814465;99.4;197.84;0;19.88;217.72;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:03:43";="590783239";08C461;2876;1;1247.031591;1150.6843545;96.82;384.48;33.2;15.04;432.72;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:03:43";="590783239";08M07T;5527;1;377.806962;310.16140732;87.12;198.23;16.4;0.28;214.91;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:03:43";="590783239";09M031;5570;1;435.16498;365.94714449;89.16;183.61;19.2;0.13;202.94;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:03:43";="590783239";09M032;3521;1;2966.296827;2691.8056816;94.45;1194.54;88.8;1.45;1284.79;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:03:43";="590783239";09M05T;3534;1;656.662553;569.2994048;90.73;236.72;20.8;1.52;259.04;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:03:43";="590783239";10M021;3911;1;2012.81886;1900.7182309;97.71;872.99;52.2;0.04;925.23;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:03:43";="590783239";10M13T;3982;1;728.301249;685.87817853;94.85;216.45;0;0.08;216.53;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:03:43";="590783239";11M12T;4343;1;796.678155;703.9106257;92.03;234.16;24;0.14;258.3;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:03:43";="590783239";19M02T;7068;1;601.169517;514.38196525;88.79;214.15;15.6;0.06;229.81;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:03:43";="590783239";19M111;7084;1;2347.346508;1979.9902191;85.59;1093.6;15;0.04;1108.64;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:03:43";="590783239";19M11T;7088;1;588.944634;521.6830363;90.44;200.77;7.2;0.03;208;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:03:43";="590783239";19M13T;5784;1;360.32685;304.21695473;91.51;268.57;23.2;0.01;291.78;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:03:43";="590783239";19M13T;7098;1;669.245733;568.27193538;88.4;232.43;19.2;0;251.63;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:03:43";="590783239";19M161;7109;1;1815.746634;1621.2359039;91.75;664.13;33;0.05;697.18;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:03:43";="590783239";19M20T;5791;1;327.641847;273.26195922;90.27;231.88;20.4;0.03;252.31;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:03:43";="590783239";19M22T;5793;1;341.102858;282.68484135;88.66;191.98;17.6;0.02;209.6;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:03:43";="590783239";19M22T;7135;3;1990.305921;1703.0401136;87.5;609.03;26;0.1;635.13;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:03:43";="590783239";19M22Z;7134;1;2854.189572;2395.5334446;85.16;934.78;18;0.08;952.86;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:03:43";="590783239";20Z031;5795;1;415.343097;341.61723656;85.94;210.09;12.8;0.03;222.92;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:03:43";="590783239";20Z051;5797;3;1079.725207;884.49136946;86.533333333;574.37;43.2;0.06;617.63;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:03:43";="590783239";21M101;7584;1;1168.58157;1029.5637581;90.6;682.36;20.4;1.36;704.12;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:03:43";="590783239";21M10T;5850;2;681.025067;569.62198021;87.875;392.77;24.6;0.02;417.39;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:03:43";="590783239";21M10T;7616;3;1832.529195;1579.7985655;88.92;825.45;36;2.28;863.73;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:03:43";="590783239";21M143;7602;1;5710.81442;5215.1609638;95.26;1827.59;184.8;2.08;2014.47;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:03:43";="590783239";23M19Z;7988;1;745.678123;695.93705692;94.04;187.9;0;0.39;188.29;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:03:43";="590783239";Total;;45;51227.833257;46063.576978;91.356222222;17484.14;1082.4;166.88;18733.42;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 16:13:41";="590785374";04M121;1175;1;2005.954711;1684.4951259;85.63;873.39;19.2;1.98;894.57;2023.7;X590785374;01SEP23;16:12:38
"mco";"dgf";"2023";"7";"2023/09/01 16:13:41";="590785374";04M12T;1179;1;721.24479288;608.66706745;87.04;278.11;13.2;1.51;292.82;2023.7;X590785374;01SEP23;16:12:38
"mco";"dgf";"2023";"7";"2023/09/01 16:13:41";="590785374";04M201;1214;1;1709.1778594;1557.4556891;95.26;571.73;59.2;0.11;631.04;2023.7;X590785374;01SEP23;16:12:38
"mco";"dgf";"2023";"7";"2023/09/01 16:13:41";="590785374";Total;;3;4436.3773633;3850.6178824;89.31;1723.23;91.6;3.6;1818.43;2023.7;X590785374;01SEP23;16:12:38
"mco";"dgf";"2023";"7";"2023/09/01 16:56:55";="020000063";01C14J;78;1;1476.548268;1439.5086706;99.36;234.34;0;17.32;251.66;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:56:55";="020000063";01M301;314;1;5788.913949;5203.4963808;92.55;1195.08;115.2;1.44;1311.72;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:56:55";="020000063";05M07T;5296;1;437.965008;369.03207952;89.75;203.44;21.2;0.09;224.73;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:56:55";="020000063";06K04J;2121;1;828.781824;803.01085341;99.48;202.98;0;15.69;218.67;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:56:55";="020000063";07C131;2347;1;3448.884231;3303.7940019;99.24;552.09;76.8;18.12;647.01;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:56:55";="020000063";08C441;2866;1;1517.732775;1429.526329;98.42;322.92;36.4;17.37;376.69;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:56:55";="020000063";08C44J;2870;1;1517.732775;1453.0716403;97.51;240.24;0;16.51;256.75;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:56:55";="020000063";20Z031;5795;1;415.343097;341.61723656;85.94;210.09;12.8;0.03;222.92;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:56:55";="020000063";Total;;8;15431.901927;14343.057192;95.28125;3161.18;262.4;86.57;3510.15;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 18:28:04";="590000188";28Z18Z;9625;90;37861.987143;37591.893233;100;0;0;5.06;5.06;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:28:04";="590000188";28Z19Z;9626;2;2435.4211434;2418.1331954;100;0;0;0.24;0.24;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:28:04";="590000188";Total;;92;40297.408287;40010.026429;100;0;0;5.3;5.3;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/04 15:55:13";="620103432";04M121;1175;1;2061.801261;1722.3817769;85.63;873.39;28.8;1.98;904.17;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:13";="620103432";08C14J;2768;1;1417.933764;1367.6632993;98.44;247.98;0;18.38;266.36;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:13";="620103432";19M11T;5782;1;317.091684;260.57360188;87.84;201.14;16;0.01;217.15;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:13";="620103432";23Z02Z;7993;1;5721.52833;5596.6024912;98.84;1876.84;18.8;0.17;1895.81;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:13";="620103432";Total;;4;9518.355039;8947.2211692;92.6875;3199.35;63.6;20.54;3283.49;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/05 09:24:37";="590782637";15M08C;5916;1;10915.999185;10559.294264;99.74;3494.82;252;0.11;3746.93;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:24:37";="590782637";19M16T;5787;1;349.331619;320.54762767;92.41;232;0;0.01;232.01;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:24:37";="590782637";20Z051;5797;2;736.028982;617.54915091;86.47;394.96;14.4;0.04;409.4;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:24:37";="590782637";21M10T;5850;2;704.296164;597.55349116;87.79;410.04;16.4;0.02;426.46;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:24:37";="590782637";Total;;6;12705.65595;12094.944534;90.111666667;4531.82;282.8;0.18;4814.8;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 12:10:39";="590781803";01M16T;335;1;1897.133394;1650.7350477;89.09;359.08;27;0.59;386.67;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:10:39";="590781803";01M25T;294;1;676.488293;625.9223806;93.24;208.49;0;0.42;208.91;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:10:39";="590781803";01M303;316;1;8359.48269;7726.0412811;95.34;2649.72;187.2;0.9;2837.82;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:10:39";="590781803";03K02J;819;1;1383.925725;1330.9404606;97.74;239.42;0;12.24;251.66;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:10:39";="590781803";03M09T;855;1;1033.010472;961.06903769;94.18;252.25;0;5.01;257.26;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:10:39";="590781803";03M132;869;1;3035.916585;2547.4821837;85.66;1010.22;34;0.88;1045.1;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:10:39";="590781803";04M172;1201;1;3809.100828;3471.5844769;95.46;1285.31;138.6;0.53;1424.44;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:10:39";="590781803";05M13T;1815;1;669.859687;576.17988546;89.58;233.6;19.6;0.08;253.28;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:10:39";="590781803";06C12J;1973;1;1768.608465;1728.9264245;99.57;189.65;0;19.75;209.4;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:10:39";="590781803";06C202;1997;1;7717.228896;7321.3993233;98.91;1865.38;241.8;16.48;2123.66;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:10:39";="590781803";06C221;2004;1;3747.255107;3639.4387413;99.26;539.03;38.4;15.65;593.08;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:10:39";="590781803";06M071;2148;1;1780.064754;1686.3419523;96.55;558.72;16;4.28;579;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:10:39";="590781803";06M092;2159;1;3831.552348;3525.7120047;95.15;1231.22;92.4;2.09;1325.71;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:10:39";="590781803";07M02T;2518;1;780.240435;705.26543416;91.33;226.15;0;2.34;228.49;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:10:39";="590781803";07M07T;2533;1;735.938775;707.38053211;97.12;219.65;0;2.36;222.01;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:10:39";="590781803";07M10T;2548;1;971.579505;830.9533856;88.97;339.04;25.8;1.61;366.45;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:10:39";="590781803";08C14J;2768;1;1324.239276;1275.7815844;98.41;222.42;0;18.28;240.7;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:10:39";="590781803";08C38J;2840;1;1978.660476;1932.1021076;99.34;194.56;0;19.74;214.3;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:10:39";="590781803";08C45J;2875;3;4353.372036;4239.3924904;99.45;528.48;0;59.73;588.21;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:10:39";="590781803";08C58J;2937;1;3252.433431;3199.9166313;99.63;142.59;0;17.8;160.39;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:10:39";="590781803";08K02J;3028;1;926.155269;835.3510304;91.81;236.84;0;9;245.84;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:10:39";="590781803";08M15T;3167;1;619.484284;550.80008698;89.65;216.81;0;0.68;217.49;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:10:39";="590781803";08M262;3112;1;3635.3421;3106.5357829;87.58;1291.44;54.6;0.41;1346.45;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:10:39";="590781803";09M031;3520;2;1730.87187;1511.1927802;91.56;625.24;54;8.5;687.74;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:10:39";="590781803";10M13T;3982;1;680.173077;639.48749541;94.69;196.17;0;0.06;196.23;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:10:39";="590781803";18M042;6773;1;3219.838635;2965.990726;95.15;1064.43;76;0.24;1140.67;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:10:39";="590781803";19M111;7084;1;2347.346508;1974.9902191;85.59;1093.6;20;0.04;1113.64;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:10:39";="590781803";19M22T;7135;3;1900.657647;1645.6407958;87.92;574.17;13.6;0.12;587.89;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:10:39";="590781803";20Z051;7272;3;1960.276135;1666.2518095;87.36;725.36;32.8;1.44;759.6;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:10:39";="590781803";21M10T;7616;4;2573.025729;2252.33285;88.9725;1144.55;18;2.95;1165.5;2023.7;X590781803;05SEP23;12:09:07
