"champ";"statut";"annee";"periode";"date du resultat";"ipe";code;code1;dep22a;nb22a;dep22_vala;dep22b;nb22b;dep22_valb;valo;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3177667;3177667;42844.54;11;42720.77;42844.54;11;42720.77;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3177740;3177740;1743.14;4;1923.07;1743.14;4;1923.07;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3179465;3179465;858.32;2;939.16;858.32;2;939.16;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3180020;3180020;12658.15;25;12830.075;11641.37;23;11811.685;1018.39;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3180468;3180468;9148.44;14;9194.22;9148.44;14;9194.22;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3181410;3181410;18355.353;240;19144.8765;18355.353;240;19144.8765;1.818989E-11;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3182272;3182272;57771.393;108;58057.5765;57771.393;108;58057.5765;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3182705;3182705;1009.9;2;1014.95;1009.9;2;1014.95;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3184147;3184147;17873.31;41;19580.655;17873.31;41;19580.655;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3184207;3184207;5967.52;2;5997.37;5967.52;2;5997.37;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3185218;3185218;1410.12;9;1417.185;1410.12;9;1417.185;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3185359;3185359;62608.56;7;62608.56;89440.8;10;89440.8;-26832.24;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3185684;3185684;2555.935;5;2584.4675;2555.935;5;2584.4675;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3186608;3186608;9292.09;19;9585.545;9292.09;19;9585.545;1.818989E-12;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3186838;3186838;32648.238;93;33529.119;32648.238;93;33529.119;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3187370;3187370;378.25;5;396.775;378.25;5;396.775;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3187542;3187542;1462.37;1;1469.685;1462.37;1;1469.685;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3187737;3187737;7626.96;8;7665.12;7626.96;8;7665.12;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3188116;3188116;1074.58;9;1671.02;1074.58;9;1671.02;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3188122;3188122;74.02;1;78.54;74.02;1;78.54;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3188139;3188139;70843.904;8;71198.272;70843.904;8;71198.272;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3188205;3188205;835.64;1;839.82;835.64;1;839.82;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3188487;3188487;12132.5;2;11500;12132.5;2;11500;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3189050;3189050;4572.52;24;4714.82;4572.52;24;4714.82;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3190219;3190219;1525.17;3;1527.585;1016.78;2;1018.39;509.195;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3190248;3190248;2090;2;2147.48;2090;2;2147.48;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3191472;3191472;26307.904;52;26665.952;26307.904;52;26665.952;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3191785;3191785;346350.808;21;394725.404;296872.108;18;338336.054;56389.35;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3192307;3192307;69059.073;15;69404.5365;69059.073;15;69404.5365;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3192477;3192477;983758.53;69;988679.265;983758.53;69;988679.265;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3193548;3193548;3760.38;1;3779.19;3760.38;1;3779.19;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3193749;3193749;15448.92;17;15526.185;15448.92;17;15526.185;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3194855;3194855;40057.52;8;40257.88;40057.52;8;40257.88;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3195263;3195263;35421.953;4;35599.1365;35421.953;4;35599.1365;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3195843;3195843;10866.953;21;10908.042;10866.953;21;10908.042;-1.81899E-12;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3198959;3198959;783.41;1;787.33;783.41;1;787.33;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3222988;3222988;39647.515;13;39845.8375;39647.515;13;39845.8375;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3226710;3226710;24950.38;14;25075.19;24950.38;14;25075.19;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3235560;3235560;5977.62;2;6069.13;5977.62;2;6069.13;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3237487;3237487;3210.32;1;3226.38;3210.32;1;3226.38;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3238191;3238191;3596.347;40;3510.1215;3596.347;40;3510.1215;-4.54747E-13;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3238200;3238200;48049.312;4;48289.656;48049.312;4;48289.656;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3239865;3239865;115256.86;8;115864.43;115256.86;8;115864.43;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3243938;3243938;310.89;2;303.2775;310.89;2;303.2775;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3245340;3245340;252258.903;21;253520.7015;252258.903;21;253520.7015;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3249042;3249042;60593.78;34;60896.89;60593.78;34;60896.89;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3251085;3251085;14100.93;1;14171.465;14100.93;1;14171.465;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3267005;3267005;657651.491;45;659942.991;657651.491;45;659942.991;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3279860;3279860;640063.6;43;634877.7985;684772.839;46;680361.233;-45483.4345;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3280371;3280371;35643.4;20;35821.7;35643.4;20;35821.7;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3288332;3288332;32178.12;13;32339.06;32178.12;13;32339.06;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3288929;3288929;518932.44;36;521528.22;518932.44;36;521528.22;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3293646;3293646;112807.44;8;113371.72;112807.44;8;113371.72;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3295480;3295480;15249.05;5;15325.325;15249.05;5;15325.325;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3299070;3299070;3906012.036;271;3925750.518;3833653.086;266;3853173.543;72576.975;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3324387;3324387;29882.533;54;30277.2665;29882.533;54;30277.2665;7.275958E-12;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3333073;3333073;16294.968;8;16376.484;16294.968;8;16376.484;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3338870;3338870;6748.486;15;6782.243;6748.486;15;6782.243;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3381617;3381617;8881.08;12;9211.74;8881.08;12;9211.74;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3400869;3400869;81088.74;6;81494.37;81088.74;6;81494.37;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3401308;3401308;70971.001;48;71311.6205;70971.001;48;71311.6205;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3402466;3402466;107488.991;18;108026.6455;107488.991;18;108026.6455;2.910383E-11;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3402472;3402472;379282.581;23;409910.5655;379282.581;23;409910.5655;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3402756;3402756;14128.66;2;14199.33;14128.66;2;14199.33;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3403810;3403810;27001.12;16;27136.16;27001.12;16;27136.16;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3407430;3407430;175461.12;54;176338.89;175461.12;54;176338.89;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3407713;3407713;51326.52;60;51583.26;51326.52;60;51583.26;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3408693;3408693;60494.85;13;60797.425;60494.85;13;60797.425;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3410075;3410075;32512.485;47;32675.2225;32512.485;47;32675.2225;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3411212;3411212;23267.25;5;23383.625;23267.25;5;23383.625;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3412312;3412312;345943.422;18;347673.861;345943.422;18;347673.861;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3412370;3412370;285938.675;253;287369.0875;284808.482;252;286233.241;1135.8465;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3414541;3414541;18178.136;19;18323.068;18178.136;19;18323.068;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3415049;3415049;37227.6;8;37413.8;37227.6;8;37413.8;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3416095;3416095;283810.59;21;285230.295;283810.59;21;285230.295;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3419389;3419389;47349.5;5;47950.575;47349.5;5;47950.575;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3422167;3422167;5879.664;6;5901.492;5879.664;6;5901.492;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3423161;3423161;116496.817;23;117079.5335;116496.817;23;117079.5335;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3424427;3424427;170862.102;54;174039.381;170862.102;54;174039.381;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3427437;3427437;1065960.8;50;1070322.922;1065960.8;50;1070322.922;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3427822;3427822;855.44;1;859.72;855.44;1;859.72;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3428690;3428690;29940.47;35;30090.235;29940.47;35;30090.235;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3428900;3428900;146217.555;45;146949.0525;146217.555;45;146949.0525;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3429318;3429318;130365.565;84;131017.7825;130365.565;84;131017.7825;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3429962;3429962;8384.49;3;8426.445;8384.49;3;8426.445;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3430511;3430511;1292.633;1;1516.6915;1292.633;1;1516.6915;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3430592;3430592;13687.088;16;13755.544;13687.088;16;13755.544;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3433314;3433314;13379.646;14;13493.823;13379.646;14;13493.823;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3435017;3435017;16360.324;17;16442.162;16360.324;17;16442.162;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3435388;3435388;9747.84;3;9796.605;9747.84;3;9796.605;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3437157;3437157;19439.08;1;19536.315;19439.08;1;19536.315;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3437476;3437476;28842.45;3;28986.72;28842.45;3;28986.72;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3438530;3438530;148126.52;53;148867.46;148126.52;53;148867.46;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3439742;3439742;19228.3;2;19324.48;19228.3;2;19324.48;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3439890;3439890;20253.26;1;20354.57;20253.26;1;20354.57;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3443212;3443212;81088.752;6;81494.376;81088.752;6;81494.376;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3444246;3444246;46534.5;10;46767.25;46534.5;10;46767.25;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3444269;3444269;54059.17;4;54329.585;54059.17;4;54329.585;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3444890;3444890;48751.62;40;48995.41;48751.62;40;48995.41;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3446890;3446890;411906.653;5;413920.8265;411906.653;5;413920.8265;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3447925;3447925;14542.531;17;14615.2655;14542.531;17;14615.2655;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3451275;3451275;10311.44;2;10363.02;10311.44;2;10363.02;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3452926;3452926;260857.073;25;273149.7865;215638.673;21;227705.1865;45444.6;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3453802;3453802;20802.451;4;20906.5055;20802.451;4;20906.5055;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3454196;3454196;16361.299;4;15980.185;16361.299;4;15980.185;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3454233;3454233;41683;10;40000;41683;10;40000;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3455103;3455103;4764.665;3;4787.7325;4764.665;3;4787.7325;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3456628;3456628;17008.476;24;20168.238;17008.476;24;20168.238;3.637979E-12;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3456976;3456976;19228.29;2;19324.475;19228.29;2;19324.475;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3460245;3460245;89737.032;33;91444.716;89737.032;33;91444.716;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3461322;3461322;10130.16;2;10180.83;10130.16;2;10180.83;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3462824;3462824;9953.58;26;10003.37;9953.58;26;10003.37;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3463048;3463048;3920.97;11;3940.595;3920.97;11;3940.595;4.547474E-13;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3464579;3464579;2566.32;3;2579.16;2566.32;3;2579.16;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3468608;3468608;10579.459;17;10632.4045;10579.459;17;10632.4045;1.818989E-12;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3471148;3471148;172173.04;13;174811.52;172173.04;13;174811.52;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3471355;3471355;22358.72;8;22470.56;22358.72;8;22470.56;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3473680;3473680;13960.32;3;14030.16;13960.32;3;14030.16;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3473791;3473791;1189301.608;88;1195250.804;1189301.608;88;1195250.804;-2.32831E-10;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3474164;3474164;18972.468;27;21150.234;18972.468;27;21150.234;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3478179;3478179;51336.822;19;52485.011;51336.822;19;52485.011;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3478848;3478848;11836.569;19;11889.5095;11836.569;19;11889.5095;1.818989E-12;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3479115;3479115;197801.072;28;198790.536;197801.072;28;198790.536;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3482181;3482181;81644.265;15;82052.6325;81644.265;15;82052.6325;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3482229;3482229;1773.63;3;1782.495;1773.63;3;1782.495;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3483826;3483826;10586.103;11;10639.0515;10586.103;11;10639.0515;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3486196;3486196;24804.02;20;24928.11;24804.02;20;24928.11;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3486374;3486374;126721.959;39;127355.8845;126721.959;39;127355.8845;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3487557;3487557;11824.08;19;11883.265;11824.08;19;11883.265;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3489740;3489740;13687.04;16;13755.52;13687.04;16;13755.52;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3490223;3490223;148911.06;20;149655.93;148911.06;20;149655.93;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3490884;3490884;43560.688;23;43778.579;43560.688;23;43778.579;7.275958E-12;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3491091;3491091;10265.28;12;10316.64;10265.28;12;10316.64;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3492564;3492564;16590.188;35;23402.268;16590.188;35;23402.268;3.637979E-12;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3492736;3492736;16360.341;17;16442.1705;16360.341;17;16442.1705;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3494020;3494020;219784.421;35;220142.2105;219784.421;35;220142.2105;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3495440;3495440;16253.398;19;16334.699;16253.398;19;16334.699;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3495605;3495605;38456.6;4;38648.96;38456.6;4;38648.96;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3496310;3496310;17986.046;26;18075.993;17986.046;26;18075.993;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3498851;3498851;14128.64;2;14199.32;14128.64;2;14199.32;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3499030;3499030;17108.84;20;17194.42;17108.84;20;17194.42;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3499780;3499780;15558.333;39;24627.1665;15558.333;39;24627.1665;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";5102722;5102722;66851.623;135;67945.8115;66356.663;134;67443.3315;502.48;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";5119504;5119504;77156.8;32;78418.4;77156.8;32;78418.4;1.455192E-11;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";5131178;5131178;163958.2;68;166639.1;149491.3;62;151935.65;14703.45;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";5139719;5139719;40844.3;37;41512.15;40844.3;37;41512.15;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";5154305;5154305;7648.277;7;7756.233;7648.277;7;7756.233;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";5159165;5159165;355343.474;217;354558.9565;355343.474;217;354558.9565;1.74623E-10;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";5184938;5184938;432946.418;178;437858.089;409102.178;169;415448.089;22410;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";5188735;5188735;708357.389;293;719824.6945;691471.688;286;702666.844;17157.8505;2023.7;X590780193;05SEP23;14:08:27
