"champ";"statut";"annee";"periode";"date du resultat";"ipe";libel;dp;eff_sej;eff_mon;dep;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/31 12:25:06";="020004404";REMSIMA;K50;29;113;8970.66;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:25:06";="020004404";REMSIMA;D51;5;25;1582.5;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:25:06";="020004404";REMSIMA;K51;4;14;1795.08;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:25:06";="020004404";STELARA;Z51;1;3;6126.24;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:25:06";="020004404";TECENTRIQ;C34;21;21;72711.03;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 14:25:40";="590781605";ADVATE;H33;2;2;2246.2;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:40";="590781605";AMBISOME;J96;1;77;9446.6;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:40";="590781605";AMBISOME;I33;1;36;4416.58;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:40";="590781605";AMBISOME;M01;1;31;3803.18;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:40";="590781605";CASPOFUNGINE;K25;2;18;441.54;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:40";="590781605";CASPOFUNGINE;C22;1;15;555.15;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:40";="590781605";CASPOFUNGINE;K26;1;6;222.06;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:40";="590781605";CASPOFUNGINE;M00;1;4;143.96;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:40";="590781605";CASPOFUNGINE;K65;2;2;74.02;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:40";="590781605";CLAIRYG;D69;8;17;11230.96;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:40";="590781605";CLAIRYG;R21;1;2;1684.65;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:40";="590781605";CLOTTAFACT;J96;1;6;3813.42;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:40";="590781605";CLOTTAFACT;I98;3;5;3177.85;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:40";="590781605";CLOTTAFACT;K70;1;4;2542.28;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:40";="590781605";CLOTTAFACT;M16;1;4;2542.29;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:40";="590781605";CLOTTAFACT;A46;1;2;1271.14;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:40";="590781605";CLOTTAFACT;D69;1;2;1271.14;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:40";="590781605";CLOTTAFACT;G41;1;2;1271.14;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:40";="590781605";CLOTTAFACT;M80;1;2;1271.14;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:40";="590781605";CLOTTAFACT;O63;1;2;1271.14;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:40";="590781605";CLOTTAFACT;O68;1;2;1271.14;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:40";="590781605";CLOTTAFACT;S52;1;2;1271.14;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:40";="590781605";CLOTTAFACT;K65;1;1;635.57;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:40";="590781605";ENTYVIO;K50;14;14;16254.98;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:40";="590781605";ENTYVIO;K51;12;12;13932.84;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:40";="590781605";FLIXABI;K50;1;5;674.82;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:40";="590781605";ICATIBANT;R60;2;2;306.3;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:40";="590781605";KANOKAD;I61;4;20;2654.6;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:40";="590781605";KANOKAD;R57;2;15;1990.95;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:40";="590781605";KANOKAD;S06;3;12;1592.76;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:40";="590781605";KANOKAD;I62;2;10;1260.93;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:40";="590781605";KANOKAD;K92;1;8;1061.84;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:40";="590781605";KANOKAD;J96;1;6;796.38;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:40";="590781605";KANOKAD;I31;1;5;663.65;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:40";="590781605";KANOKAD;K25;1;5;663.65;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:40";="590781605";KANOKAD;K65;2;5;663.65;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:40";="590781605";KANOKAD;J13;1;4;530.92;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:40";="590781605";KANOKAD;K62;1;4;530.92;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:40";="590781605";KANOKAD;S12;1;4;464.55;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:40";="590781605";KANOKAD;I50;1;3;331.82;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:40";="590781605";KANOKAD;T45;1;3;398.19;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:40";="590781605";KANOKAD;D68;1;2;199.09;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:40";="590781605";KANOKAD;K26;1;2;265.46;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:40";="590781605";KANOKAD;K43;1;2;265.46;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:40";="590781605";KANOKAD;S72;1;2;265.46;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:40";="590781605";KIOVIG;D84;7;7;7861.7;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:40";="590781605";MABTHERA;N04;1;2;908.19;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:40";="590781605";ORENCIA;M05;26;83;21481.32;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:40";="590781605";ORENCIA;M06;6;12;3105.72;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:40";="590781605";REMICADE;K50;17;122;12331.54;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:40";="590781605";REMSIMA;K50;24;108;6836.47;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:40";="590781605";REMSIMA;K51;21;85;5380.58;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:40";="590781605";REMSIMA;M45;11;46;2911.85;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:40";="590781605";REMSIMA;L40;3;15;949.53;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:40";="590781605";RIXATHON;M31;3;5;684.77;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:40";="590781605";ROACTEMRA;M05;5;21;4730.82;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:40";="590781605";ROACTEMRA;M06;3;12;3064.26;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:40";="590781605";ROACTEMRA;U07;2;4;1881.57;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:40";="590781605";STELARA;K50;3;9;18378.72;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:33:46";="800000093";CLAIRYG;D80;3;3;2266.62;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:46";="800000093";CLAIRYG;C85;1;1;755.54;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:46";="800000093";KEYTRUDA;C34;11;29;40127.277;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:46";="800000093";KEYTRUDA;C78;1;2;2647.04;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:46";="800000093";MVASI;C45;3;12;961.14;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:46";="800000093";OPDIVO;C45;3;3;7443.54;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:46";="800000093";PEMETREXED;C34;7;21;24245.037;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:46";="800000093";REMSIMA;L73;4;44;2785.2;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:46";="800000093";RIXATHON;M06;1;2;104.52;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:46";="800000093";RIXATHON;M31;1;1;104.52;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:46";="800000093";TECENTRIQ;C34;1;1;3569.52;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:46";="800000093";TECENTRIQ;D61;1;1;3569.52;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:46";="800000093";TECENTRIQ;T85;1;1;3569.52;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:46";="800000093";ZAVICEFTA;J15;1;27;3237.03;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";ADCETRIS;C85;2;8;22257.84;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";ADCETRIS;C81;2;6;16693.38;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";ADCETRIS;C82;1;4;11128.92;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";ADVATE;Z47;1;3;3936.568;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";AMBISOME;K44;1;49;6011.271;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";ATENATIV;K85;2;20;10210;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";ATENATIV;K65;2;5;2552.5;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";ATENATIV;K42;1;2;1021;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";ATENATIV;U07;1;1;510.5;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";AYBINTIO;C56;24;103.006;16195.554;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";AYBINTIO;C18;54;80.774;12699.387;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";AYBINTIO;C71;17;41.643;6547.525;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";AYBINTIO;C20;21;37.371;5875.606;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";AYBINTIO;C22;7;29.038;4565.566;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";AYBINTIO;C70;8;27.781;4368.006;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";AYBINTIO;C53;8;23.439;3685.235;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";AYBINTIO;C34;11;17.625;2771.179;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";AYBINTIO;C19;11;15.862;2493.904;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";AYBINTIO;C78;7;11.752;1847.53;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";AYBINTIO;J13;1;1;157.23;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";AZACITIDINE;C92;3;26;1327.3;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";AZACITIDINE;D46;1;14;714.7;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";AZACITIDINE;N39;1;10;510.5;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";BAVENCIO;C34;8;56;37241.008;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";BAVENCIO;C67;8;56;37241.004;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";BAVENCIO;C66;3;20;13300.36;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";BENDAMUST.ACC;C83;12;44;889.68;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";BENDAMUST.ACC;C82;3;12;242.64;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";BENDAMUST.ACC;C88;3;6;121.32;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";BORTEZOMIB;C83;5;8.718;142.443;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";BORTEZOMIB;C90;2;6.285;102.704;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";CABAZITAXEL;C61;4;6;3063;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";CAELYX;C56;2;7;2246.874;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";CAELYX;C50;1;5;1604.91;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";CASPOFUNGINE;K44;1;32;1184.362;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";CASPOFUNGINE;K26;1;15;513.054;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";CASPOFUNGINE;C34;1;9;333.101;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";CASPOFUNGINE;K65;1;8;183.781;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";CASPOFUNGINE;A41;1;6;151.875;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";CASPOFUNGINE;K25;1;5;114.863;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";CEREZYME;E75;15;75;89423.464;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";CLOTTAFACT;K70;4;4;2542.292;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";CLOTTAFACT;O24;1;2;1271.146;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";CLOTTAFACT;O68;1;2;1271.146;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";CLOTTAFACT;O72;1;2;1271.146;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";CLOTTAFACT;R57;1;2;1271.146;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";CLOTTAFACT;K26;1;1;635.573;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";CLOTTAFACT;R40;1;1;635.573;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";CRESEMBA;U07;1;22;6880.94;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";CRESEMBA;J44;1;6;1916.029;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";CRESEMBA;B44;1;3;958.015;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";DARZALEX;C90;145;228;1016816.16;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";DARZALEX;C09;1;1;4459.72;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";ENTYVIO;K50;7;7;8127.525;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";ENTYVIO;K51;4;4;4644.305;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";ERBITUX;C18;24;68.26;55124.728;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";ERBITUX;C10;22;66.65;53824.54;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";ERBITUX;C20;17;44.99;36332.575;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";ERBITUX;C09;3;5.34;4312.424;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";ERBITUX;C19;1;1.53;1235.582;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";ERBITUX;C05;1;1.23;993.311;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";GAMMAGARD;D80;7;28;15723.4;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";GAZYVARO;C82;30;31;91555.4;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";GAZYVARO;C83;8;9;26580.6;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";GAZYVARO;C91;6;7;20673.8;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";GAZYVARO;U07;1;1;2953.4;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";HALAVEN;C50;16;85;26243.75;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";HALAVEN;C78;7;32;9880;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";HERCEPTIN;C50;100;137;154264.74;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";HERZUMA;C50;72;112.5;12542.624;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";HERZUMA;C15;6;11.4;1270.986;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";ICATIBANT;T78;2;5;765.75;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";ICATIBANT;R60;1;2;306.3;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";ICATIBANT;J39;1;1;153.15;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";IMFINZI;C34;26;60;120613.8;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";INTRATECT;D69;3;21;20777.35;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";INTRATECT;E11;1;12;7861.7;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";INTRATECT;Z29;4;11;11511.775;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";INTRATECT;G61;1;10;2807.75;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";INTRATECT;M30;2;7;4773.175;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";INTRATECT;C90;2;4;2807.75;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";INTRATECT;P61;1;1;280.775;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";KADCYLA;C50;36;97;205844.42;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";KEYTRUDA;C34;206;534;1405599.888;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";KEYTRUDA;C64;21;56;146914.328;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";KEYTRUDA;C14;7;20;52280.844;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";KEYTRUDA;C67;5;12;31434.502;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";KEYTRUDA;C81;5;12;31434.502;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";KEYTRUDA;C10;3;8;21176.32;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";KEYTRUDA;C77;2;6;15882.24;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";KEYTRUDA;C21;2;4;10258.182;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";KEYTRUDA;C76;2;4;10588.16;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";KEYTRUDA;C83;2;4;10258.182;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";KEYTRUDA;C15;1;2;4964.102;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";KEYTRUDA;C78;1;2;5294.08;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";KEYTRUDA;D69;1;2;5294.08;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";KEYTRUDA;E83;1;2;5294.08;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";KEYTRUDA;R52;1;2;5294.08;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";KEYTRUDA;R63;1;2;5294.08;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";KYPROLIS;C90;12;28;26986.96;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";LIBTAYO;C34;4;4;13550.73;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:18";="600100713";LITAK;C91;1;10;3063;2023.7;X600100713;31AUG23;14:51:48
