"champ";"statut";"annee";"periode";"date du resultat";"ipe";nb;lib;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/30 21:29:28";="590000188";14;Factures avec code PII ou PME sans APE;2023.7;X590000188;30AUG23;21:29:16
"mco";"dgf";"2023";"7";"2023/08/30 21:29:28";="590000188";0;Factures avec PH8 sans APE;2023.7;X590000188;30AUG23;21:29:16
"mco";"dgf";"2023";"7";"2023/08/30 21:29:28";="590000188";0;Factures avec code PII ou PME  et code PH8;2023.7;X590000188;30AUG23;21:29:16
"mco";"dgf";"2023";"7";"2023/08/31 09:35:18";="590783239";0;Factures avec APE sans code PI,PME, PH8;2023.7;X590783239;31AUG23;9:35:03
"mco";"dgf";"2023";"7";"2023/08/31 09:35:18";="590783239";0;Factures avec code PII ou PME sans APE;2023.7;X590783239;31AUG23;9:35:03
"mco";"dgf";"2023";"7";"2023/08/31 09:35:18";="590783239";0;Factures avec PH8 sans APE;2023.7;X590783239;31AUG23;9:35:03
"mco";"dgf";"2023";"7";"2023/08/31 09:35:18";="590783239";0;Factures avec code PII ou PME  et code PH8;2023.7;X590783239;31AUG23;9:35:03
"mco";"dgf";"2023";"7";"2023/08/31 09:47:34";="590782215";0;Factures avec APE sans code PI,PME, PH8;2023.7;X590782215;31AUG23;9:47:03
"mco";"dgf";"2023";"7";"2023/08/31 09:47:34";="590782215";23;Factures avec code PII ou PME sans APE;2023.7;X590782215;31AUG23;9:47:03
"mco";"dgf";"2023";"7";"2023/08/31 09:47:34";="590782215";0;Factures avec PH8 sans APE;2023.7;X590782215;31AUG23;9:47:03
"mco";"dgf";"2023";"7";"2023/08/31 09:47:34";="590782215";0;Factures avec code PII ou PME  et code PH8;2023.7;X590782215;31AUG23;9:47:03
"mco";"dgf";"2023";"7";"2023/08/31 10:47:47";="020000071";0;Factures avec APE sans code PI,PME, PH8;2023.7;X020000071;31AUG23;10:47:41
"mco";"dgf";"2023";"7";"2023/08/31 10:47:47";="020000071";0;Factures avec code PII ou PME sans APE;2023.7;X020000071;31AUG23;10:47:41
"mco";"dgf";"2023";"7";"2023/08/31 10:47:47";="020000071";0;Factures avec PH8 sans APE;2023.7;X020000071;31AUG23;10:47:41
"mco";"dgf";"2023";"7";"2023/08/31 10:47:47";="020000071";0;Factures avec code PII ou PME  et code PH8;2023.7;X020000071;31AUG23;10:47:41
"mco";"dgf";"2023";"7";"2023/08/31 10:50:08";="590781415";0;Factures avec APE sans code PI,PME, PH8;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:08";="590781415";0;Factures avec code PII ou PME sans APE;2023.7;X590781415;31AUG23;10:49:44
