"champ";"statut";"annee";"periode";"date du resultat";"ipe";code;PU;nb;mnt_br;mnt_remb;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHH;8690.02;4;34760.08;34045.12;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHH;9195.94;17;156330.98;153115.6;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHH;9791.76;5;48958.8;47951.8;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHH;10740.37;1;10740.37;10519.46;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHH;10830.5;1;10830.5;10607.74;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHH;10938.43;7;76569.01;74994.15;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHH;11287.87;1;112878.7;110557;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHH;11295.95;3;338878.62;331908.54;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHH;12654.27;8;101234.16;99152;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHH;18652.5;5;93262.5;91344.25;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHH;20692.81;1;20692.81;20267.2;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHH;21435.81;6;128614.86;125969.52;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHH;21435.85;1;21435.85;20994.96;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHH;24340.48;1;24340.48;23839.84;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHH;24363.06;6;146178.36;143171.76;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHH;24978.52;7;174849.64;171253.32;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHH;27582.93;1;27582.93;27015.6;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHH;33437.83;5;167189.15;163750.4;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHH;35953;3;107859;105640.56;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHH;43695.56;1;43695.56;42796.83;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHH;50782.91;7;355480.37;348168.8;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHI;155.75;7;1090.25;1067.85;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHI;564.61;1;564.61;553;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHI;2524.32;13;32816.16;32141.2;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHI;2733.22;8;21865.76;21416;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHI;3275.37;12;39304.44;38496;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHM;105.68;4;422.72;414.04;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHP;30.12;23;692.76;678.5;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHP;37.78;17;642.26;629;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHP;45.43;3;136.29;133.5;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHP;53.09;10;530.9;520;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHP;76.33;11;839.63;822.36;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHP;77.44;11;851.84;834.35;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHP;83.53;1;83.53;81.81;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHP;85.01;5;425.05;416.3;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHP;85.51;9;769.59;753.75;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHP;350;1;350;342.8;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHP;405.34;18;7296.12;7146;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHP;501.21;7;3508.47;3436.3;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHS;25;1;25;24.49;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHS;26.7;1;26.7;26.15;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHS;29.24;1;29.24;28.64;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHS;29.26;1;29.26;28.66;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHS;30.09;1;30.09;29.47;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHS;30.8;1;30.8;30.17;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHS;30.94;1;30.94;30.3;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHS;33.04;1;33.04;32.36;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHS;33.33;1;33.33;32.64;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHS;33.48;2;66.96;65.58;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHS;34.55;1;34.55;33.84;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHS;35.17;2;70.34;68.9;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHS;35.94;1;35.94;35.2;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHS;37.72;1;37.72;36.94;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHS;38.56;2;77.12;75.54;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHS;39.41;3;118.23;102.29;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHS;41.11;1;41.11;40.26;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHS;41.47;2;82.94;81.24;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHS;43.62;1;43.62;42.72;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHS;43.9;2;87.8;86;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHS;44.5;1;44.5;28.33;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHS;45.13;2;90.26;72.93;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHS;46.19;1;46.19;45.24;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHS;46.9;1;46.9;45.94;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHS;48.34;1;48.34;47.35;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHS;50.43;1;50.43;49.39;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHS;53.7;2;107.4;68.38;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHS;53.82;1;53.82;52.71;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHS;55.05;1;55.05;53.92;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHS;58.05;1;58.05;56.86;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHS;65.92;1;65.92;64.56;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHS;105.88;1;105.88;103.7;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHS;111.29;1;111.29;109;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHS;163.21;1;163.21;159.85;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHS;173.61;4;694.44;561.14;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHS;189.46;1;189.46;185.56;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHS;207.71;8;1661.68;1627.52;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHS;220.94;2;441.88;432.8;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHS;223.09;2;446.18;437;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHS;233.26;1;233.26;228.46;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHS;251.82;12;3021.84;2959.68;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHS;303.95;1;303.95;297.7;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHS;324.76;5;1623.8;1479.07;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHS;356.84;2;713.68;699;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHS;366.5;6;2199;2153.76;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHS;444.7;1;444.7;435.55;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHS;469.71;7;3287.97;3220.35;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHS;475.91;2;951.82;932.24;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHS;490.59;2;981.18;961;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHS;523.49;2;1046.98;1025.44;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHS;557.47;4;2229.88;1992.9;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHS;580.05;12;6960.6;6817.44;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHS;624.34;1;624.34;397.48;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHS;627.06;1;627.06;614.16;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHS;691.22;3;2073.66;2031;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHS;758.09;1;758.09;482.63;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHS;824.97;2;1649.94;1616;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHS;958.72;2;1917.44;1549.35;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHS;1024.51;5;5122.55;5017.2;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHS;1025.59;2;2051.18;2009;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHS;1057.27;1;1057.27;1035.52;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHS;1140.25;2;2280.5;2233.6;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHS;1159.35;1;1159.35;1135.5;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHS;1226.22;1;1226.22;1201;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHS;1359.97;10;13599.7;10989;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHS;1426.85;1;1426.85;908.38;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHS;1525.54;5;7627.7;7470.8;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHS;1598.62;1;1598.62;1565.74;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHS;2028.73;1;2028.73;1291.55;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHS;2163.13;15;32446.95;31779.6;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHS;2258.04;10;22580.4;22116;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHS;3126.87;1;3126.87;3062.56;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHS;3233.47;1;3233.47;3166.96;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHS;3282.56;1;3282.56;3215.04;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHS;4161.68;1;4161.68;4076.08;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHS;4303.8;12;51645.6;50583.36;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHS;4851.55;1;4851.55;3088.64;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHS;5196.48;9;46768.32;42243.68;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHU;48.8;2;97.6;95.6;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHU;53.7;1;53.7;52.6;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHU;56.77;3;170.31;166.8;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHU;60.2;2;120.4;117.92;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHU;61.04;1;61.04;59.78;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHU;73.92;14;1034.88;1013.6;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHU;75.15;1;75.15;73.6;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHU;85.36;1;85.36;83.6;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHU;97.93;11;1077.23;1055.12;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHU;108.23;4;432.92;424;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHU;127.83;8;1022.64;1001.6;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHU;135.67;14;1899.38;1860.32;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHU;145.39;1;145.39;142.4;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHU;154.17;2;308.34;302;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHU;173.41;5;867.05;849.2;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHU;175;10;1750;1714;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHU;203.84;27;5503.68;5390.55;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHU;295.99;7;2071.93;2029.3;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHU;385.22;5;1926.1;1886.5;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHU;432.9;7;3030.3;2968;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHU;569.51;1;569.51;557.8;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHU;597.08;6;3582.48;3508.8;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHU;658.83;3;1976.49;1935.84;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHU;1295.2;5;6476;6342.8;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHU;1575.4;3;4726.2;4629;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHU;6277.11;1;6277.11;6148;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHU;6396.07;4;25584.28;25058.08;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHU;7305.66;2;14611.32;14310.8;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHU;8730.57;1;8730.57;8551;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHU;9404.43;1;9404.43;9211;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHU;14408.15;6;86448.9;84670.8;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHU;31295.69;1;31295.69;30652;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";PHU;37550.34;4;150201.36;147112;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";SFN1;35;5;175;154;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:04";="590781415";TVB;28;1;28;28;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 11:34:01";="620100677";MAR;22;3;66;66;2023.7;X620100677;31AUG23;11:33:55
"mco";"dgf";"2023";"7";"2023/08/31 11:34:01";="620100677";PHH;26.32;294;105.28;7826.08;2023.7;X620100677;31AUG23;11:33:55
"mco";"dgf";"2023";"7";"2023/08/31 11:34:01";="620100677";PHH;61.11;24;366.66;1598.64;2023.7;X620100677;31AUG23;11:33:55
"mco";"dgf";"2023";"7";"2023/08/31 11:34:01";="620100677";PHH;244.43;24;1466.58;5998.32;2023.7;X620100677;31AUG23;11:33:55
"mco";"dgf";"2023";"7";"2023/08/31 11:34:01";="620100677";PHH;411.91;2;823.82;867.82;2023.7;X620100677;31AUG23;11:33:55
"mco";"dgf";"2023";"7";"2023/08/31 11:34:01";="620100677";PHH;683.99;2;1367.98;1411.98;2023.7;X620100677;31AUG23;11:33:55
"mco";"dgf";"2023";"7";"2023/08/31 11:34:01";="620100677";PHS;74.88;196;524.16;14830.48;2023.7;X620100677;31AUG23;11:33:55
"mco";"dgf";"2023";"7";"2023/08/31 11:34:01";="620100677";PHS;168.92;30;168.92;3308.24;2023.7;X620100677;31AUG23;11:33:55
"mco";"dgf";"2023";"7";"2023/08/31 11:34:01";="620100677";PHS;273.06;2;273.06;568.12;2023.7;X620100677;31AUG23;11:33:55
"mco";"dgf";"2023";"7";"2023/08/31 11:34:01";="620100677";PHU;3063;12;9189;36756;2023.7;X620100677;31AUG23;11:33:55
"mco";"dgf";"2023";"7";"2023/08/31 11:54:06";="590781621";FPL;19.61;8;156.88;156.88;2023.7;X590781621;31AUG23;11:54:00
"mco";"dgf";"2023";"7";"2023/08/31 11:54:06";="590781621";FPU;19.61;4744;93029.84;0;2023.7;X590781621;31AUG23;11:54:00
"mco";"dgf";"2023";"7";"2023/08/31 11:54:06";="590781621";FPV;8.49;1060;8999.4;0;2023.7;X590781621;31AUG23;11:54:00
"mco";"dgf";"2023";"7";"2023/08/31 12:34:07";="020004404";APC F;55;3;222.18;199.96;2023.7;X020004404;31AUG23;12:33:56
"mco";"dgf";"2023";"7";"2023/08/31 12:34:07";="020004404";APC N;55;6;480.9;374.67;2023.7;X020004404;31AUG23;12:33:56
"mco";"dgf";"2023";"7";"2023/08/31 12:34:07";="020004404";ERI;19.5;1;19.5;19.5;2023.7;X020004404;31AUG23;12:33:56
"mco";"dgf";"2023";"7";"2023/08/31 12:34:07";="020004404";ERI;25.18;1;25.18;25.18;2023.7;X020004404;31AUG23;12:33:56
"mco";"dgf";"2023";"7";"2023/08/31 12:34:07";="020004404";ERI;30.6;1;30.6;30.6;2023.7;X020004404;31AUG23;12:33:56
"mco";"dgf";"2023";"7";"2023/08/31 12:34:07";="020004404";ERI;35.56;2;71.12;71.12;2023.7;X020004404;31AUG23;12:33:56
"mco";"dgf";"2023";"7";"2023/08/31 12:34:07";="020004404";ERI;58.5;2;117;117;2023.7;X020004404;31AUG23;12:33:56
"mco";"dgf";"2023";"7";"2023/08/31 12:34:07";="020004404";ERI;62;2;124;124;2023.7;X020004404;31AUG23;12:33:56
"mco";"dgf";"2023";"7";"2023/08/31 12:34:07";="020004404";ERI;132.16;1;132.16;132.16;2023.7;X020004404;31AUG23;12:33:56
"mco";"dgf";"2023";"7";"2023/08/31 12:34:07";="020004404";ERI;1284.36;1;1284.36;1284.36;2023.7;X020004404;31AUG23;12:33:56
"mco";"dgf";"2023";"7";"2023/08/31 12:34:07";="020004404";ERI;1401.12;1;1401.12;1401.12;2023.7;X020004404;31AUG23;12:33:56
"mco";"dgf";"2023";"7";"2023/08/31 12:34:07";="020004404";FPL;19.61;26;509.86;0;2023.7;X020004404;31AUG23;12:33:56
"mco";"dgf";"2023";"7";"2023/08/31 12:34:07";="020004404";FPM;8.49;4;33.96;0;2023.7;X020004404;31AUG23;12:33:56
"mco";"dgf";"2023";"7";"2023/08/31 12:34:07";="020004404";FPU;19.61;11254;220690.94;0;2023.7;X020004404;31AUG23;12:33:56
"mco";"dgf";"2023";"7";"2023/08/31 12:34:07";="020004404";FPV;8.49;2223;18873.27;0;2023.7;X020004404;31AUG23;12:33:56
"mco";"dgf";"2023";"7";"2023/08/31 12:34:07";="020004404";MAR;2.78;1;2.78;2.78;2023.7;X020004404;31AUG23;12:33:56
"mco";"dgf";"2023";"7";"2023/08/31 12:34:07";="020004404";MAR;8.3;1;8.3;8.3;2023.7;X020004404;31AUG23;12:33:56
"mco";"dgf";"2023";"7";"2023/08/31 12:34:07";="020004404";MAR;8.34;4;33.36;33.36;2023.7;X020004404;31AUG23;12:33:56
"mco";"dgf";"2023";"7";"2023/08/31 12:34:07";="020004404";MAR;11.12;3;33.36;33.36;2023.7;X020004404;31AUG23;12:33:56
