"champ";"statut";"annee";"periode";"date du resultat";"ipe";ghm;ghs;COUNT;PERCENT;pcum;scum;nb;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/09/01 18:27:53";="590000188";10M162;3958;1;0.1483679525;98.071216617;661;1;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:27:53";="590000188";11M04T;4297;1;0.1483679525;98.21958457;662;0;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:27:53";="590000188";12M03T;4700;1;0.1483679525;98.367952522;663;1;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:27:53";="590000188";12M08Z;4783;1;0.1483679525;98.516320475;664;0;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:27:53";="590000188";13C091;4949;1;0.1483679525;98.664688427;665;1;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:27:53";="590000188";13C11J;4963;1;0.1483679525;98.81305638;666;1;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:27:53";="590000188";16M131;6192;1;0.1483679525;98.961424332;667;1;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:27:53";="590000188";17C062;6328;1;0.1483679525;99.109792285;668;1;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:27:53";="590000188";17M062;6488;1;0.1483679525;99.258160237;669;1;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:27:53";="590000188";17M063;6489;1;0.1483679525;99.40652819;670;1;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:27:53";="590000188";17M064;6490;1;0.1483679525;99.554896142;671;1;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:27:53";="590000188";23M104;7977;1;0.1483679525;99.703264095;672;1;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:27:53";="590000188";23Z02Z;7993;1;0.1483679525;94.955489614;640;1;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:27:53";="590000188";27Z03Z;8977;1;0.1483679525;99.851632047;673;0;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:27:53";="590000188";28Z22Z;9630;1;0.1483679525;100;674;1;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";14Z08Z;9999;136;46.258503401;46.258503401;136;91;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";28Z07Z;9606;12;4.0816326531;50.340136054;148;7;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";28Z17Z;9616;8;2.7210884354;53.06122449;156;7;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";05M13T;5336;7;2.380952381;55.442176871;163;5;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";20Z051;5797;6;2.0408163265;57.482993197;169;5;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";06K02Z;2119;5;1.7006802721;59.183673469;174;3;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";15Z10E;9999;5;1.7006802721;60.884353741;179;4;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";08C321;2808;4;1.3605442177;62.244897959;183;4;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";28Z14Z;9613;4;1.3605442177;63.605442177;187;4;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";08C471;2881;3;1.0204081633;64.62585034;190;2;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";08M261;5541;3;1.0204081633;65.646258503;193;3;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";01M30T;5112;2;0.6802721088;67.006802721;197;2;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";04M051;1142;2;0.6802721088;67.68707483;199;1;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";05M05T;5294;2;0.6802721088;68.367346939;201;1;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";06K04J;2121;2;0.6802721088;66.326530612;195;1;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";09M031;5570;2;0.6802721088;69.047619048;203;1;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";10M13T;3982;2;0.6802721088;69.727891156;205;2;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";23Z02Z;7993;2;0.6802721088;70.408163265;207;1;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";01M11T;5094;1;0.3401360544;71.088435374;209;1;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";01M191;264;1;0.3401360544;71.428571429;210;1;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";01M201;268;1;0.3401360544;71.768707483;211;1;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";01M211;272;1;0.3401360544;72.108843537;212;1;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";01M21T;337;1;0.3401360544;72.448979592;213;0;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";01M231;281;1;0.3401360544;72.789115646;214;0;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";01M25T;5107;1;0.3401360544;73.129251701;215;1;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";01M37E;5119;1;0.3401360544;73.469387755;216;1;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";02C08J;5127;1;0.3401360544;73.80952381;217;1;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";03M06T;878;1;0.3401360544;74.149659864;218;1;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";04M053;1144;1;0.3401360544;74.489795918;219;0;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";04M103;1168;1;0.3401360544;74.829931973;220;0;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";04M111;1171;1;0.3401360544;75.170068027;221;1;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";04M17T;1204;1;0.3401360544;75.510204082;222;1;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";04M24E;5254;1;0.3401360544;75.850340136;223;0;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";05C132;1476;1;0.3401360544;76.19047619;224;1;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";05M08T;1752;1;0.3401360544;76.530612245;225;1;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";05M09T;5298;1;0.3401360544;76.870748299;226;1;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";05M122;1768;1;0.3401360544;77.210884354;227;1;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";05M142;1777;1;0.3401360544;77.551020408;228;1;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";05M161;1785;1;0.3401360544;77.891156463;229;1;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";05M174;1793;1;0.3401360544;78.231292517;230;1;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";06C081;1951;1;0.3401360544;78.571428571;231;0;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";06C082;1952;1;0.3401360544;78.911564626;232;1;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";06C12J;1973;1;0.3401360544;79.25170068;233;1;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";06C19J;1995;1;0.3401360544;79.591836735;234;1;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";06C25J;2024;1;0.3401360544;79.931972789;235;1;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";06K04J;5368;1;0.3401360544;70.74829932;208;1;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";06M021;2124;1;0.3401360544;80.272108844;236;1;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";06M032;2130;1;0.3401360544;80.612244898;237;1;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";06M033;2131;1;0.3401360544;80.952380952;238;0;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";06M03T;5372;1;0.3401360544;81.292517007;239;1;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";06M042;2135;1;0.3401360544;81.632653061;240;1;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";06M091;2158;1;0.3401360544;81.972789116;241;1;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";06M12T;5381;1;0.3401360544;82.31292517;242;1;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";07C14J;2355;1;0.3401360544;82.653061224;243;0;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";07M021;2514;1;0.3401360544;82.993197279;244;1;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";07M043;2521;1;0.3401360544;83.333333333;245;1;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";07M064;2527;1;0.3401360544;83.673469388;246;1;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";07M06T;2528;1;0.3401360544;84.013605442;247;1;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";07M10T;2548;1;0.3401360544;84.353741497;248;1;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";07M14T;2559;1;0.3401360544;84.693877551;249;1;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";08C14J;2768;1;0.3401360544;85.034013605;250;1;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";08C391;2841;1;0.3401360544;85.37414966;251;1;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";08C461;2876;1;0.3401360544;85.714285714;252;1;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";08C491;2889;1;0.3401360544;86.054421769;253;1;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";08C551;2914;1;0.3401360544;86.394557823;254;1;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";08M042;3038;1;0.3401360544;86.734693878;255;1;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";08M04T;5524;1;0.3401360544;87.074829932;256;1;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";08M244;3104;1;0.3401360544;87.414965986;257;1;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";08M29T;5544;1;0.3401360544;87.755102041;258;0;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";08M37T;3173;1;0.3401360544;88.095238095;259;1;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";09M02T;3519;1;0.3401360544;88.43537415;260;1;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";09M034;3523;1;0.3401360544;88.775510204;261;0;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";10M162;3958;1;0.3401360544;89.115646259;262;1;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";10M17T;3966;1;0.3401360544;89.455782313;263;1;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";11M02T;4342;1;0.3401360544;89.795918367;264;1;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";11M031;4288;1;0.3401360544;90.136054422;265;1;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";11M041;4293;1;0.3401360544;90.476190476;266;1;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";11M12T;4343;1;0.3401360544;90.816326531;267;1;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";11M163;4333;1;0.3401360544;91.156462585;268;1;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";11M19Z;4341;1;0.3401360544;91.496598639;269;1;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";11M202;4346;1;0.3401360544;91.836734694;270;1;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";12C042;4519;1;0.3401360544;92.176870748;271;1;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";12C043;4520;1;0.3401360544;92.517006803;272;1;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";12M062;4774;1;0.3401360544;92.857142857;273;1;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";12M064;4776;1;0.3401360544;93.197278912;274;1;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";12M071;4778;1;0.3401360544;93.537414966;275;0;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";13C081;4944;1;0.3401360544;93.87755102;276;1;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";14Z13A;5490;1;0.3401360544;94.217687075;277;0;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";16M111;6182;1;0.3401360544;94.557823129;278;1;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";16M112;6183;1;0.3401360544;94.897959184;279;0;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";18M021;6763;1;0.3401360544;95.238095238;280;1;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";18M114;6798;1;0.3401360544;95.578231293;281;1;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";19M02T;5778;1;0.3401360544;95.918367347;282;1;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";19M071;7074;1;0.3401360544;96.258503401;283;1;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";19M07T;7078;1;0.3401360544;96.598639456;284;1;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";19M11T;5782;1;0.3401360544;96.93877551;285;1;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";21C053;7422;1;0.3401360544;97.278911565;286;1;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";21M02T;7614;1;0.3401360544;97.619047619;287;1;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";21M10T;5850;1;0.3401360544;97.959183673;288;1;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";21M14T;5854;1;0.3401360544;98.299319728;289;1;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";21M164;7612;1;0.3401360544;98.639455782;290;1;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";23M063;7965;1;0.3401360544;98.979591837;291;1;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";23M06T;7967;1;0.3401360544;99.319727891;292;1;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";23M101;7974;1;0.3401360544;99.659863946;293;0;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:02";="620103432";23M20T;7989;1;0.3401360544;100;294;0;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/05 09:24:27";="590782637";14Z08Z;9999;361;52.93255132;52.93255132;361;247;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:24:27";="590782637";90Z00Z;9999;52;7.6246334311;60.557184751;413;50;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:24:27";="590782637";28Z07Z;9606;13;1.9061583578;62.463343109;426;11;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:24:27";="590782637";20Z051;5797;12;1.7595307918;64.2228739;438;7;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:24:27";="590782637";23M20T;7989;9;1.3196480938;65.542521994;447;7;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:24:27";="590782637";14Z14A;5495;7;1.0263929619;66.568914956;454;4;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:24:27";="590782637";05M13T;5336;6;0.8797653959;67.448680352;460;4;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:24:27";="590782637";08K02J;3028;6;0.8797653959;68.328445748;466;4;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:24:27";="590782637";05M20Z;1803;4;0.5865102639;68.914956012;470;4;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:24:27";="590782637";06C091;1955;4;0.5865102639;69.501466276;474;4;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:24:27";="590782637";08C14J;2768;4;0.5865102639;70.08797654;478;3;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:24:27";="590782637";08C46J;2880;4;0.5865102639;70.674486804;482;2;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:24:27";="590782637";09C29J;3630;4;0.5865102639;71.260997067;486;4;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:24:27";="590782637";21M021;7564;4;0.5865102639;71.847507331;490;2;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:24:27";="590782637";21M10T;5850;4;0.5865102639;72.434017595;494;3;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:24:27";="590782637";01M201;5102;3;0.4398826979;74.633431085;509;2;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:24:27";="590782637";01M21T;337;3;0.4398826979;75.073313783;512;3;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:24:27";="590782637";01M25T;5107;3;0.4398826979;75.513196481;515;3;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:24:27";="590782637";03K02J;819;3;0.4398826979;75.953079179;518;2;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:24:27";="590782637";08C35J;2825;3;0.4398826979;76.392961877;521;2;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:24:27";="590782637";08M15T;9999;3;0.4398826979;73.753665689;503;3;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:24:27";="590782637";14M03T;5481;3;0.4398826979;74.193548387;506;2;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:24:27";="590782637";23K02Z;7959;3;0.4398826979;76.832844575;524;3;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:24:27";="590782637";23M20T;7917;3;0.4398826979;73.313782991;500;2;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:24:27";="590782637";23M20T;9999;3;0.4398826979;72.873900293;497;3;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:24:27";="590782637";01M16T;5098;2;0.293255132;78.299120235;534;2;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:24:27";="590782637";01M22T;5104;2;0.293255132;78.592375367;536;2;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:24:27";="590782637";03M03T;875;2;0.293255132;78.885630499;538;1;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:24:27";="590782637";04M031;1134;2;0.293255132;79.17888563;540;2;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:24:27";="590782637";05M04T;5293;2;0.293255132;79.472140762;542;0;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:24:27";="590782637";05M093;1755;2;0.293255132;79.765395894;544;1;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:24:27";="590782637";06C121;1969;2;0.293255132;80.058651026;546;2;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:24:27";="590782637";06K02Z;2119;2;0.293255132;80.351906158;548;2;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:24:27";="590782637";06M12T;5381;2;0.293255132;80.64516129;550;2;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:24:27";="590782637";08C141;2764;2;0.293255132;80.938416422;552;1;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:24:27";="590782637";08M15T;3167;2;0.293255132;77.126099707;526;2;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:24:27";="590782637";09M03T;5570;2;0.293255132;81.231671554;554;1;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:24:27";="590782637";09M05T;5572;2;0.293255132;77.712609971;530;2;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:24:27";="590782637";11C111;4158;2;0.293255132;81.524926686;556;2;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:24:27";="590782637";12C08J;4540;2;0.293255132;81.818181818;558;1;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:24:27";="590782637";14M03T;5401;2;0.293255132;77.419354839;528;2;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:24:27";="590782637";15M05A;5903;2;0.293255132;82.11143695;560;2;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:24:27";="590782637";15Z10E;9999;2;0.293255132;82.404692082;562;2;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:24:27";="590782637";16M112;6183;2;0.293255132;82.697947214;564;1;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:24:27";="590782637";18M021;6763;2;0.293255132;78.005865103;532;2;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:24:27";="590782637";19M19T;5790;2;0.293255132;82.991202346;566;2;2023.7;X590782637;05SEP23;9:23:23
