"champ";"statut";"annee";"periode";"date du resultat";"ipe";code;nb;mnt_br;mnt_remb;nb_fides;mnt_br_fides;mnt_remb_fides;spec_fx;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/09/05 10:30:02";="590781803";CZ1;10;1200;852.888;10;1200;852.888;0;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:30:02";="590781803";END;189;12673;8945.512;189;12673;8945.512;0;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:30:02";="590781803";IC0;60;5400;3952.332;60;5400;3952.332;0;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:30:02";="590781803";IMP;9;3219.24;3122.49;9;3219.24;3122.49;0;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:30:02";="590781803";IN1;20;2000;1400;20;2000;1400;0;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:30:02";="590781803";PA0;186;46504.5;34284.67185;186;46504.5;34284.67185;0;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:30:02";="590781803";PF0;67;8040;5902.728;67;8040;5902.728;0;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:30:02";="590781803";PF1;4;480;372;4;480;372;0;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:30:02";="590781803";PFC;1;120;84;1;120;84;0;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:30:02";="590781803";PT0;213;33916.25;24569.108875;213;33916.25;24569.108875;0;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:30:02";="590781803";RA0;18;559;413.875;18;559;413.875;0;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:30:02";="590781803";RE1;27;1274.95;1015.015;27;1274.95;1015.015;0;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:30:02";="590781803";RS0;28;602;428.925;28;602;428.925;0;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:30:02";="590781803";SDE;1489;68351.29;49077.68074;1489;68351.29;49077.68074;0;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:30:02";="590781803";TDS;8;583.6;493.06;8;583.6;493.06;0;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 14:40:20";="590780193";ACO;497;17417.06;14354.376;312;8910.14;6653.42;0;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:20";="590780193";ADA;503;24579.07;22513.845012;495;24089.09;22023.865012;0;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:20";="590780193";ADC;7283;359789.9;317592.29784;6004;302795.21;263514.11731;0;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:20";="590780193";ADE;38922;2417239.36;2138904.2485;31692;2036574.57;1810220.2862;0;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:20";="590780193";ADI;94336;4284362.8;3871717.1089;94137;4277353.69;3865121.9829;0;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:20";="590780193";ATM;108769;4473489.2;3963624.8134;99051;3853179.25;3372995.2947;0;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:20";="590780193";AXI;1318;38747.96;29622.377672;1318;38747.96;29622.377672;0;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:20";="590780193";CM0;5;600;492;5;600;492;0;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:20";="590780193";CT0;67;670;541;67;670;541;0;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:20";="590780193";CT1;29;290;209;29;290;209;0;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:20";="590780193";CZ0;27;3240;2556;27;3240;2556;0;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:20";="590780193";CZ1;13;1560;1128;13;1560;1128;0;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:20";="590780193";END;534;36883;27913.8216;534;36883;27913.8216;0;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:20";="590780193";IC0;27;2430;1836;27;2430;1836;0;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:20";="590780193";IMP;77;12056.12;9959.87;77;12056.12;9959.87;0;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:20";="590780193";IN1;13;1300;970;13;1300;970;0;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:20";="590780193";INO;11;1100;830;11;1100;830;0;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:20";="590780193";PA0;58;17694.5;15024.3591;58;17694.5;15024.3591;0;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:20";="590780193";PA1;43;10270.5;8229.417875;43;10270.5;8229.417875;0;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:20";="590780193";PAR;1;365.5;365.5;1;365.5;365.5;0;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:20";="590780193";PDT;23;230;161;23;230;161;0;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:20";="590780193";PF0;21;2520;1764;21;2520;1764;0;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:20";="590780193";PF1;8;1279;931.3;8;1279;931.3;0;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:20";="590780193";PFC;15;1915.81;1536.985;15;1915.81;1536.985;0;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:20";="590780193";PT0;142;14609.25;11924.556825;142;14609.25;11924.556825;0;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:20";="590780193";RA0;39;1268.5;1042.080275;39;1268.5;1042.080275;0;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:20";="590780193";RE1;13;1253.45;1001.9;13;1253.45;1001.9;0;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:20";="590780193";RPN;20;761.1;567.6;20;761.1;567.6;0;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:20";="590780193";RS0;38;817;670.27325;38;817;670.27325;0;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:20";="590780193";SDE;2750;132095.58;103043.92982;2750;132095.58;103043.92982;0;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:20";="590780193";SU1;1;32.25;22.575;1;32.25;22.575;0;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:20";="590780193";TDS;122;7825.49;7530.083;122;7825.49;7530.083;0;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/07 20:07:01";="590781902";ACO;25;1860.14;1800.94;7;390.56;355.04;0;2023.7;X590781902;07SEP23;20:06:41
"mco";"dgf";"2023";"7";"2023/09/07 20:07:01";="590781902";ADC;473;23240.07;19711.68;264;15147.87;12145.252;0;2023.7;X590781902;07SEP23;20:06:41
"mco";"dgf";"2023";"7";"2023/09/07 20:07:01";="590781902";ADE;9109;669345.2;576609.5495;7432;546094.24;475406.1155;0;2023.7;X590781902;07SEP23;20:06:41
"mco";"dgf";"2023";"7";"2023/09/07 20:07:01";="590781902";ADI;13262;409940.36;338161.58651;13260;409881.03;338114.12251;0;2023.7;X590781902;07SEP23;20:06:41
"mco";"dgf";"2023";"7";"2023/09/07 20:07:01";="590781902";ATM;10486;509969.02;444805.15811;9444;443247.27;382847.96411;0;2023.7;X590781902;07SEP23;20:06:41
