"champ";"statut";"annee";"periode";"date du resultat";"ipe";typ9a;_NAME_;col1;ordre;colb1;colc1;cold1;cole1;colf1;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/30 15:19:10";="590052056";3;nbmulti;122;6;119;2.5210084034;85;93;-8.602150538;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 16:33:41";="590781795";1;eff;272;1;352;-22.72727273;172;227;-24.22907489;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:33:41";="590781795";1;typA;1;2;1;0;1;1;0;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:33:41";="590781795";1;entsor7;2;4;2;0;2;1;100;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:33:41";="590781795";1;entsor6;0;5;0;;0;0;;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:33:41";="590781795";1;nbmulti;0;6;0;;0;0;;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:33:41";="590781795";3;eff;595;1;613;-2.936378467;410;442;-7.239819005;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:33:41";="590781795";3;typA;89;2;60;48.333333333;57;33;72.727272727;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:33:41";="590781795";3;entsor7;16;4;18;-11.11111111;13;15;-13.33333333;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:33:41";="590781795";3;entsor6;2;5;6;-66.66666667;2;4;-50;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:33:41";="590781795";3;nbmulti;8;6;2;300;6;2;200;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/31 09:36:39";="620100677";1;eff;2583;1;2125;21.552941176;1816;1542;17.769130999;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:36:39";="620100677";1;typA;9;2;2;350;3;1;200;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:36:39";="620100677";1;entsor7;0;4;1;-100;0;1;-100;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:36:39";="620100677";1;entsor6;0;5;0;;0;0;;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:36:39";="620100677";1;nbmulti;0;6;0;;0;0;;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:36:39";="620100677";3;eff;652;1;659;-1.062215478;465;478;-2.719665272;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:36:39";="620100677";3;typA;10;2;20;-50;1;15;-93.33333333;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:36:39";="620100677";3;entsor7;13;4;10;30;4;7;-42.85714286;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:36:39";="620100677";3;entsor6;3;5;4;-25;2;3;-33.33333333;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:36:39";="620100677";3;nbmulti;5;6;4;25;5;4;25;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 10:37:08";="590781415";1;eff;11287;1;11486;-1.732543967;7927;8445;-6.133806986;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:08";="590781415";1;typA;6;2;9;-33.33333333;3;6;-50;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:08";="590781415";1;entsor7;3;4;7;-57.14285714;2;7;-71.42857143;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:08";="590781415";1;entsor6;0;5;0;;0;0;;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:08";="590781415";1;nbmulti;158;6;188;-15.95744681;122;124;-1.612903226;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:08";="590781415";2;eff;12149;1;12029;0.9975891595;8836;8703;1.5282086637;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:08";="590781415";2;typA;0;2;1;-100;0;0;;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:08";="590781415";2;entsor7;0;4;1;-100;0;1;-100;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:08";="590781415";2;entsor6;0;5;0;;0;0;;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:08";="590781415";2;nbmulti;0;6;0;;0;0;;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:08";="590781415";3;eff;10288;1;10637;-3.281000282;7176;7690;-6.684005202;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:08";="590781415";3;typA;159;2;267;-40.4494382;88;192;-54.16666667;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:08";="590781415";3;entsor7;86;4;77;11.688311688;64;61;4.9180327869;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:08";="590781415";3;entsor6;0;5;0;;0;0;;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:08";="590781415";3;nbmulti;2449;6;2348;4.3015332198;1635;1693;-3.425871234;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:08";="620103440";1;eff;12452;1;11325;9.9514348786;9088;8113;12.017749291;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:08";="620103440";1;typA;1;2;0;;1;0;;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:08";="620103440";1;entsor7;7;4;4;75;6;3;100;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:08";="620103440";1;entsor6;4;5;1;300;2;0;;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:08";="620103440";1;nbmulti;67;6;85;-21.17647059;56;67;-16.41791045;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:08";="620103440";2;eff;25002;1;25732;-2.836934556;18178;18807;-3.344499389;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:08";="620103440";2;typA;0;2;0;;0;0;;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:08";="620103440";2;entsor7;0;4;0;;0;0;;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:08";="620103440";2;entsor6;0;5;0;;0;0;;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:08";="620103440";2;nbmulti;0;6;0;;0;0;;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:08";="620103440";3;eff;9387;1;9752;-3.742821985;6779;7007;-3.253888968;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:08";="620103440";3;typA;16;2;13;23.076923077;12;9;33.333333333;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:08";="620103440";3;entsor7;57;4;88;-35.22727273;40;60;-33.33333333;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:08";="620103440";3;entsor6;25;5;37;-32.43243243;17;27;-37.03703704;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:08";="620103440";3;nbmulti;1763;6;1814;-2.811466373;1271;1337;-4.936424832;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 11:13:14";="800000085";1;eff;574;1;622;-7.717041801;403;447;-9.843400447;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:14";="800000085";1;typA;0;2;2;-100;0;0;;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:14";="800000085";1;entsor7;2;4;1;100;2;1;100;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:14";="800000085";1;entsor6;0;5;0;;0;0;;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:14";="800000085";1;nbmulti;3;6;6;-50;2;4;-50;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:14";="800000085";2;eff;178;1;108;64.814814815;140;83;68.674698795;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:14";="800000085";2;typA;0;2;0;;0;0;;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:14";="800000085";2;entsor7;0;4;0;;0;0;;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:14";="800000085";2;entsor6;3;5;1;200;2;1;100;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:14";="800000085";2;nbmulti;0;6;0;;0;0;;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:14";="800000085";3;eff;750;1;678;10.619469027;549;497;10.46277666;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:14";="800000085";3;typA;39;2;26;50;32;19;68.421052632;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:14";="800000085";3;entsor7;11;4;13;-15.38461538;8;12;-33.33333333;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:14";="800000085";3;entsor6;4;5;0;;3;0;;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:14";="800000085";3;nbmulti;238;6;286;-16.78321678;165;212;-22.16981132;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:45:45";="590780193";1;eff;62333;1;62302;0.0497576322;44458;45338;-1.940976664;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:45:45";="590780193";1;typA;4;2;6;-33.33333333;2;3;-33.33333333;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:45:45";="590780193";1;entsor7;348;4;377;-7.692307692;263;265;-0.754716981;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:45:45";="590780193";1;entsor6;127;5;226;-43.80530973;64;170;-62.35294118;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:45:45";="590780193";1;nbmulti;2017;6;1857;8.6160473883;1498;1413;6.0155697098;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:45:45";="590780193";2;eff;34773;1;34235;1.571491164;24987;24950;0.1482965932;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:45:45";="590780193";2;typA;0;2;0;;0;0;;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:45:45";="590780193";2;entsor7;27;4;17;58.823529412;24;16;50;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:45:45";="590780193";2;entsor6;0;5;0;;0;0;;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:45:45";="590780193";2;nbmulti;0;6;0;;0;0;;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:45:45";="590780193";3;eff;35887;1;36541;-1.789770395;25674;26499;-3.113325031;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:45:45";="590780193";3;typA;28;2;30;-6.666666667;14;23;-39.13043478;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:45:45";="590780193";3;entsor7;1934;4;2013;-3.92449081;1435;1458;-1.577503429;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:45:45";="590780193";3;entsor6;13;5;21;-38.0952381;8;15;-46.66666667;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:45:45";="590780193";3;nbmulti;11966;6;12084;-0.976497848;8605;8842;-2.680389052;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 12:24:42";="020004404";1;eff;5075;1;4542;11.734918538;3755;3247;15.645210964;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:24:42";="020004404";1;typA;10;2;2;400;9;2;350;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:24:42";="020004404";1;entsor7;11;4;19;-42.10526316;7;11;-36.36363636;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:24:42";="020004404";1;entsor6;0;5;0;;0;0;;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:24:42";="020004404";1;nbmulti;68;6;64;6.25;54;46;17.391304348;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:24:42";="020004404";2;eff;568;1;561;1.247771836;419;407;2.9484029484;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:24:42";="020004404";2;typA;0;2;0;;0;0;;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:24:42";="020004404";2;entsor7;3;4;0;;1;0;;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:24:42";="020004404";2;entsor6;0;5;0;;0;0;;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:24:42";="020004404";2;nbmulti;0;6;0;;0;0;;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:24:42";="020004404";3;eff;3577;1;3801;-5.893186004;2597;2721;-4.557148107;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:24:42";="020004404";3;typA;23;2;122;-81.14754098;18;68;-73.52941176;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:24:42";="020004404";3;entsor7;66;4;74;-10.81081081;50;53;-5.660377358;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:24:42";="020004404";3;entsor6;0;5;0;;0;0;;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:24:42";="020004404";3;nbmulti;1381;6;1381;0;1043;953;9.44386149;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 14:25:17";="590781605";1;eff;7031;1;7728;-9.019151139;4863;5687;-14.48918586;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:17";="590781605";1;typA;2;2;0;;2;0;;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:17";="590781605";1;entsor7;16;4;15;6.6666666667;15;14;7.1428571429;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:17";="590781605";1;entsor6;9;5;21;-57.14285714;8;17;-52.94117647;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:17";="590781605";1;nbmulti;259;6;188;37.765957447;197;150;31.333333333;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:17";="590781605";2;eff;6244;1;5682;9.8908834917;4494;4121;9.0512011648;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:17";="590781605";2;typA;0;2;0;;0;0;;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:17";="590781605";2;entsor7;12;4;2;500;6;2;200;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:17";="590781605";2;entsor6;2;5;0;;0;0;;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:17";="590781605";2;nbmulti;0;6;0;;0;0;;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:17";="590781605";3;eff;5198;1;5538;-6.139400506;3597;4013;-10.36630949;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:17";="590781605";3;typA;238;2;254;-6.299212598;182;182;0;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:17";="590781605";3;entsor7;68;4;69;-1.449275362;55;56;-1.785714286;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:17";="590781605";3;entsor6;13;5;26;-50;8;21;-61.9047619;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:17";="590781605";3;nbmulti;2891;6;3043;-4.995070654;1967;2200;-10.59090909;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:28:59";="590781811";1;eff;51;1;2;2450;33;1;3200;2023.7;X590781811;31AUG23;14:28:53
"mco";"dgf";"2023";"7";"2023/08/31 14:28:59";="590781811";1;typA;0;2;0;;0;0;;2023.7;X590781811;31AUG23;14:28:53
"mco";"dgf";"2023";"7";"2023/08/31 14:28:59";="590781811";1;entsor7;0;4;0;;0;0;;2023.7;X590781811;31AUG23;14:28:53
"mco";"dgf";"2023";"7";"2023/08/31 14:28:59";="590781811";1;entsor6;48;5;0;;30;0;;2023.7;X590781811;31AUG23;14:28:53
"mco";"dgf";"2023";"7";"2023/08/31 14:28:59";="590781811";1;nbmulti;0;6;0;;0;0;;2023.7;X590781811;31AUG23;14:28:53
"mco";"dgf";"2023";"7";"2023/08/31 14:28:59";="590781811";3;eff;87;1;74;17.567567568;63;53;18.867924528;2023.7;X590781811;31AUG23;14:28:53
"mco";"dgf";"2023";"7";"2023/08/31 14:28:59";="590781811";3;typA;0;2;0;;0;0;;2023.7;X590781811;31AUG23;14:28:53
"mco";"dgf";"2023";"7";"2023/08/31 14:28:59";="590781811";3;entsor7;0;4;0;;0;0;;2023.7;X590781811;31AUG23;14:28:53
"mco";"dgf";"2023";"7";"2023/08/31 14:28:59";="590781811";3;entsor6;0;5;0;;0;0;;2023.7;X590781811;31AUG23;14:28:53
"mco";"dgf";"2023";"7";"2023/08/31 14:28:59";="590781811";3;nbmulti;0;6;0;;0;0;;2023.7;X590781811;31AUG23;14:28:53
"mco";"dgf";"2023";"7";"2023/08/31 14:33:29";="800000093";1;eff;1745;1;1673;4.3036461447;1203;1195;0.6694560669;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:29";="800000093";1;typA;0;2;2;-100;0;2;-100;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:29";="800000093";1;entsor7;0;4;0;;0;0;;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:29";="800000093";1;entsor6;3;5;3;0;0;2;-100;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:29";="800000093";1;nbmulti;10;6;6;66.666666667;6;6;0;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:29";="800000093";2;eff;175;1;240;-27.08333333;116;157;-26.11464968;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:29";="800000093";2;typA;0;2;0;;0;0;;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:29";="800000093";2;entsor7;0;4;0;;0;0;;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:29";="800000093";2;entsor6;0;5;1;-100;0;1;-100;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:29";="800000093";2;nbmulti;0;6;0;;0;0;;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:29";="800000093";3;eff;1183;1;1419;-16.63143058;829;1033;-19.74830591;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:29";="800000093";3;typA;12;2;14;-14.28571429;12;9;33.333333333;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:29";="800000093";3;entsor7;6;4;13;-53.84615385;3;9;-66.66666667;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:29";="800000093";3;entsor6;19;5;10;90;14;6;133.33333333;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:29";="800000093";3;nbmulti;239;6;228;4.8245614035;163;164;-0.609756098;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:51:58";="600100713";1;eff;5998;1;6054;-0.925008259;4329;4460;-2.937219731;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:51:58";="600100713";1;typA;3;2;8;-62.5;2;8;-75;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:51:58";="600100713";1;entsor7;15;4;5;200;11;5;120;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:51:58";="600100713";1;entsor6;0;5;0;;0;0;;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:51:58";="600100713";1;nbmulti;160;6;250;-36;121;145;-16.55172414;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:51:58";="600100713";2;eff;19588;1;19468;0.6163961373;14317;14018;2.1329718933;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:51:58";="600100713";2;typA;0;2;0;;0;0;;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:51:58";="600100713";2;entsor7;0;4;0;;0;0;;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:51:58";="600100713";2;entsor6;0;5;0;;0;0;;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:51:58";="600100713";2;nbmulti;0;6;0;;0;0;;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:51:58";="600100713";3;eff;9322;1;9581;-2.703266882;6499;6971;-6.770908048;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:51:58";="600100713";3;typA;43;2;65;-33.84615385;31;53;-41.50943396;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:51:58";="600100713";3;entsor7;94;4;79;18.987341772;68;56;21.428571429;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:51:58";="600100713";3;entsor6;6;5;3;100;3;3;0;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:51:58";="600100713";3;nbmulti;2299;6;2346;-2.00341006;1615;1735;-6.916426513;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:59:17";="020000048";1;eff;16;1;14;14.285714286;12;12;0;2023.7;X020000048;31AUG23;14:59:10
"mco";"dgf";"2023";"7";"2023/08/31 14:59:17";="020000048";1;typA;0;2;0;;0;0;;2023.7;X020000048;31AUG23;14:59:10
"mco";"dgf";"2023";"7";"2023/08/31 14:59:17";="020000048";1;entsor7;2;4;1;100;2;0;;2023.7;X020000048;31AUG23;14:59:10
"mco";"dgf";"2023";"7";"2023/08/31 14:59:17";="020000048";1;entsor6;0;5;0;;0;0;;2023.7;X020000048;31AUG23;14:59:10
"mco";"dgf";"2023";"7";"2023/08/31 14:59:17";="020000048";1;nbmulti;0;6;0;;0;0;;2023.7;X020000048;31AUG23;14:59:10
"mco";"dgf";"2023";"7";"2023/08/31 14:59:17";="020000048";3;eff;384;1;372;3.2258064516;272;255;6.6666666667;2023.7;X020000048;31AUG23;14:59:10
"mco";"dgf";"2023";"7";"2023/08/31 14:59:17";="020000048";3;typA;0;2;11;-100;0;11;-100;2023.7;X020000048;31AUG23;14:59:10
"mco";"dgf";"2023";"7";"2023/08/31 14:59:17";="020000048";3;entsor7;41;4;24;70.833333333;27;22;22.727272727;2023.7;X020000048;31AUG23;14:59:10
"mco";"dgf";"2023";"7";"2023/08/31 14:59:17";="020000048";3;entsor6;8;5;17;-52.94117647;6;11;-45.45454545;2023.7;X020000048;31AUG23;14:59:10
"mco";"dgf";"2023";"7";"2023/08/31 14:59:17";="020000048";3;nbmulti;9;6;15;-40;5;12;-58.33333333;2023.7;X020000048;31AUG23;14:59:10
"mco";"dgf";"2023";"7";"2023/08/31 15:42:20";="590782215";1;eff;23946;1;21385;11.975683891;17625;15509;13.64369076;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:20";="590782215";1;typA;37;2;25;48;18;21;-14.28571429;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:20";="590782215";1;entsor7;73;4;15;386.66666667;54;13;315.38461538;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:20";="590782215";1;entsor6;64;5;11;481.81818182;39;7;457.14285714;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:20";="590782215";1;nbmulti;526;6;484;8.6776859504;397;348;14.08045977;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:20";="590782215";2;eff;25993;1;25638;1.3846633903;18798;18413;2.0909140281;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:20";="590782215";2;typA;0;2;0;;0;0;;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:20";="590782215";2;entsor7;3;4;2;50;2;2;0;2023.7;X590782215;31AUG23;15:42:07
