"champ";"statut";"annee";"periode";"date du resultat";"ipe";eff;lib;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/31 11:13:56";="800000085";0;Confirmation de codage non enregistrée;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:50:03";="590780193";2;Confirmation de codage enregistrée;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:03";="590780193";2;Confirmation de codage non enregistrée;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 12:26:00";="020004404";0;Confirmation de codage enregistrée;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:26:00";="020004404";0;Confirmation de codage non enregistrée;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 14:26:17";="590781605";0;Confirmation de codage enregistrée;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:26:17";="590781605";0;Confirmation de codage non enregistrée;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:29:34";="590781811";0;Confirmation de codage enregistrée;2023.7;X590781811;31AUG23;14:28:53
"mco";"dgf";"2023";"7";"2023/08/31 14:29:34";="590781811";0;Confirmation de codage non enregistrée;2023.7;X590781811;31AUG23;14:28:53
"mco";"dgf";"2023";"7";"2023/08/31 14:34:17";="800000093";0;Confirmation de codage enregistrée;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:34:17";="800000093";0;Confirmation de codage non enregistrée;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:53:33";="600100713";1;Confirmation de codage enregistrée;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:53:33";="600100713";0;Confirmation de codage non enregistrée;2023.7;X600100713;31AUG23;14:51:48
