"champ";"statut";"annee";"periode";"date du resultat";"ipe";tremb2;mtm0;COUNT;PERCENT;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/09/05 17:45:59";="800000044";80f;montant TM numérique;125;0.1599713331;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:45:59";="800000044";80f;montant TM non numérique ou à 0;380;0.4863128527;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:45:59";="800000044";90;montant TM numérique;11;0.0140774773;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/07 20:01:50";="590781902";100;montant TM numérique;1;0.005574136;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:01:50";="590781902";100;montant TM non numérique ou à 0;12365;68.92419175;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:01:50";="590781902";100f;montant TM numérique;1;0.005574136;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:01:50";="590781902";100f;montant TM non numérique ou à 0;916;5.1059085842;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:01:50";="590781902";80;montant TM numérique;4014;22.37458194;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:01:50";="590781902";80;montant TM non numérique ou à 0;626;3.4894091416;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:01:50";="590781902";80f;montant TM numérique;6;0.0334448161;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:01:50";="590781902";80f;montant TM non numérique ou à 0;6;0.0334448161;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:01:50";="590781902";90;montant TM numérique;5;0.02787068;2023.7;X590781902;07SEP23;20:00:41
