"champ";"statut";"annee";"periode";"date du resultat";"ipe";libel;nb;nb1;per_comp;finess_comp;date_comp;temp_comp
"had";"dgf";"2022";"12";"2023/01/26 09:22:46";="600100713";Nb journées ES/EMS/SSIAD/SPASAD hors convention;0;;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:46";="600100713";Nb journées avec incohérences fichier de convention (cf tableaux [1.Q.10.CONV]);143;24;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:46";="600100713";Nb journées avec pbs de chainage;0;0;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:46";="600100713";Nb journées avec pbs de codage des variables bloquantes;0;0;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:46";="600100713";Nb journées non facturables à l'AM;0;0;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:46";="600100713";Nb journées valorisées;10163;647;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 11:34:31";="800000523";Nb journées transmises;95791;5411;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:31";="800000523";Nb journées en erreur;0;0;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:31";="800000523";Nb journées avec sortie transfert ou mutation;719;;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:31";="800000523";Nb journées ES/EMS/SSIAD/SPASAD hors convention;0;;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:31";="800000523";Nb journées avec incohérences fichier de convention (cf tableaux [1.Q.10.CONV]);0;0;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:31";="800000523";Nb journées avec pbs de chainage;0;0;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:31";="800000523";Nb journées avec pbs de codage des variables bloquantes;0;0;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:31";="800000523";Nb journées non facturables à l'AM;0;0;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:31";="800000523";Nb journées valorisées;95072;5411;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 14:46:31";="800000036";Nb journées transmises;5266;457;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:31";="800000036";Nb journées en erreur;0;0;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:31";="800000036";Nb journées avec sortie transfert ou mutation;53;;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:31";="800000036";Nb journées ES/EMS/SSIAD/SPASAD hors convention;0;;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:31";="800000036";Nb journées avec incohérences fichier de convention (cf tableaux [1.Q.10.CONV]);0;0;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:31";="800000036";Nb journées avec pbs de chainage;0;0;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:31";="800000036";Nb journées avec pbs de codage des variables bloquantes;0;0;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:31";="800000036";Nb journées non facturables à l'AM;0;0;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:31";="800000036";Nb journées valorisées;5213;457;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/27 07:44:21";="800000077";Nb journées transmises;3942;236;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:21";="800000077";Nb journées en erreur;0;0;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:21";="800000077";Nb journées avec sortie transfert ou mutation;43;;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:21";="800000077";Nb journées ES/EMS/SSIAD/SPASAD hors convention;0;;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:21";="800000077";Nb journées avec incohérences fichier de convention (cf tableaux [1.Q.10.CONV]);0;0;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:21";="800000077";Nb journées avec pbs de chainage;0;0;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:21";="800000077";Nb journées avec pbs de codage des variables bloquantes;0;0;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:21";="800000077";Nb journées non facturables à l'AM;0;0;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:21";="800000077";Nb journées valorisées;3899;236;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 16:29:57";="800000069";Nb journées transmises;10253;770;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:57";="800000069";Nb journées en erreur;0;0;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:57";="800000069";Nb journées avec sortie transfert ou mutation;115;;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:57";="800000069";Nb journées ES/EMS/SSIAD/SPASAD hors convention;0;;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:57";="800000069";Nb journées avec incohérences fichier de convention (cf tableaux [1.Q.10.CONV]);0;0;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:57";="800000069";Nb journées avec pbs de chainage;0;0;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:57";="800000069";Nb journées avec pbs de codage des variables bloquantes;0;0;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:57";="800000069";Nb journées non facturables à l'AM;0;0;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:57";="800000069";Nb journées valorisées;10138;770;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:58";="590782652";Nb journées transmises;16926;2076;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:58";="590782652";Nb journées en erreur;0;0;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:58";="590782652";Nb journées avec sortie transfert ou mutation;115;;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:58";="590782652";Nb journées ES/EMS/SSIAD/SPASAD hors convention;0;;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:58";="590782652";Nb journées avec incohérences fichier de convention (cf tableaux [1.Q.10.CONV]);0;0;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:58";="590782652";Nb journées avec pbs de chainage;0;0;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:58";="590782652";Nb journées avec pbs de codage des variables bloquantes;0;0;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:58";="590782652";Nb journées non facturables à l'AM;0;0;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:58";="590782652";Nb journées valorisées;16811;2076;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/31 11:17:34";="020000022";Nb journées transmises;10582;837;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:34";="020000022";Nb journées en erreur;0;0;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:34";="020000022";Nb journées avec sortie transfert ou mutation;115;;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:34";="020000022";Nb journées ES/EMS/SSIAD/SPASAD hors convention;0;;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:34";="020000022";Nb journées avec incohérences fichier de convention (cf tableaux [1.Q.10.CONV]);0;0;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:34";="020000022";Nb journées avec pbs de chainage;0;0;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:34";="020000022";Nb journées avec pbs de codage des variables bloquantes;0;0;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:34";="020000022";Nb journées non facturables à l'AM;0;0;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:34";="020000022";Nb journées valorisées;10467;837;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/02/01 15:50:23";="800000085";Nb journées transmises;7027;495;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:50:23";="800000085";Nb journées en erreur;0;0;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:50:23";="800000085";Nb journées avec sortie transfert ou mutation;74;;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:50:23";="800000085";Nb journées ES/EMS/SSIAD/SPASAD hors convention;0;;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:50:23";="800000085";Nb journées avec incohérences fichier de convention (cf tableaux [1.Q.10.CONV]);0;0;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:50:23";="800000085";Nb journées avec pbs de chainage;0;0;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:50:23";="800000085";Nb journées avec pbs de codage des variables bloquantes;0;0;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:50:23";="800000085";Nb journées non facturables à l'AM;0;0;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:50:23";="800000085";Nb journées valorisées;6953;495;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/02 14:56:42";="590048476";Nb journées transmises;18763;2101;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:42";="590048476";Nb journées en erreur;0;0;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:42";="590048476";Nb journées avec sortie transfert ou mutation;187;;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:42";="590048476";Nb journées ES/EMS/SSIAD/SPASAD hors convention;0;;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:42";="590048476";Nb journées avec incohérences fichier de convention (cf tableaux [1.Q.10.CONV]);0;0;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:42";="590048476";Nb journées avec pbs de chainage;0;0;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:42";="590048476";Nb journées avec pbs de codage des variables bloquantes;0;0;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:42";="590048476";Nb journées non facturables à l'AM;0;0;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:42";="590048476";Nb journées valorisées;18576;2101;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 15:57:14";="800000028";Nb journées transmises;8993;604;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:57:14";="800000028";Nb journées en erreur;0;0;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:57:14";="800000028";Nb journées avec sortie transfert ou mutation;75;;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:57:14";="800000028";Nb journées ES/EMS/SSIAD/SPASAD hors convention;0;;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:57:14";="800000028";Nb journées avec incohérences fichier de convention (cf tableaux [1.Q.10.CONV]);0;0;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:57:14";="800000028";Nb journées avec pbs de chainage;0;0;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:57:14";="800000028";Nb journées avec pbs de codage des variables bloquantes;0;0;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:57:14";="800000028";Nb journées non facturables à l'AM;0;0;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:57:14";="800000028";Nb journées valorisées;8918;604;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/06 14:15:44";="590780193";Nb journées transmises;23288;3461;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:44";="590780193";Nb journées en erreur;30;8;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:44";="590780193";Nb journées avec sortie transfert ou mutation;471;;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:44";="590780193";Nb journées ES/EMS/SSIAD/SPASAD hors convention;0;;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:44";="590780193";Nb journées avec incohérences fichier de convention (cf tableaux [1.Q.10.CONV]);8;1;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:44";="590780193";Nb journées avec pbs de chainage;0;0;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:44";="590780193";Nb journées avec pbs de codage des variables bloquantes;0;0;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:44";="590780193";Nb journées non facturables à l'AM;664;66;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:44";="590780193";Nb journées valorisées;22115;3386;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/13 16:01:16";="600100721";Nb journées transmises;7628;588;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:01:16";="600100721";Nb journées en erreur;0;0;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:01:16";="600100721";Nb journées avec sortie transfert ou mutation;124;;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:01:16";="600100721";Nb journées ES/EMS/SSIAD/SPASAD hors convention;0;;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:01:16";="600100721";Nb journées avec incohérences fichier de convention (cf tableaux [1.Q.10.CONV]);0;0;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:01:16";="600100721";Nb journées avec pbs de chainage;0;0;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:01:16";="600100721";Nb journées avec pbs de codage des variables bloquantes;0;0;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:01:16";="600100721";Nb journées non facturables à l'AM;0;0;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:01:16";="600100721";Nb journées valorisées;7504;588;2022.12;X600100721;13FEB23;16:00:35
