"champ";"statut";"annee";"periode";"date du resultat";"ipe";finess;type;moiss;moist;mnt_am;mnt3;per_comp;finess_comp;date_comp;temp_comp
"had";"dgf";"2022";"12";"2023/01/26 09:22:49";="600100713";600100713;10;2;6;152782.4632;740.6294274;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:49";="600100713";600100713;10;2;7;152782.4632;-8.73115E-11;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:49";="600100713";600100713;10;2;8;162384.54157;9602.07837;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:49";="600100713";600100713;10;2;9;162384.54157;0;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:49";="600100713";600100713;10;2;10;162384.54157;2.910383E-11;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:49";="600100713";600100713;10;2;11;162384.54157;-2.91038E-11;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:49";="600100713";600100713;10;2;12;163338.40773;953.866166;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:49";="600100713";600100713;10;3;1;0;;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:49";="600100713";600100713;10;3;2;0;;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:49";="600100713";600100713;10;3;3;287776.79878;287776.79878;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:49";="600100713";600100713;10;3;4;162528.50271;-125248.2961;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:49";="600100713";600100713;10;3;5;173191.12336;10662.620648;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:49";="600100713";600100713;10;3;6;173191.12336;-1.16415E-10;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:49";="600100713";600100713;10;3;7;173191.12336;8.731149E-11;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:49";="600100713";600100713;10;3;8;190127.42304;16936.299677;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:49";="600100713";600100713;10;3;9;190127.42304;-8.73115E-11;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:49";="600100713";600100713;10;3;10;190127.42304;5.820766E-11;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:49";="600100713";600100713;10;3;11;190127.42304;8.731149E-11;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:49";="600100713";600100713;10;3;12;187894.98162;-2232.441413;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:49";="600100713";600100713;10;4;1;0;;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:49";="600100713";600100713;10;4;2;0;;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:49";="600100713";600100713;10;4;3;0;;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:49";="600100713";600100713;10;4;4;376754.33338;376754.33338;2022.12;X600100713;26JAN23;9:22:12
