"champ";"statut";"annee";"periode";"date du resultat";"ipe";das;N;nbj;pctj;nbsej;nbj2;pctcum;code;per_comp;finess_comp;date_comp;temp_comp
"had";"dgf";"2022";"12";"2023/01/26 09:22:23";="600100713";I10;10;137;2.1322957198;6;129;47.06614786;I10;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:23";="600100713";U07;11;134;2.0856031128;7;115;49.151750973;U07;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:23";="600100713";C77;13;125;1.9455252918;4;77;51.097276265;C77;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:23";="600100713";J91;8;125;1.9455252918;6;81;53.042801556;J91;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:23";="600100713";G30;5;114;1.7743190661;5;49;54.817120623;G30;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:23";="600100713";G82;9;113;1.7587548638;8;101;56.575875486;G82;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:23";="600100713";F06;12;112;1.7431906615;9;39;58.319066148;F06;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:23";="600100713";L89;9;112;1.7431906615;7;28;60.062256809;L89;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:23";="600100713";G20;3;103;1.6031128405;2;23;61.66536965;G20;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:23";="600100713";G35;2;98;1.5252918288;1;0;63.190661479;G35;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:23";="600100713";R53;6;96;1.4941634241;3;96;64.684824903;R53;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:23";="600100713";F03;2;94;1.4630350195;1;94;66.147859922;F03;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:23";="600100713";J90;1;94;1.4630350195;1;0;67.610894942;J90;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:23";="600100713";R18;10;94;1.4630350195;5;88;69.073929961;R18;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:23";="600100713";F00;5;92;1.4319066148;5;56;70.505836576;F00;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:23";="600100713";R52;7;89;1.3852140078;4;86;71.891050584;R52;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:23";="600100713";I69;9;88;1.3696498054;7;88;73.260700389;I69;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:23";="600100713";G81;6;83;1.2918287938;5;83;74.552529183;G81;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:23";="600100713";Z89;7;83;1.2918287938;5;76;75.844357977;Z89;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:23";="600100713";C18;9;80;1.2451361868;5;37;77.089494163;C18;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:23";="600100713";K83;14;76;1.1828793774;1;69;78.272373541;K83;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:23";="600100713";C22;3;67;1.0428015564;3;0;79.315175097;C22;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:23";="600100713";80%;238;3467;;134;1595;;;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:23";="600100713";Tot;296;4046;;174;1663;;;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 11:33:59";="800000523";Z60;69;1174;12.579020679;23;14;12.579020679;Z60;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:59";="800000523";U07;45;1051;11.261116468;5;0;23.840137148;U07;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:59";="800000523";L89;38;782;8.378870674;5;0;32.219007822;L89;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:59";="800000523";Z74;34;689;7.3824065145;12;6;39.601414336;Z74;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:59";="800000523";R52;36;645;6.9109611058;9;429;46.512375442;R52;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:59";="800000523";B96;19;363;3.8894246223;2;0;50.401800064;B96;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:59";="800000523";N39;16;359;3.8465659488;3;4;54.248366013;N39;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:59";="800000523";Z93;13;318;3.4072645452;1;318;57.655630558;Z93;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:59";="800000523";T81;16;309;3.3108325297;6;0;60.966463088;T81;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:59";="800000523";T88;11;248;2.6572377585;4;0;63.623700846;T88;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:59";="800000523";J18;12;237;2.5393764063;3;0;66.163077253;J18;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:59";="800000523";R26;16;217;2.3250830387;10;63;68.488160291;R26;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:59";="800000523";E03;10;213;2.2822243652;3;213;70.770384657;E03;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:59";="800000523";D45;9;204;2.1857923497;1;0;72.956177006;D45;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:59";="800000523";I10;9;184;1.9714989821;3;116;74.927675988;I10;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:59";="800000523";R06;11;181;1.939354977;2;0;76.867030965;R06;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:59";="800000523";J44;5;150;1.6072002572;1;0;78.474231223;J44;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:59";="800000523";R62;5;131;1.4036215579;1;131;79.87785278;R62;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:59";="800000523";80%;349;6906;;88;745;;;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:59";="800000523";Tot;430;7869;;126;830;;;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 14:46:05";="800000036";R53;16;364;48.404255319;2;0;48.404255319;R53;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:05";="800000036";80%;16;364;;2;;;;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:05";="800000036";Tot;32;739;;5;13;;;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/27 07:44:01";="800000077";J44;3;83;55.333333333;1;0;55.333333333;J44;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:01";="800000077";80%;3;83;;1;;;;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:01";="800000077";Tot;6;150;;2;;;;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 16:29:28";="800000069";I10;364;5110;13.19629161;111;4749;13.19629161;I10;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:28";="800000069";U08;167;1761;4.5476848385;61;1715;17.743976448;U08;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:28";="800000069";N18;83;1603;4.1396586008;23;1274;21.883635049;N18;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:28";="800000069";Z60;117;1576;4.0699325982;34;1454;25.953567647;Z60;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:28";="800000069";Z46;74;1240;3.2022312321;20;1238;29.155798879;Z46;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:28";="800000069";E11;94;1191;3.0756914495;42;1167;32.231490329;E11;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:28";="800000069";F10;71;1139;2.9414043333;19;1097;35.172894662;F10;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:28";="800000069";I48;67;937;2.4197505359;27;937;37.592645198;I48;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:28";="800000069";K59;48;898;2.3190351987;15;888;39.911680397;K59;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:28";="800000069";F17;72;844;2.1795831935;25;834;42.09126359;F17;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:28";="800000069";Z63;52;709;1.8309531803;21;709;43.92221677;Z63;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:28";="800000069";Z96;62;681;1.7586447331;28;681;45.680861503;Z96;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:28";="800000069";Z93;23;659;1.7018309532;6;659;47.382692457;Z93;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:28";="800000069";J44;46;653;1.6863362859;16;653;49.069028743;J44;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:28";="800000069";H90;50;621;1.6036980606;14;621;50.672726803;H90;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:28";="800000069";Z92;44;606;1.5649613925;14;606;52.237688196;Z92;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:28";="800000069";U07;36;604;1.5597965034;28;604;53.797484699;U07;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:28";="800000069";E03;46;598;1.5443018361;19;598;55.341786535;E03;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:28";="800000069";E86;22;597;1.5417193916;4;597;56.883505927;E86;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:28";="800000069";Z29;43;581;1.5004002789;27;581;58.383906206;Z29;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:28";="800000069";I25;56;545;1.4074322754;16;545;59.791338481;I25;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:28";="800000069";R32;49;415;1.0717144849;4;415;60.863052966;R32;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:28";="800000069";K91;19;405;1.0458900395;5;405;61.908943005;K91;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:28";="800000069";E55;20;386;0.9968235932;5;386;62.905766599;E55;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:28";="800000069";J69;12;365;0.9425922578;1;365;63.848358856;J69;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:28";="800000069";N35;14;361;0.9322624797;1;361;64.780621336;N35;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:28";="800000069";R11;35;354;0.9141853679;9;354;65.694806704;R11;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:28";="800000069";Z59;23;349;0.9012731452;17;329;66.596079849;Z59;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:28";="800000069";R26;35;347;0.8961082561;17;347;67.492188105;R26;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:28";="800000069";K70;15;344;0.8883609224;4;344;68.380549028;K70;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:28";="800000069";I26;19;330;0.8522066989;5;330;69.232755727;I26;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:28";="800000069";U09;28;330;0.8522066989;13;330;70.084962425;U09;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:28";="800000069";G47;26;328;0.8470418098;14;328;70.932004235;G47;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:28";="800000069";F33;17;322;0.8315471425;4;322;71.763551378;F33;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:28";="800000069";L89;28;314;0.8108875862;11;303;72.574438964;L89;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:28";="800000069";Z75;19;308;0.7953929189;7;155;73.369831883;Z75;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:28";="800000069";Z71;12;304;0.7850631408;3;304;74.154895024;Z71;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:28";="800000069";N39;17;298;0.7695684735;5;298;74.924463497;N39;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:28";="800000069";Y85;11;297;0.766986029;2;297;75.691449526;Y85;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:28";="800000069";Z72;11;297;0.766986029;2;297;76.458435555;Z72;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:28";="800000069";K56;10;279;0.7205020272;1;279;77.178937582;K56;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:28";="800000069";I70;30;269;0.6946775818;10;269;77.873615164;I70;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:28";="800000069";T85;12;262;0.67660047;4;262;78.550215634;T85;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:28";="800000069";R52;12;260;0.6714355809;3;260;79.221651215;R52;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:28";="800000069";Z11;13;255;0.6585233582;13;255;79.880174573;Z11;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:28";="800000069";80%;665;9112;;226;7982;;;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:28";="800000069";Tot;693;9531;;239;8204;;;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:28";="590782652";I10;639;6012;10.137596115;200;5656;10.137596115;I10;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:28";="590782652";R32;593;4906;8.272629165;206;4906;18.41022528;R32;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:28";="590782652";R15;597;4810;8.1107513827;209;4810;26.520976663;R15;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:28";="590782652";E11;330;3162;5.3318494537;108;3157;31.852826116;E11;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:28";="590782652";Z60;265;2471;4.1666666667;101;2419;36.019492783;Z60;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:28";="590782652";I48;269;2328;3.9255362202;104;2196;39.945029003;I48;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:28";="590782652";Z96;218;2017;3.4011196547;74;2014;43.346148658;Z96;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:28";="590782652";L89;237;1953;3.2932011331;78;1844;46.639349791;L89;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:28";="590782652";E78;158;1589;2.679414542;46;1589;49.318764333;E78;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:28";="590782652";R13;159;1339;2.2578578173;54;1339;51.57662215;R13;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:28";="590782652";E03;150;1249;2.1060973965;74;1213;53.682719547;E03;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:28";="590782652";H90;102;1212;2.0437070012;31;1150;55.726426548;H90;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:28";="590782652";I25;123;1013;1.7081478484;42;1006;57.434574396;I25;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:28";="590782652";E89;74;954;1.6086604614;17;954;59.043234858;E89;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:28";="590782652";F41;109;899;1.5159179819;48;869;60.55915284;F41;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:28";="590782652";N18;87;870;1.4670174019;32;867;62.026170241;N18;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:28";="590782652";E66;87;859;1.448468906;27;840;63.474639147;E66;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:28";="590782652";Z90;92;803;1.3540401996;40;751;64.828679347;Z90;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:28";="590782652";E43;103;761;1.2832186699;37;752;66.111898017;E43;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:28";="590782652";J44;85;751;1.2663564009;23;751;67.378254418;J44;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:28";="590782652";Z95;90;726;1.2242007285;29;682;68.602455146;Z95;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:28";="590782652";G47;77;721;1.215769594;34;715;69.81822474;G47;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:28";="590782652";I50;84;704;1.1871037367;36;668;71.005328477;I50;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:28";="590782652";Z65;55;553;0.932483475;16;551;71.937811952;Z65;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:28";="590782652";Z93;48;541;0.9122487522;17;292;72.850060704;Z93;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:28";="590782652";Z29;60;508;0.8566032645;31;451;73.706663969;Z29;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:28";="590782652";U82;40;507;0.8549170376;9;507;74.561581006;U82;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:28";="590782652";I26;48;495;0.8346823149;13;495;75.396263321;I26;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:28";="590782652";Z53;45;478;0.8060164576;14;478;76.202279779;Z53;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:28";="590782652";E44;46;474;0.79927155;8;418;77.001551329;E44;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:28";="590782652";I70;51;417;0.7031566168;15;417;77.704707946;I70;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:28";="590782652";R26;43;408;0.6879805747;18;408;78.39268852;R26;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:28";="590782652";Z59;28;373;0.6289626332;6;265;79.021651153;Z59;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:28";="590782652";F03;38;369;0.6222177256;14;369;79.643868879;F03;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:28";="590782652";80%;1552;13435;;585;12113;;;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:28";="590782652";Tot;1633;13991;;632;12389;;;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/31 11:17:14";="020000022";Z71;451;4872;4.3520594567;123;4872;4.3520594567;Z71;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:14";="020000022";I10;299;3842;3.4319812054;78;3842;7.7840406621;I10;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:14";="020000022";R53;214;3749;3.3489061788;48;3749;11.132946841;R53;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:14";="020000022";R52;311;3413;3.0487641473;102;3413;14.181710988;R52;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:14";="020000022";R26;219;3342;2.9853412776;70;3342;17.167052266;R26;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:14";="020000022";Z51;218;3195;2.8540291388;70;3195;20.021081405;Z51;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:14";="020000022";L89;220;3066;2.7387960374;66;3066;22.759877442;L89;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:14";="020000022";F41;270;2824;2.5226223123;90;2824;25.282499754;F41;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:14";="020000022";Z46;180;2688;2.401136252;45;2688;27.683636006;Z46;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:14";="020000022";Z96;197;2162;1.9312710479;45;2162;29.614907054;Z96;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:14";="020000022";Z29;141;2004;1.7901328307;41;2004;31.405039885;Z29;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:14";="020000022";E43;161;1942;1.7347494797;48;1942;33.139789365;E43;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:14";="020000022";Z63;123;1901;1.6981250056;27;1901;34.83791437;Z63;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:14";="020000022";R50;151;1842;1.6454214941;34;1842;36.483335864;R50;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:14";="020000022";C78;98;1803;1.6105835797;29;1803;38.093919444;C78;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:14";="020000022";E86;110;1641;1.4658722431;26;1641;39.559791687;E86;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:14";="020000022";Z99;120;1575;1.4069157726;48;1575;40.96670746;Z99;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:14";="020000022";Z11;104;1490;1.3309869849;16;1490;42.297694445;Z11;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:14";="020000022";E11;116;1368;1.2220068425;58;1368;43.519701287;E11;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:14";="020000022";R15;109;1351;1.206821085;37;1351;44.726522372;R15;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:14";="020000022";I48;87;1240;1.107667021;29;1240;45.834189393;I48;2022.12;X020000022;31JAN23;11:17:03
