"champ";"statut";"annee";"periode";"date du resultat";"ipe";nat_sej;N;nbseq;nbj;pctj;ik;avqphysm;avqpsym;agem;nbcim;nbsej;pctcum;mpcacodm;per_comp;finess_comp;date_comp;temp_comp
"had";"dgf";"2022";"11";"2023/01/03 14:07:33";="800000028";99;3;2;11;;30;14.727272727;4.8181818182;90;1;2;100;0;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2022/12/22 09:39:26";="800000036";07;23;21;166;100;40;9.3072289157;4.5963855422;83.126506024;4;20;100;;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:26";="800000036";99;23;21;166;;40;9.3072289157;4.5963855422;83.126506024;4;20;100;34.782608696;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 12:54:32";="800000069";05;4;3;36;81.818181818;40;6.5555555556;2;87.055555556;1;3;81.818181818;;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:32";="800000069";04;1;1;8;18.181818182;30;15;2;100;1;1;100;;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:32";="800000069";99;5;4;44;;40;8.0909090909;2;89.409090909;2;4;100;100;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/26 10:01:43";="800000077";07;5;4;56;94.915254237;40;15.714285714;7.1428571429;88.857142857;2;4;94.915254237;;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/26 10:01:43";="800000077";08;2;2;3;5.0847457627;40;14;4.3333333333;88.666666667;2;2;100;;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/26 10:01:43";="800000077";99;7;6;59;;40;15.627118644;7;88.847457627;3;6;100;71.428571429;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/28 15:59:36";="800000085";04;2;1;29;39.726027397;20;16;8;89;1;1;39.726027397;;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:36";="800000085";07;2;2;24;32.876712329;30;13.666666667;6.6666666667;74;1;2;72.602739726;;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:36";="800000085";08;5;4;20;27.397260274;30;13.5;4.6;89;1;2;100;;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:36";="800000085";99;9;7;73;;30;14.547945205;6.6301369863;84.068493151;1;5;100;100;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/27 14:51:37";="800000093";07;51;36;384;97.461928934;40;9.0859375;3.9505208333;77.252604167;4;33;97.461928934;;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/27 14:51:37";="800000093";08;3;3;8;2.0304568528;30;14.25;6.5;84;2;3;99.492385787;;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/27 14:51:37";="800000093";04;1;1;2;0.5076142132;10;16;8;98;1;1;100;;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/27 14:51:37";="800000093";99;55;40;394;;40;9.2258883249;4.0228426396;77.494923858;4;37;100;83.636363636;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/22 10:53:28";="800000523";08;62;31;1084;79.588839941;30;14.079335793;4.3874538745;78.480627306;2;22;79.588839941;;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:28";="800000523";04;16;10;278;20.411160059;20;15.136690647;6.2841726619;89.28057554;2;6;100;;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:28";="800000523";99;78;41;1362;;30;14.295154185;4.7745961821;80.685022026;2;28;100;97.435897436;2022.11;X800000523;22DEC22;10:53:02
