"champ";"statut";"annee";"periode";"date du resultat";"ipe";finess_esms;nbjtot;nbje;nbjsupp;nbjsupp2;nbjval;per_comp;finess_comp;date_comp;temp_comp
"had";"dgf";"2022";"12";"2023/01/30 11:42:57";="590782652";590006110;454;453;0;0;453;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:57";="590782652";590794954;10;10;0;0;10;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:57";="590782652";590797601;257;257;0;0;257;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:57";="590782652";590809349;5;5;0;0;5;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/02/01 15:50:23";="800000085";600108534;12;12;0;0;12;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:50:23";="800000085";800008708;95;95;0;0;95;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:50:23";="800000085";800009037;170;167;0;0;167;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:50:23";="800000085";800009334;424;423;0;0;423;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/02 14:56:41";="590048476";590015038;11;10;0;0;10;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:41";="590048476";590791679;70;70;0;0;70;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:41";="590048476";590792610;91;91;0;0;91;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:41";="590048476";590792669;37;37;0;0;37;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:41";="590048476";590794160;79;79;0;0;79;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:41";="590048476";590794962;61;61;0;0;61;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:41";="590048476";590799235;24;24;0;0;24;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:41";="590048476";590801379;46;45;0;0;45;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:41";="590048476";590807723;4;4;0;0;4;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 15:57:14";="800000028";800006975;192;191;0;0;191;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:57:14";="800000028";800007510;127;127;0;0;127;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:57:14";="800000028";800008971;31;30;0;0;30;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:57:14";="800000028";800009003;528;526;0;0;526;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/06 14:15:43";="590780193";590008777;9;9;0;0;9;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:43";="590780193";590792628;17;15;0;0;15;2022.12;X590780193;06FEB23;14:14:49
