"champ";"statut";"annee";"periode";"date du resultat";"ipe";mpcp;N;nbseq;nbj;pctj;ik;avqphysm;avqpsym;agem;mpcacodm;nbcim;nbsej;nbsejc;dms;pctcum;per_comp;finess_comp;date_comp;temp_comp
"had";"dgf";"2022";"12";"2023/02/02 15:56:41";="800000028";09;224;106;3868;43.011230957;50;8.2052740434;2.6432264736;72.429937952;16.571871768;143;94;80;38.6125;43.011230957;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:56:41";="800000028";04;126;91;1456;16.190370288;40;11.692994505;3.6387362637;75.815934066;32.074175824;126;77;67;18.791044776;59.201601245;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:56:41";="800000028";03;103;62;1356;15.078394307;50;8.8451327434;3.1851032448;71.693215339;28.466076696;116;53;45;22.8;74.279995552;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:56:41";="800000028";14;62;33;1007;11.197598132;40;14.741807349;4.6504468719;76.35551142;31.678252234;52;25;20;45.75;85.477593684;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:56:41";="800000028";06;21;10;388;4.3144668075;40;13.404639175;2.6649484536;51.146907216;99.226804124;26;9;7;19.714285714;89.792060491;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:56:41";="800000028";02;24;15;313;3.4804848215;40;10.057507987;3.607028754;64.888178914;70.926517572;26;9;8;32.625;93.272545313;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:56:41";="800000028";08;15;7;261;2.9022573112;30;15.670498084;7.6704980843;81.961685824;67.049808429;7;4;3;85.666666667;96.174802624;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:56:41";="800000028";10;14;7;209;2.324029801;50;8.8708133971;2;55.765550239;77.990430622;17;7;6;25.166666667;98.498832425;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:56:41";="800000028";01;4;2;47;0.5226287112;40;9.5106382979;2.5106382979;42.595744681;100;7;2;2;23.5;99.021461136;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:56:41";="800000028";07;6;4;44;0.4892694318;40;11.272727273;4.7045454545;69.295454545;52.272727273;11;3;3;14.666666667;99.510730568;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:56:41";="800000028";15;2;2;28;0.3113532748;40;9.6428571429;3.2142857143;65.214285714;60.714285714;6;2;;;99.822083843;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:56:41";="800000028";13;2;1;15;0.1667963972;60;5;2;71;100;7;1;1;15;99.98888024;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:56:41";="800000028";18;1;1;1;0.0111197598;40;9;2;96;0;2;1;1;1;100;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:56:41";="800000028";99;604;341;8993;;50;10.140331369;3.2863338152;71.82175025;32.284768212;341;278;243;29.641975309;100;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/06 14:14:59";="590780193";19;657;487;8486;36.486370281;60;7.8188781523;2.1062927174;31.054560453;5.2085788357;68;380;365;21.947945205;36.486370281;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:14:59";="590780193";05;1189;1141;2832;12.176455413;60;8.0098870056;2.0557909605;71.79519774;1.2711864407;50;1141;1135;2.4854625551;48.662825694;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:14:59";="590780193";09;174;97;2737;11.767993809;50;9.7636097917;2.2857142857;60.458896602;25.685056631;79;73;47;34.978723404;60.430819503;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:14:59";="590780193";03;537;498;2685;11.544414825;50;9.8703910615;2.9154562384;51.209735466;56.908752328;199;477;446;5;71.975234328;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:14:59";="590780193";08;494;457;2262;9.7256857855;70;7.8872679045;2.8757736516;9.2119399731;18.965517241;91;387;376;5.8404255319;81.700920114;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:14:59";="590780193";04;127;97;1396;6.0022357898;30;12.671203438;4.212034384;68.668571653;71.776504298;96;70;57;17.929824561;87.703155903;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:14:59";="590780193";10;60;43;748;3.2160976868;50;9.4973262032;2.1363636364;58.64171123;16.310160428;55;40;22;21.681818182;90.91925359;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:14:59";="590780193";21;61;53;743;3.1945997076;70;6.9475100942;3.1440107672;32.00538358;0;55;45;41;17.268292683;94.113853298;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:14:59";="590780193";22;24;21;405;1.7413363144;100;6.7283950617;4;0.027708439;0;14;21;21;19.285714286;95.855189612;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:14:59";="590780193";06;23;21;237;1.0190042136;60;9.9071729958;3.2405063291;28.384971967;73.417721519;51;17;9;10.555555556;96.874193826;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:14:59";="590780193";29;41;41;219;0.9416114885;50;10.780821918;2.0456621005;38.712328767;0;10;41;41;5.3414634146;97.815805314;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:14:59";="590780193";15;20;17;151;0.6492389715;80;7.2715231788;3.4304635762;0.1533339381;37.086092715;25;12;7;10.428571429;98.465044286;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:14:59";="590780193";01;12;10;117;0.503052713;40;11.837606838;3.4017094017;36.908066971;95.726495726;30;10;3;5.6666666667;98.968096999;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:14:59";="590780193";02;7;5;80;0.343967667;40;13.1;3.6;65.425;100;18;5;5;16;99.312064666;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:14:59";="590780193";07;10;6;79;0.3396680712;40;11.53164557;5.2658227848;33.683544304;86.075949367;15;4;4;19.75;99.651732737;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:14:59";="590780193";14;5;4;36;0.1547854502;30;14;4.5555555556;78.111111111;100;15;4;2;5;99.806518187;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:14:59";="590780193";18;9;9;21;0.0902915126;50;10.095238095;3.1428571429;66.142857143;0;9;9;8;2.375;99.8968097;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:14:59";="590780193";24;1;1;16;0.0687935334;60;8;4;1;100;7;1;;;99.965603233;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:14:59";="590780193";13;2;1;8;0.0343967667;30;14;4;77;100;8;1;;;100;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:14:59";="590780193";99;3453;3009;23258;;60;8.7233640038;2.5316450254;42.413609575;12.974225311;463;2688;2589;7.7659327926;100;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/13 16:00:43";="600100721";09;98;48;1787;23.426848453;40;10.062674874;3.1415780638;66.556239508;42.025741466;180;41;37;42.783783784;23.426848453;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:43";="600100721";07;107;72;1193;15.639748296;40;11.146689019;3.6496227997;64.177703269;67.896060352;176;56;49;21.040816327;39.066596749;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:43";="600100721";03;93;61;1162;15.233350813;40;10.796901893;3.2598967298;67.968158348;51.979345955;211;57;48;21.791666667;54.299947562;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:43";="600100721";04;100;69;1093;14.328788673;40;13.735590119;4.9130832571;76.941445563;22.96431839;181;55;48;22.25;68.628736235;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:43";="600100721";06;64;36;944;12.375458836;40;13.351694915;4.0625;71.431144068;100;148;33;30;26.033333333;81.004195071;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:43";="600100721";14;24;11;516;6.7645516518;40;13.881782946;4.0426356589;70.666666667;85.07751938;69;10;7;66.571428571;87.768746723;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:43";="600100721";01;25;10;484;6.3450445726;20;15.969008264;6.9276859504;59.314049587;100;56;10;10;48.4;94.113791295;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:43";="600100721";08;43;38;150;1.9664394337;50;8.4733333333;4.1333333333;71.553333333;18;35;38;37;3.7567567568;96.080230729;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:43";="600100721";02;18;12;143;1.8746722601;40;13.58041958;3.6223776224;66.958041958;95.104895105;61;11;10;12.5;97.954902989;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:43";="600100721";05;12;8;103;1.3502884111;40;11.805825243;2.3689320388;52.805825243;100;35;8;6;10.666666667;99.3051914;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:43";="600100721";10;2;2;30;0.3932878867;50;10.4;2;63.4;46.666666667;18;2;2;15;99.698479287;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:43";="600100721";17;2;1;23;0.3015207132;60;4;3;56;0;6;1;1;23;100;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:43";="600100721";99;588;368;7628;;40;11.951756686;3.9212113267;68.185107499;55.952380952;471;309;285;24;100;2022.12;X600100721;13FEB23;16:00:35
