"champ";"statut";"annee";"periode";"date du resultat";"ipe";libel;diagp;eff_sej;eff_mon;dep;per_comp;finess_comp;date_comp;temp_comp
"had";"dgf";"2022";"11";"2022/12/30 11:03:23";="590780193";MYOZYME;E74;46;1001;483155.627;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:23";="590780193";ONPATTRO;E85;15;30;219982.215;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:23";="590780193";OPDIVO;C43;34;68;168060.674;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:23";="590780193";OPDIVO;C34;15;15;37072.215;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:23";="590780193";PHESGO;C50;47;47;145597.164;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:23";="590780193";PHESGO;C22;4;4;12391.248;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:23";="590780193";SOLIRIS;Z51;10;40;138357.29;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:23";="590780193";SOLIRIS;D59;13;39;134898.361;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:23";="590780193";TYSABRI;G35;222;427;315136.047;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:23";="590780193";TYSABRI;Z51;43;76;61137.204;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/29 12:11:21";="590782652";AZACITIDINE;D46;25;227;13546.97;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:21";="590782652";AZACITIDINE;C92;20;189.474;11308.765;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:21";="590782652";AZACITIDINE;C93;2;22;1123.1;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:21";="590782652";AZACITIDINE;C95;1;10;510.5;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/22 15:00:34";="600100713";AFSTYLA;G04;1;19;22696.83;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:34";="600100713";AZACITIDINE;C92;9;72;4067.664;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:34";="600100713";PRIVIGEN;G60;9;54;78336.26;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2023/01/02 09:22:45";="600100721";CASPOFUNGINE;C92;1;15;574.31;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:45";="600100721";DIFICLIR;C71;1;25;1637.4;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/03 14:07:30";="800000028";AMBISOME;I33;1;89;12069.63;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:30";="800000028";FETCROJA;S82;1;448;65163.84;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:30";="800000028";PREVYMIS;Z94;2;44;14016.26;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:30";="800000028";ZAVICEFTA;B20;1;33;3876.58;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:30";="800000028";ZAVICEFTA;A41;1;22;2591.89;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2022/12/22 09:39:24";="800000036";AMBISOME;C95;6;34;4171.082;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:24";="800000036";ZAVICEFTA;N11;1;39;4579.185;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 12:54:30";="800000069";CASPOFUNGINE;C60;2;33;1431.969;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:30";="800000069";ZAVICEFTA;C60;2;216;25361.64;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:30";="800000069";ZAVICEFTA;B44;1;72;8453.88;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:30";="800000069";ZAVICEFTA;K50;1;17;1996.055;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:30";="800000069";ZAVICEFTA;N45;1;14;1643.81;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 10:53:25";="800000523";AMBISOME;D71;1;10;1226.8;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:25";="800000523";AMBISOME;C84;1;2;245.36;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:25";="800000523";CLAIRYG;G60;1;25;20777.35;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:25";="800000523";DIFICLIR;J15;1;7;458.5;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:25";="800000523";DIFICLIR;C91;1;4;262;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:25";="800000523";ZAVICEFTA;E84;2;116;13620.36;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:25";="800000523";ZAVICEFTA;G35;1;62;7279.74;2022.11;X800000523;22DEC22;10:53:02
