"champ";"statut";"annee";"periode";"date du resultat";"ipe";combmpc;mpcp;mpca;N;nbseq;nbj;pctj;ik;avqphysm;avqpsym;agem;nbcim;pctcum;nbsej;per_comp;finess_comp;date_comp;temp_comp
"had";"dgf";"2022";"11";"2022/12/27 13:05:16";="020000022";;99;;775;477;9834;;40;11.802521863;3.9717307301;71.666259915;536;100;231;2022.11;X020000022;27DEC22;13:05:07
"had";"dgf";"2022";"11";"2022/12/30 15:37:22";="590048476";0900;09;00;225;120;3495;20.357642125;50;6.7227467811;2.9547925608;64.681545064;95;20.357642125;;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:22";="590048476";0407;04;07;358;283;2545;14.824091333;30;13.299410609;4.8966601179;77.370137525;160;35.181733458;;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:22";="590048476";0704;07;04;294;256;1517;8.8362068966;20;15.345418589;6.3401450231;86.736980883;132;44.017940354;;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:22";="590048476";0400;04;00;109;82;1095;6.3781453868;30;14.347945205;5.1388127854;81.644748858;94;50.396085741;;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:22";="590048476";0300;03;00;157;129;1015;5.9121621622;60;7.081773399;3.0403940887;69.837438424;100;56.308247903;;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:22";="590048476";0401;04;01;122;91;929;5.4112301957;40;12.754574812;4.4305705059;75.469321851;67;61.719478099;;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:22";="590048476";0409;04;09;80;51;917;5.341332712;30;14.110141767;4.3969465649;73.81134133;80;67.060810811;;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:22";="590048476";0914;09;14;48;25;796;4.6365330848;40;13.104271357;3.6520100503;78.335427136;48;71.697343896;;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:22";="590048476";0500;05;00;142;130;678;3.9492078285;60;4.2654867257;2.6799410029;75.181415929;6;75.646551724;;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:22";="590048476";0911;09;11;19;11;300;1.7474370923;40;11.283333333;3.13;78.226666667;17;77.393988816;;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:22";="590048476";0406;04;06;29;20;289;1.6833643989;50;10.148788927;3.3044982699;62.204152249;28;79.077353215;;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:22";="590048476";;98;;1583;1198;13576;;40;11.300945269;4.3731785422;76.09256976;413;79.077353215;;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 15:37:22";="590048476";;99;;1942;1451;17168;;40;10.878378378;4.0068150047;72.485030289;464;100;1112;2022.11;X590048476;30DEC22;15:37:12
"had";"dgf";"2022";"11";"2022/12/30 11:03:10";="590780193";1900;19;00;581;442;7387;34.570385623;60;7.8103424936;2.0303235414;30.781508055;65;34.570385623;;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:10";="590780193";0500;05;00;1064;1019;2513;11.760576563;60;7.9952248309;2.0445682451;72.018702746;44;46.330962186;;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:10";="590780193";0900;09;00;113;61;1898;8.8824410333;50;9.4272918862;2.2191780822;59.687038988;45;55.21340322;;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:10";="590780193";0800;08;00;399;370;1731;8.1008985399;80;7.8058925477;2.9641825534;10.26390953;79;63.31430176;;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:10";="590780193";0300;03;00;373;359;1075;5.0308873081;60;8.2288372093;2.6688372093;37.612110863;114;68.345189068;;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:10";="590780193";2100;21;00;58;50;714;3.3414451516;70;6.8641456583;3.1904761905;31.883753501;52;71.686634219;;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:10";="590780193";1000;10;00;40;28;557;2.6067016099;50;9.3267504488;2;61.23518851;31;74.293335829;;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:10";="590780193";1925;19;25;27;17;395;1.8485585923;60;7.6556962025;3.5088607595;33.372151899;16;76.141894422;;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:10";="590780193";0407;04;07;35;26;393;1.8391988019;30;11.882951654;4.0356234097;69.58524173;54;77.981093224;;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:10";="590780193";2200;22;00;23;20;390;1.8251591164;100;6.6794871795;4;0.0279311556;14;79.80625234;;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:10";="590780193";;98;;2713;2392;17053;;60;8.0506249075;2.3505434981;46.817931361;370;79.80625234;;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/30 11:03:10";="590780193";;99;;3158;2753;21368;;60;8.6971639835;2.5253650318;42.152398542;448;100;2447;2022.11;X590780193;30DEC22;11:03:01
"had";"dgf";"2022";"11";"2022/12/29 12:11:10";="590782652";0400;04;00;399;288;3751;24.265752361;40;13.489202879;4.1924820048;79.994401493;259;24.265752361;;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:10";="590782652";0900;09;00;239;157;2530;16.366929745;60;8.0320158103;2.5280632411;65.472727273;156;40.632682106;;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:10";="590782652";0401;04;01;252;201;1990;12.873592962;40;11.389949749;3.467839196;82.036180905;199;53.506275068;;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:10";="590782652";0800;08;00;82;55;994;6.4303273386;60;6.9134808853;2.5513078471;73.998993964;102;59.936602407;;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:10";="590782652";0300;03;00;58;47;507;3.2798550912;60;6.741617357;2.2820512821;66.998027613;101;63.216457498;;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:10";="590782652";0406;04;06;41;27;476;3.0793116833;40;9.4306722689;2.8382352941;54.737394958;55;66.295769181;;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:10";="590782652";1300;13;00;203;198;463;2.9952128348;70;4.3347732181;2.0086393089;69.38012959;38;69.290982016;;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:10";="590782652";0411;04;11;34;19;452;2.9240522707;40;13.546460177;2.907079646;83.024336283;53;72.215034286;;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:10";="590782652";1400;14;00;29;21;380;2.4582740329;40;13.510526316;2.7921052632;80.763157895;70;74.673308319;;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:10";="590782652";1401;14;01;32;18;375;2.4259283219;30;13.973333333;2.408;69.098666667;46;77.099236641;;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:10";="590782652";0407;04;07;87;80;341;2.2059774874;30;13.715542522;4.504398827;74.234604106;121;79.305214129;;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:10";="590782652";;98;;1456;1111;12259;;50;10.226257284;3.2042177301;74.420051588;483;79.305214129;;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:10";="590782652";;99;;1896;1469;15458;;50;10.600595161;3.1361754431;73.435179195;559;100;821;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/22 15:00:23";="600100713";0400;04;00;85;85;2481;25.388866148;30;13.63764611;5.3571140669;76.996775494;93;25.388866148;;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:23";="600100713";0900;09;00;58;58;1508;15.431846091;50;7.2798408488;2.6346153846;60.54668435;70;40.820712239;;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:23";="600100713";0704;07;04;158;158;962;9.8444535407;30;15.021829522;6.3222453222;81.498960499;135;50.66516578;;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:23";="600100713";0800;08;00;25;25;788;8.0638559149;50;4.7043147208;2.1802030457;73.206852792;22;58.729021695;;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:23";="600100713";0300;03;00;37;37;611;6.2525583299;60;5.7397708674;2.6235679214;68.41898527;58;64.981580025;;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:23";="600100713";0413;04;13;20;20;352;3.6021285305;40;11.823863636;3.4034090909;62.644886364;30;68.583708555;;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:23";="600100713";0801;08;01;16;16;308;3.1518624642;50;7.0779220779;2.4772727273;72.824675325;16;71.735571019;;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:23";="600100713";0401;04;01;24;24;287;2.9369627507;30;11.958188153;2.8327526132;79.916376307;45;74.67253377;;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:23";="600100713";0813;08;13;11;11;262;2.6811297585;50;6.5267175573;2;64.790076336;10;77.353663528;;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:23";="600100713";0402;04;02;12;12;228;2.3331968891;40;9.7938596491;2.8771929825;44.951754386;16;79.686860418;;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:23";="600100713";;98;;446;446;7787;;40;11.459416802;4.4638366863;73.729014796;234;79.686860418;;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:23";="600100713";;99;;578;578;9772;;40;10.165575113;3.722984036;69.648628735;269;100;392;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2023/01/02 09:22:34";="600100721";0900;09;00;54;27;998;14.287759485;50;9.1803607214;2.9258517034;64.649298597;122;14.287759485;;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:34";="600100721";0400;04;00;68;45;792;11.338582677;40;14.597222222;5.3724747475;79.847222222;132;25.626342162;;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:34";="600100721";0300;03;00;46;32;498;7.12956335;50;9.4196787149;3.2329317269;69.162650602;123;32.755905512;;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:34";="600100721";0907;09;07;20;9;393;5.6263421618;50;9.1399491094;2.9923664122;69.236641221;58;38.382247674;;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:34";="600100721";0104;01;04;13;3;346;4.9534717251;20;16;6.9479768786;67.156069364;25;43.335719399;;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:34";="600100721";0700;07;00;28;18;336;4.8103078024;50;8.1011904762;2.4821428571;70.270833333;64;48.146027201;;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:34";="600100721";0604;06;04;19;10;308;4.4094488189;40;11.207792208;2.7662337662;65.100649351;43;52.55547602;;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:34";="600100721";0309;03;09;14;8;248;3.5504652827;40;11.366935484;3.2540322581;72.471774194;40;56.105941303;;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:34";="600100721";0609;06;09;10;2;248;3.5504652827;40;16;5.5;83.161290323;30;59.656406586;;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:34";="600100721";0704;07;04;28;23;213;3.0493915533;30;15.352112676;6.3943661972;61.929577465;68;62.705798139;;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:34";="600100721";1401;14;01;7;2;180;2.5769506084;40;13.866666667;4;71.633333333;27;65.282748747;;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:34";="600100721";1409;14;09;6;1;161;2.3049391553;40;14;4;71;9;67.587687903;;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:34";="600100721";0401;04;01;17;13;150;2.1474588404;40;10.42;3.28;70.04;53;69.735146743;;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:34";="600100721";0703;07;03;11;6;126;1.8038654259;40;11.341269841;3.0714285714;46.952380952;43;71.539012169;;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:34";="600100721";0706;07;06;6;3;123;1.7609162491;40;14.12195122;4.487804878;72;13;73.299928418;;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:34";="600100721";0903;09;03;7;3;120;1.7179670723;40;14.5;4.1666666667;66.833333333;38;75.01789549;;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:34";="600100721";0800;08;00;35;33;117;1.6750178955;50;7.6666666667;4.4615384615;71.170940171;27;76.692913386;;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:34";="600100721";0302;03;02;9;5;114;1.6320687187;50;9.5263157895;2.4210526316;50.921052632;35;78.324982105;;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:34";="600100721";0614;06;14;12;9;98;1.4030064424;30;15.265306122;5.5306122449;73.387755102;46;79.727988547;;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:34";="600100721";;98;;410;252;5569;;40;11.482142979;4.0629687454;69.534162852;397;79.727988547;;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:34";="600100721";;99;;538;336;6985;;40;11.86714388;3.9225483178;68.02662849;445;100;283;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/03 14:07:19";="800000028";0900;09;00;172;84;2954;36.169952247;50;7.6276235613;2.6090047393;72.331076506;110;36.169952247;;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:19";="800000028";0300;03;00;70;40;924;11.313823926;60;7.132034632;2.6385281385;69.765151515;79;47.483776172;;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:19";="800000028";0400;04;00;81;58;863;10.566915636;40;12.453070684;4.1981460023;79.643105446;88;58.050691808;;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:19";="800000028";1400;14;00;32;16;584;7.1507285417;30;14.765410959;4.7054794521;77.931506849;25;65.20142035;;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:19";="800000028";0914;09;14;25;12;414;5.0691808498;40;12.265700483;2.8695652174;73.95410628;29;70.2706012;;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:19";="800000028";0614;06;14;15;6;287;3.5141422799;30;15.18815331;2.5993031359;47.06271777;12;73.78474348;;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:19";="800000028";0309;03;09;12;6;187;2.2897024611;40;12.930481283;4.5080213904;78.128342246;9;76.074445941;;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:19";="800000028";0406;04;06;9;5;182;2.2284804702;40;7.1703296703;2.1538461538;61.736263736;16;78.302926411;;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:19";="800000028";;98;;416;227;6395;;50;9.7272815072;3.1449050554;72.878282283;261;78.302926411;;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:19";="800000028";;99;;552;313;8167;;50;10.071262397;3.2681523203;71.598628627;320;100;258;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2022/12/22 09:39:13";="800000036";0900;09;00;66;31;1106;22.799422799;50;4.6130198915;2.6582278481;61.478300181;24;22.799422799;;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:13";="800000036";0400;04;00;49;29;741;15.275200989;40;14.573549258;4.7287449393;84.334682861;27;38.074623789;;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:13";="800000036";0409;04;09;34;15;554;11.420325706;30;15.451263538;5.2888086643;85.209386282;7;49.494949495;;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:13";="800000036";0401;04;01;41;36;277;5.710162853;30;15.747292419;5.1335740072;81.220216606;34;55.205112348;;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:13";="800000036";0914;09;14;14;5;271;5.586477015;30;15.985239852;6.332103321;90.918819188;7;60.791589363;;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:13";="800000036";0614;06;14;15;8;196;4.0404040404;40;14.505102041;5.4132653061;78.556122449;12;64.831993403;;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:13";="800000036";0407;04;07;30;26;173;3.5662749948;20;15.751445087;6.6936416185;75.404624277;22;68.398268398;;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:13";="800000036";0800;08;00;20;18;138;2.8447742733;50;8.6739130435;4.5942028986;75.81884058;7;71.243042672;;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:13";="800000036";0705;07;05;7;3;129;2.6592455164;50;4;2;40.23255814;4;73.902288188;;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:13";="800000036";0300;03;00;12;8;91;1.8759018759;60;7.3956043956;2.8021978022;76.120879121;10;75.778190064;;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:13";="800000036";0214;02;14;10;6;85;1.7522160379;40;15.458823529;3.4117647059;82.117647059;11;77.530406102;;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:13";="800000036";0813;08;13;9;6;85;1.7522160379;50;4.0941176471;2;11.376470588;5;79.28262214;;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:13";="800000036";;98;;307;191;3846;;40;11.677912784;4.4290987693;74.154655681;96;79.28262214;;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:13";="800000036";;99;;416;277;4851;;40;11.142444857;4.2001649145;72.945578231;125;100;163;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 12:54:17";="800000069";0900;09;00;98;50;1640;17.604121941;60;5.7036585366;2.0609756098;58.204268293;139;17.604121941;;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:17";="800000069";0614;06;14;61;18;1361;14.609274367;40;14.621601763;4.654665687;74.926524614;60;32.213396307;;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:17";="800000069";0400;04;00;70;37;1248;13.396307428;30;14.604166667;5.3950320513;84.019230769;123;45.609703736;;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:17";="800000069";0914;09;14;34;12;761;8.1687419493;40;13.787122208;3.3245729304;64.277266754;58;53.778445685;;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:17";="800000069";0401;04;01;54;40;525;5.6354658652;30;14.323809524;4.2666666667;86.500952381;113;59.41391155;;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:17";="800000069";0407;04;07;66;55;378;4.0575354229;30;13.433862434;5.1534391534;69.082010582;161;63.471446973;;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:17";="800000069";0601;06;01;31;26;281;3.0163160155;50;8.4519572954;2.1779359431;76;48;66.487762988;;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:17";="800000069";1400;14;00;19;11;274;2.9411764706;40;13.587591241;2.6058394161;74.806569343;53;69.428939459;;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:17";="800000069";0209;02;09;21;13;252;2.7050236153;50;10.611111111;2.3968253968;44.222222222;54;72.133963074;;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:17";="800000069";0613;06;13;26;19;246;2.6406182911;50;8.8902439024;2.918699187;75.682926829;31;74.774581365;;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:17";="800000069";0609;06;09;8;5;168;1.8033490769;50;7.0952380952;3.125;57.255952381;25;76.577930442;;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:17";="800000069";0600;06;00;14;9;140;1.5027908974;40;9.4214285714;2.9214285714;74.414285714;27;78.08072134;;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:17";="800000069";0203;02;03;9;6;131;1.4061829111;50;9.9389312977;2.1221374046;35.381679389;27;79.486904251;;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:17";="800000069";;98;;511;301;7405;;40;11.45659016;3.6700012446;70.574958826;384;79.486904251;;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:17";="800000069";;99;;706;437;9316;;40;11.256547875;3.453842851;69.207063117;470;100;253;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/26 10:01:32";="800000077";0400;04;00;55;27;905;25.272270316;40;12.951381215;5.0563535912;84.060773481;21;25.272270316;;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/26 10:01:32";="800000077";0900;09;00;41;15;771;21.530298799;50;5.5460440986;2;61.981841764;14;46.802569115;;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/26 10:01:32";="800000077";0914;09;14;18;8;311;8.6847249372;40;13.106109325;3.9389067524;85.048231511;12;55.487294052;;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/26 10:01:32";="800000077";1409;14;09;11;3;229;6.3948617705;50;14.318777293;2;72.589519651;4;61.882155822;;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/26 10:01:32";="800000077";0901;09;01;8;2;198;5.5291817928;50;5.3737373737;2;84.171717172;6;67.411337615;;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/26 10:01:32";="800000077";0401;04;01;16;10;175;4.8869030997;30;8.96;2.96;65.68;19;72.298240715;;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/26 10:01:32";="800000077";0406;04;06;9;4;170;4.7472772968;40;13.082352941;2.5058823529;60.252941176;3;77.045518012;;2022.11;X800000077;26DEC22;10:01:24
