"champ";"statut";"annee";"periode";"date du resultat";"ipe";nat_sej;N;nbseq;nbj;pctj;ik;avqphysm;avqpsym;agem;nbcim;nbsej;pctcum;mpcacodm;per_comp;finess_comp;date_comp;temp_comp
"had";"dgf";"2022";"12";"2023/01/26 14:46:00";="800000036";99;457;306;5266;;40;11.224268895;4.1936954045;72.770224079;129;173;100;65.645514223;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/27 07:43:57";="800000077";08;85;36;1695;42.99847793;40;11.077286136;3.1716814159;78.289085546;48;33;42.99847793;;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:43:57";="800000077";04;91;47;1508;38.254693049;40;12.631299735;4.2659151194;78.454244032;44;42;81.253170979;;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:43:57";="800000077";07;60;35;739;18.746829021;50;6.3369418133;2.5074424899;58.729364005;41;34;100;;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:43:57";="800000077";99;236;118;3942;;40;10.783105023;3.4657534247;74.685438864;103;109;100;53.813559322;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 16:29:23";="800000069";08;373;217;5214;50.853408758;40;11.056962025;3.163406214;66.268124281;302;109;50.853408758;;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:23";="800000069";04;256;179;2779;27.104262167;30;13.645196114;4.6980928392;80.072688017;266;102;77.957670926;;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:23";="800000069";07;135;73;2196;21.418121525;50;8.5578324226;2.4767759563;62.122040073;187;58;99.375792451;;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:23";="800000069";05;4;3;36;0.3511167463;40;6.5555555556;2;87.055555556;15;3;99.726909197;;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:23";="800000069";06;2;1;28;0.2730908027;60;7;2;44;4;1;100;;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:23";="800000069";99;770;473;10253;;40;11.196332781;3.4250463279;69.133912026;492;273;100;65.974025974;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:24";="590782652";04;895;680;7648;45.184922604;40;12.536480126;3.8156380753;78.08041318;368;296;45.184922604;;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:24";="590782652";08;735;508;7596;44.877702942;50;9.5893891522;2.6209847288;69.572011585;371;216;90.062625546;;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:24";="590782652";07;184;166;961;5.6776556777;60;6.3662851197;2.5348595213;71.311134235;128;142;95.740281224;;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:24";="590782652";05;262;253;721;4.2597187758;70;4.9361997226;2.1109570042;65.754507628;86;240;100;;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:24";="590782652";99;2076;1607;16926;;50;10.539820395;3.1341722793;73.352652724;590;894;100;39.065510597;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/31 11:17:10";="020000022";08;358;206;4967;46.938196938;40;10.809744312;3.2870948259;68.96235152;324;80;46.938196938;;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:10";="020000022";04;329;206;4077;38.527688528;30;13.678685308;5.031395634;73.841795438;317;100;85.465885466;;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:10";="020000022";07;129;94;1149;10.858060858;50;9.0287206266;3.1949521323;65.482158399;173;65;96.323946324;;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:10";="020000022";05;21;10;389;3.6760536761;30;13.70437018;4.6452442159;94.93059126;45;5;100;;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:10";="020000022";99;837;516;10582;;40;11.828104328;3.9990549991;71.419013419;561;250;100;74.432497013;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/02/01 15:49:53";="800000085";08;175;93;2891;41.141312082;40;10.495676237;4.0453130405;69.140089934;73;59;41.141312082;;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:49:53";="800000085";04;217;155;2370;33.727052796;30;12.105907173;4.0873417722;71.456540084;80;96;74.868364878;;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:49:53";="800000085";07;95;50;1713;24.377401452;50;6.7297139521;2.6806771745;72.409807356;40;34;99.24576633;;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:49:53";="800000085";06;4;2;45;0.6403870784;40;12.2;2;49;3;1;99.886153408;;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:49:53";="800000085";05;4;3;8;0.1138465917;50;10;4;3;2;3;100;;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:49:53";="800000085";99;495;303;7027;;40;10.131065889;3.7136758218;70.51415967;153;193;100;63.636363636;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/02 14:56:13";="590048476";04;1090;856;8111;43.228694772;30;13.584021699;4.9884108001;77.691899889;295;571;43.228694772;;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:13";="590048476";08;444;250;6561;34.967755689;50;10.24005487;3.4075598232;69.595793324;195;195;78.196450461;;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:13";="590048476";07;561;461;4008;21.361189575;60;6.7914171657;3.124500998;67.94760479;208;438;99.557640036;;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:13";="590048476";05;6;5;83;0.4423599638;50;6.5542168675;2.686746988;48.65060241;13;5;100;;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:13";="590048476";99;2101;1572;18763;;40;10.932633374;4.0272877472;72.650908703;493;1209;100;64.207520228;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 15:56:41";="800000028";08;302;156;4934;54.864894918;50;10.043980543;3.2580056749;72.293473855;191;122;54.864894918;;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:56:41";="800000028";04;170;114;2140;23.796286;40;12.327570093;3.576635514;71.603738318;150;92;78.661180918;;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:56:41";="800000028";07;121;66;1739;19.337262315;60;7.4876365727;2.825186889;70.358251869;118;60;97.998443234;;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:56:41";="800000028";05;8;4;132;1.4678082953;40;12.553030303;5.4545454545;73.303030303;10;3;99.466251529;;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:56:41";="800000028";06;3;1;48;0.533748471;50;12;4;82;4;1;100;;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:56:41";="800000028";99;604;341;8993;;50;10.140331369;3.2863338152;71.82175025;341;278;100;32.284768212;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/06 14:14:59";="590780193";02;662;491;8535;36.697050477;60;7.8152314001;2.1056824839;30.916601584;72;383;36.697050477;;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:14:59";="590780193";07;2115;1981;7418;31.894401926;60;8.7193313562;2.2585602588;60.360422445;218;1927;68.591452403;;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:14:59";="590780193";01;256;214;2427;10.435119099;80;7.8055212196;3.1775854965;0.1882080024;89;132;79.026571502;;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:14:59";="590780193";04;174;132;1956;8.4100094591;30;12.406441718;4.0618609407;64.79822394;110;91;87.436580961;;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:14:59";="590780193";08;165;121;1944;8.3584143091;40;11.216049383;2.70781893;63.441872428;115;97;95.79499527;;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:14:59";="590780193";03;81;70;978;4.2050047296;80;6.63599182;3.3067484663;24.842348096;58;58;100;;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:14:59";="590780193";99;3453;3009;23258;;60;8.7233640038;2.5316450254;42.413609575;463;2688;100;12.974225311;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/13 16:00:43";="600100721";08;227;120;3827;50.170424751;40;11.855239091;3.5698980925;68.010974654;312;104;50.170424751;;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:43";="600100721";04;261;169;3092;40.534871526;40;12.986739974;4.5284605433;69.040426908;293;131;90.705296277;;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:43";="600100721";07;92;75;606;7.944415312;50;7.3646864686;2.5379537954;65.117161716;131;71;98.649711589;;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:43";="600100721";05;8;4;103;1.3502884111;40;11.45631068;6.8834951456;67.029126214;27;3;100;;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:43";="600100721";99;588;368;7628;;40;11.951756686;3.9212113267;68.185107499;471;309;100;55.952380952;2022.12;X600100721;13FEB23;16:00:35
