"champ";"statut";"annee";"periode";"date du resultat";"ipe";code13;code;code1;nb;nbok;montant;per_comp;finess_comp;date_comp;temp_comp
"had";"dgf";"2022";"12";"2023/01/26 11:34:35";="800000523";3400892288161;9228816;9228816;9;9;2014.29;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:35";="800000523";3400892353548;9235354;9235354;1;1;1346.45;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:35";="800000523";3400892353777;9235377;9235377;2;2;2350.8;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:35";="800000523";3400892463988;9246398;9246398;60;60;590.11;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:35";="800000523";3400892505725;9250572;9250572;62;62;1674;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:35";="800000523";3400892617886;9261788;9261788;6;6;2617.5;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:35";="800000523";3400892680002;9268000;9268000;1498;1498;139058.46;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:35";="800000523";3400892850795;9285079;9285079;19;19;2061.12;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:35";="800000523";3400892981130;9298113;9298113;126;126;10030.86;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:35";="800000523";3400892981420;9298142;9298142;77;77;7112.49;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:35";="800000523";3400893325483;9332548;9332548;6;6;149.73;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:35";="800000523";3400893519714;9351971;9351971;28;28;1748.92;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:35";="800000523";3400893527818;9352781;9352781;7;7;542.08;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:35";="800000523";3400893530597;9353059;9353059;13;13;31.98;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:35";="800000523";3400893530719;9353071;9353071;23;23;28.29;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:35";="800000523";3400893544495;9354449;9354449;4;4;2288.08;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:35";="800000523";3400893627044;9362704;9362704;1480;1480;10225;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:35";="800000523";3400893804872;9380487;9380487;12;12;299.46;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:35";="800000523";3400893804933;9380493;9380493;36;36;193.75;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:35";="800000523";3400893840481;9384048;9384048;56;56;2206.18;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:35";="800000523";3400893887219;9388721;9388721;1;1;245.74;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:35";="800000523";3400893892640;9389264;9389264;60;60;4025.53;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:35";="800000523";3400893953945;9395394;9395394;2;2;1281.42;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:35";="800000523";3400893957509;9395750;9395750;330;330;47589.25;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:35";="800000523";3400893958049;9395804;9395804;21;21;7815.15;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:35";="800000523";3400893958100;9395810;9395810;21;21;7815.15;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:35";="800000523";3400893964941;9396494;9396494;476;476;74186.47;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:35";="800000523";3400893971116;9397111;9397111;2;2;1280.78;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:35";="800000523";3400893988664;9398866;9398866;30;30;548.21;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:35";="800000523";3400893997369;9399736;9399736;6;6;464.64;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:35";="800000523";3400894009948;9400994;9400994;6;6;3642.24;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:35";="800000523";3400894029298;9402929;9402929;168;168;5951.4;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:35";="800000523";3400894066149;9406614;9406614;600;600;21532.4;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:35";="800000523";3400894066200;9406620;9406620;360;360;12919.44;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:35";="800000523";3400894081975;9408197;9408197;77;77;13006.84;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:35";="800000523";3400894083009;9408300;9408300;56;56;4137.35;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:35";="800000523";3400894118169;9411816;9411816;120;120;1180.22;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:35";="800000523";3400894139560;9413956;9413956;110;110;10276.2;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:35";="800000523";3400894165934;9416593;9416593;54;54;4094.92;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:35";="800000523";3400894196280;9419628;9419628;112;112;6242.89;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:35";="800000523";3400894205838;9420583;9420583;185;185;3321.88;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:35";="800000523";3400894228721;9422872;9422872;21;21;2136.33;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:35";="800000523";3400894237136;9423713;9423713;300;300;13654.08;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:35";="800000523";3400894262848;9426284;9426284;3;3;3563.44;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:35";="800000523";3400894294665;9429466;9429466;448;448;11853.38;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:35";="800000523";3400894332848;9433284;9433284;47;47;959.74;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:35";="800000523";3400894332909;9433290;9433290;57;57;1455.21;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:35";="800000523";3400894334569;9433456;9433456;1;1;666.49;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:35";="800000523";3400894448853;9444885;9444885;240;240;5597.84;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:35";="800000523";3400894469155;9446915;9446915;4;4;102.12;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:35";="800000523";3400894511120;9451112;9451112;3;3;1538.07;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:34:35";="800000523";3400894570431;9457043;9457043;13;13;3206.89;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 14:46:34";="800000036";3400891288131;9128813;9128813;18;18;448.38;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:34";="800000036";3400892505725;9250572;9250572;10;10;275.7;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:34";="800000036";3400893530658;9353065;9353065;1;1;1.634;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:34";="800000036";3400893875612;9387561;9387561;74;74;4132.803;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:34";="800000036";3400894139560;9413956;9413956;14;14;1307.901;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:34";="800000036";3400894217954;9421795;9421795;30;30;5271.6;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:34";="800000036";3400894411833;9441183;9441183;233;233;10362.6;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/27 07:44:22";="800000077";3400893325254;9332525;9332525;73;73;841.69;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 16:30:00";="800000069";3400890005005;9000500;9000500;1;1;91.37;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:30:00";="800000069";3400892850795;9285079;9285079;42;42;1072.05;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:30:00";="800000069";3400892977119;9297711;9297711;3;3;4.902;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:30:00";="800000069";3400892981369;9298136;9298136;22;22;1847.406;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:30:00";="800000069";3400893325254;9332525;9332525;531;531;3550.221;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:30:00";="800000069";3400893519653;9351965;9351965;7;7;211.75;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:30:00";="800000069";3400893519714;9351971;9351971;7;7;415.87;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:30:00";="800000069";3400893530658;9353065;9353065;82;82;133.947;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:30:00";="800000069";3400893544495;9354449;9354449;1;1;588.341;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:30:00";="800000069";3400893804872;9380487;9380487;7;7;175.875;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:30:00";="800000069";3400893804933;9380493;9380493;7;7;38.85;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:30:00";="800000069";3400894081975;9408197;9408197;43;43;7114.35;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:30:00";="800000069";3400894162452;9416245;9416245;31;31;5283.64;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:30:00";="800000069";3400894325055;9432505;9432505;2;2;10.69;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:30:00";="800000069";3400894332848;9433284;9433284;7;7;142.94;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:30:00";="800000069";3400894506218;9450621;9450621;41;41;5669.152;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:30:00";="800000069";3400894570431;9457043;9457043;14;14;3511.06;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/30 11:43:00";="590782652";3400890008426;9000842;9000842;96;96;10987.2;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:43:00";="590782652";3400890008440;9000844;9000844;49;49;10932.88;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:43:00";="590782652";3400892353609;9235360;9235360;1;1;956.91;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:43:00";="590782652";3400892505725;9250572;9250572;48;48;1323.36;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:43:00";="590782652";3400893283868;9328386;9328386;66;66;2456.66;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:43:00";="590782652";3400893325254;9332525;9332525;55;55;112.97;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:43:00";="590782652";3400893519714;9351971;9351971;10;10;594.1;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:43:00";="590782652";3400893997369;9399736;9399736;3;3;483.03;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:43:00";="590782652";3400894081975;9408197;9408197;240;240;40540.8;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:43:00";="590782652";3400894187356;9418735;9418735;144;144;16908.48;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:43:00";="590782652";3400894228431;9422843;9422843;79;79;7623.5;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:43:00";="590782652";3400894231622;9423162;9423162;6;6;4516.08;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:43:00";="590782652";3400894237136;9423713;9423713;8;8;360.8;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:43:00";="590782652";3400894264859;9426485;9426485;3920;3920;76563.84;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:43:00";="590782652";3400894332848;9433284;9433284;141;141;4410.72;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:43:00";="590782652";3400894332909;9433290;9433290;143;143;5190.51;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:43:00";="590782652";3400894334569;9433456;9433456;2;2;880.8;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/31 11:17:39";="020000022";3400892717524;9271752;9271752;22;22;271.084;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:39";="020000022";3400893834398;9383439;9383439;32;32;725.968;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:39";="020000022";3400893956267;9395626;9395626;118;118;3627.851;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:39";="020000022";3400894081975;9408197;9408197;79;79;13344.996;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:39";="020000022";3400894139560;9413956;9413956;23;23;2148.683;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:39";="020000022";3400894217893;9421789;9421789;90;90;4229.1;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:39";="020000022";3400894228431;9422843;9422843;225;225;21465.296;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:39";="020000022";3400894228721;9422872;9422872;21;21;2003.4;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:39";="020000022";3400894332848;9433284;9433284;28;28;571.76;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:39";="020000022";3400894332909;9433290;9433290;88;88;2544.332;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/02/01 15:50:25";="800000085";3400890008419;9000841;9000841;60;60;3639;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:50:25";="800000085";3400891251630;9125163;9125163;2;2;24.56;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:50:25";="800000085";3400891251869;9125186;9125186;2;2;25.46;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:50:25";="800000085";3400892850627;9285062;9285062;23;23;446.43;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:50:25";="800000085";3400892850795;9285079;9285079;6;6;140.58;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:50:25";="800000085";3400894081975;9408197;9408197;36;36;6081.12;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:50:25";="800000085";3400894228431;9422843;9422843;21;21;2136.33;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:50:25";="800000085";3400894228660;9422866;9422866;21;21;2136.33;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:50:25";="800000085";3400894228721;9422872;9422872;64;64;6510.72;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/02 14:56:44";="590048476";3400892850627;9285062;9285062;68;68;3130.448;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:44";="590048476";3400892850795;9285079;9285079;17;17;872.1;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:44";="590048476";3400893527818;9352781;9352781;36;36;3037.024;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:44";="590048476";3400893804933;9380493;9380493;117;117;244.53;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:44";="590048476";3400894081975;9408197;9408197;41;41;6925.72;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:44";="590048476";3400894231622;9423162;9423162;6;6;4655.76;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:44";="590048476";3400894264859;9426485;9426485;96;96;1851.84;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:44";="590048476";3400894334330;9433433;9433433;1;1;553.94;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:44";="590048476";3400894449393;9444939;9444939;126;126;3737.37;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:44";="590048476";3400894449454;9444945;9444945;126;126;3663.408;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:44";="590048476";3400894469094;9446909;9446909;225;225;5283;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:44";="590048476";3400894469155;9446915;9446915;155;155;4747.65;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:44";="590048476";3400894511120;9451112;9451112;1;1;635.25;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:44";="590048476";3400894570431;9457043;9457043;1;1;332.9;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 15:57:17";="800000028";3400891992915;9199291;9199291;7;7;20.72;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:57:17";="800000028";3400892463988;9246398;9246398;6;6;0;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:57:17";="800000028";3400893325254;9332525;9332525;330;330;2521.54;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:57:17";="800000028";3400893519653;9351965;9351965;13;13;393.32;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:57:17";="800000028";3400893530597;9353059;9353059;14;14;21.45;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:57:17";="800000028";3400893544495;9354449;9354449;2;2;1045.77;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:57:17";="800000028";3400893607404;9360740;9360740;26;26;318.54;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:57:17";="800000028";3400893627044;9362704;9362704;219;219;1340.48;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:57:17";="800000028";3400893899045;9389904;9389904;32;32;2973.14;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:57:17";="800000028";3400894203186;9420318;9420318;62;62;94.95;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:57:17";="800000028";3400894231622;9423162;9423162;3;3;2258.04;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:57:17";="800000028";3400894294665;9429466;9429466;56;56;1415.11;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:57:17";="800000028";3400894469094;9446909;9446909;45;45;918.9;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:57:17";="800000028";3400894469155;9446915;9446915;42;42;1072.08;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:57:17";="800000028";3400894486305;9448630;9448630;3;3;1568.22;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:57:17";="800000028";3400894570431;9457043;9457043;8;8;1547.84;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/06 14:15:48";="590780193";3400892505725;9250572;9250572;5;5;137.297;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:48";="590780193";3400894081975;9408197;9408197;47;47;7908.428;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:48";="590780193";3400894187356;9418735;9418735;1;1;116.956;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:48";="590780193";3400894228080;9422808;9422808;28;28;1228.303;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:48";="590780193";3400894231622;9423162;9423162;8;8;5997.916;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:15:48";="590780193";3400894449393;9444939;9444939;84;84;2814.018;2022.12;X590780193;06FEB23;14:14:49
