"champ";"statut";"annee";"periode";"date du resultat";"ipe";dmpp;N;nbj;pctj;nbsej;nbj2;pctcum;code;per_comp;finess_comp;date_comp;temp_comp
"had";"dgf";"2022";"12";"2023/01/17 14:56:44";="800000093";E66;7;178;1.3628359237;1;178;66.143480591;E66;2022.12;X800000093;17JAN23;14:56:34
"had";"dgf";"2022";"12";"2023/01/17 14:56:44";="800000093";G47;7;178;1.3628359237;1;178;67.506316515;G47;2022.12;X800000093;17JAN23;14:56:34
"had";"dgf";"2022";"12";"2023/01/17 14:56:44";="800000093";S78;7;169;1.2939284894;2;169;68.800245004;S78;2022.12;X800000093;17JAN23;14:56:34
"had";"dgf";"2022";"12";"2023/01/17 14:56:44";="800000093";Z43;8;163;1.2479901998;3;163;70.048235204;Z43;2022.12;X800000093;17JAN23;14:56:34
"had";"dgf";"2022";"12";"2023/01/17 14:56:44";="800000093";R26;11;162;1.2403338182;4;162;71.288569022;R26;2022.12;X800000093;17JAN23;14:56:34
"had";"dgf";"2022";"12";"2023/01/17 14:56:44";="800000093";B99;13;155;1.1867391471;8;155;72.475308169;B99;2022.12;X800000093;17JAN23;14:56:34
"had";"dgf";"2022";"12";"2023/01/17 14:56:44";="800000093";C20;12;150;1.1484572391;8;150;73.623765408;C20;2022.12;X800000093;17JAN23;14:56:34
"had";"dgf";"2022";"12";"2023/01/17 14:56:44";="800000093";C50;20;148;1.1331444759;11;148;74.756909884;C50;2022.12;X800000093;17JAN23;14:56:34
"had";"dgf";"2022";"12";"2023/01/17 14:56:44";="800000093";C14;12;140;1.0718934232;4;140;75.828803308;C14;2022.12;X800000093;17JAN23;14:56:34
"had";"dgf";"2022";"12";"2023/01/17 14:56:44";="800000093";D46;8;130;0.9953296072;4;130;76.824132915;D46;2022.12;X800000093;17JAN23;14:56:34
"had";"dgf";"2022";"12";"2023/01/17 14:56:44";="800000093";G12;8;129;0.9876732256;3;129;77.81180614;G12;2022.12;X800000093;17JAN23;14:56:34
"had";"dgf";"2022";"12";"2023/01/17 14:56:44";="800000093";J90;7;122;0.9340785545;3;122;78.745884695;J90;2022.12;X800000093;17JAN23;14:56:34
"had";"dgf";"2022";"12";"2023/01/17 14:56:44";="800000093";L98;8;122;0.9340785545;5;122;79.679963249;L98;2022.12;X800000093;17JAN23;14:56:34
"had";"dgf";"2022";"12";"2023/01/17 14:56:44";="800000093";80%;446;5545;;231;5537;;;2022.12;X800000093;17JAN23;14:56:34
"had";"dgf";"2022";"12";"2023/01/17 14:56:44";="800000093";Tot;475;5879;;249;5853;;;2022.12;X800000093;17JAN23;14:56:34
"had";"dgf";"2022";"12";"2023/01/26 09:22:22";="600100713";C78;85;1403;18.031101401;39;101;18.031101401;C78;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:22";="600100713";C79;56;713;9.1633466135;32;151;27.194448014;C79;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:22";="600100713";C34;22;394;5.0636165017;6;0;32.258064516;C34;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:22";="600100713";Z93;14;377;4.8451355867;9;232;37.103200103;Z93;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:22";="600100713";L89;23;315;4.0483228377;16;102;41.15152294;L89;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:22";="600100713";Z89;8;304;3.9069528338;5;171;45.058475774;Z89;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:22";="600100713";R54;5;278;3.572805552;4;0;48.631281326;R54;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:22";="600100713";C77;17;249;3.2001028145;6;87;51.831384141;C77;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:22";="600100713";L97;11;195;2.5061046138;6;152;54.337488755;L97;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:22";="600100713";G20;3;193;2.4804009767;2;0;56.817889731;G20;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:22";="600100713";B95;11;170;2.1848091505;10;5;59.002698882;B95;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:22";="600100713";I70;6;168;2.1591055134;6;164;61.161804395;I70;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:22";="600100713";F00;15;156;2.004883691;10;8;63.166688086;F00;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:22";="600100713";J12;9;137;1.7606991389;8;0;64.927387225;J12;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:22";="600100713";E11;4;134;1.7221436833;3;62;66.649530909;E11;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:22";="600100713";R52;14;122;1.5679218609;10;69;68.21745277;R52;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:22";="600100713";F06;6;117;1.5036627683;3;0;69.721115538;F06;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:22";="600100713";B96;11;112;1.4394036756;9;18;71.160519213;B96;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:22";="600100713";K60;4;111;1.4265518571;2;0;72.587071071;K60;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:22";="600100713";I73;1;109;1.40084822;1;109;73.987919291;I73;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:22";="600100713";C67;7;105;1.3494409459;2;0;75.337360236;C67;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:22";="600100713";C50;6;95;1.2209227606;6;3;76.558282997;C50;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:22";="600100713";A46;1;94;1.208070942;1;94;77.766353939;A46;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:22";="600100713";D32;1;93;1.1952191235;1;0;78.961573063;D32;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:22";="600100713";80%;309;5482;;177;866;;;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 09:22:22";="600100713";Tot;409;6729;;252;903;;;2022.12;X600100713;26JAN23;9:22:12
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";E11;962;18543;5.5499021292;259;18543;5.5499021292;E11;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";R26;942;17038;5.0994570715;294;16949;10.649359201;R26;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";I10;675;12505;3.7427345158;193;12505;14.392093717;I10;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";Z43;521;12123;3.6284022819;130;12123;18.020495998;Z43;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";Z74;607;11344;3.3952483284;220;11331;21.415744327;Z74;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";L89;498;10003;2.9938883136;115;9986;24.40963264;L89;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";I48;484;9070;2.7146423077;132;9070;27.124274948;I48;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";C78;498;8302;2.4847806437;181;8302;29.609055592;C78;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";C79;439;7961;2.3827196705;145;7961;31.991775262;C79;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";C34;335;6665;1.9948281126;103;5618;33.986603375;C34;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";Z95;241;5193;1.5542599233;65;5193;35.540863298;Z95;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";G20;233;4835;1.4471108664;45;4451;36.987974165;G20;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";G81;256;4815;1.4411248855;65;4717;38.42909905;G81;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";G82;220;4793;1.4345403066;47;4710;39.863639357;G82;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";I50;242;4638;1.3881489551;66;4608;41.251788312;I50;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";I70;204;4282;1.2815984963;51;4096;42.533386808;I70;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";F00;219;4222;1.2636405538;40;4003;43.797027362;F00;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";T81;211;4074;1.2193442957;75;3720;45.016371658;T81;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";Z90;177;3551;1.0628108969;55;3551;46.079182554;Z90;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";J96;172;3507;1.049641739;63;3220;47.128824294;J96;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";C77;232;3505;1.049043141;89;3505;48.177867434;C77;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";G35;157;3345;1.0011552943;29;3018;49.179022729;G35;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";C50;183;3155;0.9442884764;56;3051;50.123311205;C50;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";Z89;138;2913;0.8718581083;33;2913;50.995169313;Z89;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";I63;165;2891;0.8652735294;54;2764;51.860442843;I63;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";R52;164;2809;0.840731008;65;2797;52.701173851;R52;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";I69;138;2802;0.8386359147;36;2802;53.539809766;I69;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";F01;165;2774;0.8302555415;41;2770;54.370065307;F01;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";L97;133;2716;0.8128961971;28;2657;55.182961504;L97;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";U07;161;2679;0.8018221326;67;2648;55.984783637;U07;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";E43;153;2481;0.7425609223;51;2481;56.727344559;E43;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";I25;141;2413;0.7222085875;49;2413;57.449553147;I25;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";E44;128;2325;0.6958702718;39;2115;58.145423418;E44;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";F02;111;2301;0.6886870948;21;2216;58.834110513;F02;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";G12;112;2279;0.6821025159;25;2187;59.516213029;G12;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";C18;151;2269;0.6791095255;49;2243;60.195322555;C18;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";R27;87;2269;0.6791095255;34;2269;60.87443208;R27;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";R63;115;2266;0.6782116284;28;2266;61.552643708;R63;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";C20;124;2264;0.6776130303;32;2259;62.230256739;C20;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";G31;98;1931;0.5779464494;22;1931;62.808203188;G31;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";R47;105;1873;0.560587105;36;1873;63.368790293;R47;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";E46;104;1838;0.5501116385;37;1671;63.918901932;E46;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";N18;109;1828;0.5471186481;36;1828;64.46602058;N18;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";G40;87;1778;0.532153696;17;1778;64.998174276;G40;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";C67;94;1766;0.5285621075;31;1766;65.526736383;C67;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";R13;96;1731;0.5180866411;34;1731;66.044823024;R13;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";Z99;107;1728;0.517188744;37;1728;66.562011768;Z99;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";C61;106;1569;0.4696001963;36;1498;67.031611965;C61;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";C90;110;1550;0.4639135145;12;1183;67.495525479;C90;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";J44;85;1543;0.4618184213;31;1543;67.957343901;J44;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";Z94;78;1484;0.4441597778;19;1460;68.401503678;Z94;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";F06;76;1476;0.4417653855;27;1476;68.843269064;F06;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";C22;100;1474;0.4411667874;38;1461;69.284435851;C22;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";E66;71;1396;0.4178214621;18;1396;69.702257313;E66;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";K70;74;1380;0.4130326775;18;1380;70.115289991;K70;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";K55;70;1358;0.4064480986;18;1358;70.521738089;K55;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";S72;64;1344;0.402257912;19;1344;70.923996001;S72;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";E10;46;1332;0.3986663235;13;1332;71.322662325;E10;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";Z46;51;1257;0.3762188953;10;1257;71.69888122;Z46;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";J91;65;1233;0.3690357183;21;1212;72.067916939;J91;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";E03;70;1188;0.3555672615;22;1188;72.4234842;E03;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";C15;62;1174;0.3513770749;25;1174;72.774861275;C15;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";C71;69;1164;0.3483840845;17;1158;73.123245359;C71;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";I77;58;1142;0.3417995056;18;1116;73.465044865;I77;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";N31;51;1123;0.3361128238;12;1123;73.801157689;N31;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";F10;54;1090;0.3262359554;15;1090;74.127393644;F10;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";C21;48;1070;0.3202499746;13;1070;74.447643619;C21;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";I83;49;1003;0.3001969388;7;932;74.747840557;I83;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";H40;44;997;0.2984011445;11;997;75.046241702;H40;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";C25;77;959;0.2870277809;22;959;75.333269483;C25;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";F03;58;919;0.2750558193;19;908;75.608325302;F03;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";R06;50;915;0.2738586231;19;915;75.882183925;R06;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";I11;53;882;0.2639817547;13;882;76.14616568;I11;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";H35;44;879;0.2630838576;11;879;76.409249538;H35;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";G30;51;862;0.2579957739;11;862;76.667245311;G30;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";Z96;42;857;0.2564992787;15;857;76.92374459;Z96;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";K56;49;841;0.251710494;19;841;77.175455084;K56;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";L98;45;813;0.2433301209;17;813;77.418785205;L98;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";M86;35;801;0.2397385324;8;801;77.658523737;M86;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";R33;34;791;0.2367455419;7;791;77.895269279;R33;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";C91;52;777;0.2325553554;17;701;78.127824635;C91;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";C44;38;771;0.2307595611;9;771;78.358584196;C44;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";I42;35;760;0.2274672716;7;760;78.586051467;I42;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";Q05;31;719;0.2151960109;3;719;78.801247478;Q05;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";T84;36;711;0.2128016186;10;711;79.014049097;T84;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";I26;31;699;0.2092100301;9;699;79.223259127;I26;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";C16;40;682;0.2041219464;15;682;79.427381074;C16;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";J84;38;682;0.2041219464;9;682;79.63150302;J84;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";C66;29;676;0.2023261522;5;676;79.833829172;C66;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";80%;5109;91177;;1372;87079;;;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 11:33:58";="800000523";Tot;5403;95657;;1487;89301;;;2022.12;X800000523;26JAN23;11:33:47
"had";"dgf";"2022";"12";"2023/01/26 14:46:04";="800000036";R53;182;1963;17.132134753;75;1779;17.132134753;R53;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:04";="800000036";C79;32;591;5.1579682318;13;503;22.290102985;C79;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:04";="800000036";L98;27;536;4.6779542678;10;536;26.968057253;L98;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:04";="800000036";R26;24;437;3.8139291325;8;435;30.781986385;R26;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:04";="800000036";C50;22;435;3.7964740792;9;435;34.578460464;C50;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:04";="800000036";C34;22;420;3.66556118;6;420;38.244021644;C34;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:04";="800000036";G30;42;397;3.4648280677;16;389;41.708849712;G30;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:04";="800000036";E46;30;368;3.2117297958;13;322;44.920579508;E46;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:04";="800000036";R52;15;367;3.2030022692;7;367;48.123581777;R52;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:04";="800000036";I63;15;365;3.1855472159;1;365;51.309128993;I63;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:04";="800000036";J86;14;365;3.1855472159;1;365;54.494676209;J86;2022.12;X800000036;26JAN23;14:45:52
"had";"dgf";"2022";"12";"2023/01/26 14:46:04";="800000036";G35;16;364;3.1768196893;2;313;57.671495898;G35;2022.12;X800000036;26JAN23;14:45:52
